Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Epcor Water - Paradise Valley/Scottsdale,Haloacetic acids (HAA9)†,1.28 ppb,0.06 ppb,
Epcor Water - Paradise Valley/Scottsdale,Nitrate,4.72 ppm,0.14 ppm,10 ppm
Epcor Water - Paradise Valley/Scottsdale,Nitrate and nitrite,4.72 ppm,0.14 ppm,10 ppm
Epcor Water - Paradise Valley/Scottsdale,Total trihalomethanes (TTHMs)†,7.99 ppb,0.15 ppb,80 ppb
Epcor Water - Paradise Valley/Scottsdale,Barium,18.5 ppb,700 ppb,"2,000 ppb"
Epcor Water - Paradise Valley/Scottsdale,Chlorate,172.5 ppb,210 ppb,
Epcor Water - Paradise Valley/Scottsdale,Chlorodifluoromethane,0.1000 ppb,,
Epcor Water - Paradise Valley/Scottsdale,Chromium (total),23.0 ppb,,100 ppb
Epcor Water - Paradise Valley/Scottsdale,Fluoride,0.410 ppm,,4 ppm
Epcor Water - Paradise Valley/Scottsdale,Germanium,0.175 ppb,,
Epcor Water - Paradise Valley/Scottsdale,Molybdenum,1.15 ppb,40 ppb,
Epcor Water - Paradise Valley/Scottsdale,Selenium,1.10 ppb,30 ppb,50 ppb
Epcor Water - Paradise Valley/Scottsdale,Strontium,0.705 ppb,"1,500 ppb",
Epcor Water - Paradise Valley/Scottsdale,Vanadium,20.6 ppb,21 ppb,
Epcor Water - Paradise Valley/Scottsdale,None,,,
City of Glendale,Arsenic,2.77 ppb,0.004 ppb,10 ppb
City of Glendale,Chlorite,279.6 ppb,50 ppb,"1,000 ppb"
City of Glendale,Chromium (hexavalent),6.44 ppb,0.02 ppb,
City of Glendale,Haloacetic acids (HAA5)†,9.86 ppb,0.1 ppb,60 ppb
City of Glendale,Haloacetic acids (HAA9)†,24.7 ppb,0.06 ppb,
City of Glendale,Nitrate,3.48 ppm,0.14 ppm,10 ppm
City of Glendale,Nitrate and nitrite,3.46 ppm,0.14 ppm,10 ppm
City of Glendale,"Radium, combined (-226 &amp; -228)",0.14 pCi/L,0.05 pCi/L,5 pCi/L
City of Glendale,Total trihalomethanes (TTHMs)†,44.1 ppb,0.15 ppb,80 ppb
City of Glendale,Uranium,1.32 pCi/L,0.43 pCi/L,20 pCi/L
City of Glendale,"1,4-Dioxane",0.0160 ppb,0.35 ppb,
City of Glendale,Barium,68.1 ppb,700 ppb,"2,000 ppb"
City of Glendale,Bromochloromethane,0.0107 ppb,,
City of Glendale,Cadmium,0.0164 ppb,0.04 ppb,5 ppb
City of Glendale,Chlorate,22.7 ppb,210 ppb,
City of Glendale,Chromium (total),8.45 ppb,,100 ppb
City of Glendale,Di(2-ethylhexyl) phthalate,0.0314 ppb,3 ppb,6 ppb
City of Glendale,Fluoride,0.393 ppm,,4 ppm
City of Glendale,Germanium,0.137 ppb,,
City of Glendale,Manganese,1.82 ppb,100 ppb,
City of Glendale,Molybdenum,2.64 ppb,40 ppb,
City of Glendale,o-toluidine ,0.000268 ppb,,
City of Glendale,Strontium,0.815 ppb,"1,500 ppb",
City of Glendale,Vanadium,9.39 ppb,21 ppb,
City of Glendale,None,,,
Desert Hills Water,Arsenic,7.78 ppb,0.004 ppb,10 ppb
Desert Hills Water,Bromodichloromethane,17.1 ppb,0.06 ppb,
Desert Hills Water,Bromoform,3.34 ppb,0.5 ppb,
Desert Hills Water,Chloroform,19.9 ppb,0.4 ppb,
Desert Hills Water,Chromium (hexavalent),3.93 ppb,0.02 ppb,
Desert Hills Water,Dibromochloromethane,14.1 ppb,0.1 ppb,
Desert Hills Water,Haloacetic acids (HAA5)†,11.7 ppb,0.1 ppb,60 ppb
Desert Hills Water,Nitrate,2.12 ppm,0.14 ppm,10 ppm
Desert Hills Water,Nitrate and nitrite,2.18 ppm,0.14 ppm,10 ppm
Desert Hills Water,Total trihalomethanes (TTHMs)†,41.9 ppb,0.15 ppb,80 ppb
Desert Hills Water,Barium,35.0 ppb,700 ppb,"2,000 ppb"
Desert Hills Water,Chlorate,133.1 ppb,210 ppb,
Desert Hills Water,Chromium (total),3.79 ppb,,100 ppb
Desert Hills Water,Di(2-ethylhexyl) phthalate,0.207 ppb,3 ppb,6 ppb
Desert Hills Water,Fluoride,0.305 ppm,,4 ppm
Desert Hills Water,Manganese,1.09 ppb,100 ppb,
Desert Hills Water,Molybdenum,2.12 ppb,40 ppb,
Desert Hills Water,Strontium,0.734 ppb,"1,500 ppb",
Desert Hills Water,Vanadium,11.6 ppb,21 ppb,
Desert Hills Water,None,,,
Cave Creek Water Company,Bromodichloromethane,19.4 ppb,0.06 ppb,
Cave Creek Water Company,Bromoform,1.61 ppb,0.5 ppb,
Cave Creek Water Company,Chloroform,22.5 ppb,0.4 ppb,
Cave Creek Water Company,Dibromochloromethane,13.8 ppb,0.1 ppb,
Cave Creek Water Company,Haloacetic acids (HAA5)†,13.6 ppb,0.1 ppb,60 ppb
Cave Creek Water Company,Total trihalomethanes (TTHMs)†,55.4 ppb,0.15 ppb,80 ppb
Cave Creek Water Company,Barium,120.0 ppb,700 ppb,"2,000 ppb"
Cave Creek Water Company,Fluoride,0.330 ppm,,4 ppm
Cave Creek Water Company,Nitrate,0.193 ppm,0.14 ppm,10 ppm
Cave Creek Water Company,None,,,
City of Phoenix,Arsenic,5.06 ppb,0.004 ppb,10 ppb
City of Phoenix,Chlorite,131.4 ppb,50 ppb,"1,000 ppb"
City of Phoenix,Chromium (hexavalent),0.408 ppb,0.02 ppb,
City of Phoenix,Haloacetic acids (HAA5)†,12.1 ppb,0.1 ppb,60 ppb
City of Phoenix,Haloacetic acids (HAA9)†,19.0 ppb,0.06 ppb,
City of Phoenix,Nitrate,2.25 ppm,0.14 ppm,10 ppm
City of Phoenix,"Radium, combined (-226 &amp; -228)",0.11 pCi/L,0.05 pCi/L,5 pCi/L
City of Phoenix,Total trihalomethanes (TTHMs)†,41.5 ppb,0.15 ppb,80 ppb
City of Phoenix,Barium,54.6 ppb,700 ppb,"2,000 ppb"
City of Phoenix,Bromate,0.0689 ppb,0.1 ppb,10 ppb
City of Phoenix,Chlorate,158.1 ppb,210 ppb,
City of Phoenix,Chromium (total),18.7 ppb,,100 ppb
City of Phoenix,Fluoride,0.548 ppm,,4 ppm
City of Phoenix,Germanium,0.0679 ppb,,
City of Phoenix,Manganese,25.3 ppb,100 ppb,
City of Phoenix,Molybdenum,2.71 ppb,40 ppb,
City of Phoenix,Selenium,0.170 ppb,30 ppb,50 ppb
City of Phoenix,Strontium,0.642 ppb,"1,500 ppb",
City of Phoenix,Vanadium,0.0917 ppb,21 ppb,
City of Phoenix,Xylenes (total),0.0230 ppb,"1,800 ppb","10,000 ppb"
City of Phoenix,None,,,
City of Mesa,"1,2-Dibromo-3-chloropropane (DBCP)",0.00391 ppb,0.0017 ppb,0.2 ppb
City of Mesa,Arsenic,3.91 ppb,0.004 ppb,10 ppb
City of Mesa,Chlorite,266.4 ppb,50 ppb,"1,000 ppb"
City of Mesa,Chromium (hexavalent),5.63 ppb,0.02 ppb,
City of Mesa,Haloacetic acids (HAA5)†,15.2 ppb,0.1 ppb,60 ppb
City of Mesa,Haloacetic acids (HAA9)†,31.8 ppb,0.06 ppb,
City of Mesa,Nitrate,2.40 ppm,0.14 ppm,10 ppm
City of Mesa,Nitrate and nitrite,1.55 ppm,0.14 ppm,10 ppm
City of Mesa,Radon,230.50 pCi/L,1.5 pCi/L,
City of Mesa,Tetrachloroethylene (perchloroethylene),0.130 ppb,0.06 ppb,5 ppb
City of Mesa,Total trihalomethanes (TTHMs)†,45.1 ppb,0.15 ppb,80 ppb
City of Mesa,"1,4-Dioxane",0.00885 ppb,0.35 ppb,
City of Mesa,Antimony,0.0358 ppb,1 ppb,6 ppb
City of Mesa,Barium,32.6 ppb,700 ppb,"2,000 ppb"
City of Mesa,Bromochloromethane,0.00274 ppb,,
City of Mesa,Chlorate,94.8 ppb,210 ppb,
City of Mesa,Chlorodifluoromethane,0.00492 ppb,,
City of Mesa,Chromium (total),6.08 ppb,,100 ppb
City of Mesa,Cobalt,0.00859 ppb,70 ppb,
City of Mesa,Fluoride,0.374 ppm,,4 ppm
City of Mesa,Germanium,0.274 ppb,,
City of Mesa,Manganese,1.31 ppb,100 ppb,
City of Mesa,Molybdenum,1.62 ppb,40 ppb,
City of Mesa,"Radium, combined (-226 &amp; -228)",0.06 pCi/L,0.05 pCi/L,5 pCi/L
City of Mesa,Selenium,0.570 ppb,30 ppb,50 ppb
City of Mesa,Strontium,0.599 ppb,"1,500 ppb",
City of Mesa,Trichloroethylene,0.0324 ppb,0.4 ppb,5 ppb
City of Mesa,Vanadium,7.50 ppb,21 ppb,
City of Mesa,None,,,
Town of Gilbert,Arsenic,6.60 ppb,0.004 ppb,10 ppb
Town of Gilbert,Bromate,3.71 ppb,0.1 ppb,10 ppb
Town of Gilbert,Chromium (hexavalent),5.88 ppb,0.02 ppb,
Town of Gilbert,Haloacetic acids (HAA5)†,9.16 ppb,0.1 ppb,60 ppb
Town of Gilbert,Haloacetic acids (HAA9)†,26.3 ppb,0.06 ppb,
Town of Gilbert,Nitrate,3.94 ppm,0.14 ppm,10 ppm
Town of Gilbert,Nitrate and nitrite,3.86 ppm,0.14 ppm,10 ppm
Town of Gilbert,Total trihalomethanes (TTHMs)†,43.9 ppb,0.15 ppb,80 ppb
Town of Gilbert,Uranium,1.73 pCi/L,0.43 pCi/L,20 pCi/L
Town of Gilbert,"2,4-D",0.0119 ppb,20 ppb,70 ppb
Town of Gilbert,Barium,42.8 ppb,700 ppb,"2,000 ppb"
Town of Gilbert,Chlorate,33.9 ppb,210 ppb,
Town of Gilbert,Chromium (total),6.78 ppb,,100 ppb
Town of Gilbert,Dalapon,0.0164 ppb,,200 ppb
Town of Gilbert,Di(2-ethylhexyl) phthalate,0.0115 ppb,3 ppb,6 ppb
Town of Gilbert,Fluoride,0.661 ppm,,4 ppm
Town of Gilbert,Germanium,0.486 ppb,,
Town of Gilbert,Manganese,1.40 ppb,100 ppb,
Town of Gilbert,Molybdenum,2.32 ppb,40 ppb,
Town of Gilbert,"Radium, combined (-226 &amp; -228)",0.07 pCi/L,0.05 pCi/L,5 pCi/L
Town of Gilbert,Strontium,0.753 ppb,"1,500 ppb",
Town of Gilbert,Tetrachloroethylene (perchloroethylene),0.0164 ppb,0.06 ppb,5 ppb
Town of Gilbert,Vanadium,8.36 ppb,21 ppb,
Town of Gilbert,Xylenes (total),0.0431 ppb,"1,800 ppb","10,000 ppb"
Town of Gilbert,None,,,
City of Chandler,Arsenic,5.35 ppb,0.004 ppb,10 ppb
City of Chandler,Bromate,1.90 ppb,0.1 ppb,10 ppb
City of Chandler,Chromium (hexavalent),5.21 ppb,0.02 ppb,
City of Chandler,Haloacetic acids (HAA5)†,16.4 ppb,0.1 ppb,60 ppb
City of Chandler,Haloacetic acids (HAA9)†,35.8 ppb,0.06 ppb,
City of Chandler,Nitrate,3.14 ppm,0.14 ppm,10 ppm
City of Chandler,Nitrate and nitrite,3.55 ppm,0.14 ppm,10 ppm
City of Chandler,"Radium, combined (-226 &amp; -228)",0.15 pCi/L,0.05 pCi/L,5 pCi/L
City of Chandler,Total trihalomethanes (TTHMs)†,51.4 ppb,0.15 ppb,80 ppb
City of Chandler,Uranium,1.84 pCi/L,0.43 pCi/L,20 pCi/L
City of Chandler,"1,4-Dioxane",0.00522 ppb,0.35 ppb,
City of Chandler,"2,4-D",0.00333 ppb,20 ppb,70 ppb
City of Chandler,Barium,72.7 ppb,700 ppb,"2,000 ppb"
City of Chandler,Benzo[a]pyrene,0 ppb,0.007 ppb,0.2 ppb
City of Chandler,Chlorate,89.7 ppb,210 ppb,
City of Chandler,Chromium (total),7.39 ppb,,100 ppb
City of Chandler,Cobalt,0.0141 ppb,70 ppb,
City of Chandler,Dalapon,0.0393 ppb,,200 ppb
City of Chandler,Di(2-ethylhexyl) phthalate,0.00532 ppb,3 ppb,6 ppb
City of Chandler,Fluoride,0.582 ppm,,4 ppm
City of Chandler,Germanium,0.314 ppb,,
City of Chandler,Hexachlorocyclopentadiene,0.000520 ppb,2 ppb,50 ppb
City of Chandler,Manganese,4.18 ppb,100 ppb,
City of Chandler,Mercury (inorganic),0.0146 ppb,1.2 ppb,2 ppb
City of Chandler,Molybdenum,2.58 ppb,40 ppb,
City of Chandler,o-toluidine ,0.000520 ppb,,
City of Chandler,Selenium,0.345 ppb,30 ppb,50 ppb
City of Chandler,Strontium,0.995 ppb,"1,500 ppb",
City of Chandler,Vanadium,5.42 ppb,21 ppb,
City of Chandler,Xylenes (total),0.777 ppb,"1,800 ppb","10,000 ppb"
City of Chandler,None,,,
City of Peoria,Arsenic,5.42 ppb,0.004 ppb,10 ppb
City of Peoria,Bromate,1.60 ppb,0.1 ppb,10 ppb
City of Peoria,Chromium (hexavalent),3.83 ppb,0.02 ppb,
City of Peoria,Haloacetic acids (HAA5)†,13.6 ppb,0.1 ppb,60 ppb
City of Peoria,Haloacetic acids (HAA9)†,26.8 ppb,0.06 ppb,
City of Peoria,Nitrate,3.72 ppm,0.14 ppm,10 ppm
City of Peoria,Nitrate and nitrite,4.05 ppm,0.14 ppm,10 ppm
City of Peoria,Total trihalomethanes (TTHMs)†,47.9 ppb,0.15 ppb,80 ppb
City of Peoria,Uranium,2.21 pCi/L,0.43 pCi/L,20 pCi/L
City of Peoria,"1,2-Dibromo-3-chloropropane (DBCP)",0.00310 ppb,0.0017 ppb,0.2 ppb
City of Peoria,"1,4-Dioxane",0.00300 ppb,0.35 ppb,
City of Peoria,"2,4-D",0.00198 ppb,20 ppb,70 ppb
City of Peoria,Barium,39.3 ppb,700 ppb,"2,000 ppb"
City of Peoria,Bromochloromethane,0.0428 ppb,,
City of Peoria,Chlorate,0.357 ppb,210 ppb,
City of Peoria,Chlorodifluoromethane,0.0171 ppb,,
City of Peoria,Chromium (total),5.14 ppb,,100 ppb
City of Peoria,Ethylbenzene,0.0320 ppb,300 ppb,700 ppb
City of Peoria,Fluoride,0.274 ppm,,4 ppm
City of Peoria,Germanium,0.135 ppb,,
City of Peoria,Manganese,0.354 ppb,100 ppb,
City of Peoria,Molybdenum,2.20 ppb,40 ppb,
City of Peoria,Nitrite,0.000519 ppm,,1 ppm
City of Peoria,"Radium, combined (-226 &amp; -228)",0.08 pCi/L,0.05 pCi/L,5 pCi/L
City of Peoria,Selenium,2.28 ppb,30 ppb,50 ppb
City of Peoria,Strontium,0.714 ppb,"1,500 ppb",
City of Peoria,Toluene,0.0260 ppb,150 ppb,"1,000 ppb"
City of Peoria,Vanadium,8.95 ppb,21 ppb,
City of Peoria,Xylenes (total),0.416 ppb,"1,800 ppb","10,000 ppb"
City of Peoria,None,,,
City of Avondale,Arsenic,4.44 ppb,0.004 ppb,10 ppb
City of Avondale,Bromodichloromethane,1.90 ppb,0.06 ppb,
City of Avondale,Bromoform,6.20 ppb,0.5 ppb,
City of Avondale,Chloroform,5.60 ppb,0.4 ppb,
City of Avondale,Chromium (hexavalent),6.12 ppb,0.02 ppb,
City of Avondale,Dibromochloromethane,5.05 ppb,0.1 ppb,
City of Avondale,Haloacetic acids (HAA5)†,1.83 ppb,0.1 ppb,60 ppb
City of Avondale,Haloacetic acids (HAA9)†,4.45 ppb,0.06 ppb,
City of Avondale,Nitrate,5.10 ppm,0.14 ppm,10 ppm
City of Avondale,Nitrate and nitrite,5.06 ppm,0.14 ppm,10 ppm
City of Avondale,"Radium, combined (-226 &amp; -228)",0.25 pCi/L,0.05 pCi/L,5 pCi/L
City of Avondale,Radon,178.36 pCi/L,1.5 pCi/L,
City of Avondale,Total trihalomethanes (TTHMs)†,13.4 ppb,0.15 ppb,80 ppb
City of Avondale,Uranium,2.14 pCi/L,0.43 pCi/L,20 pCi/L
City of Avondale,"1,4-Dioxane",0.0658 ppb,0.35 ppb,
City of Avondale,Barium,116.5 ppb,700 ppb,"2,000 ppb"
City of Avondale,Chlorate,149.8 ppb,210 ppb,
City of Avondale,Chromium (total),4.39 ppb,,100 ppb
City of Avondale,Fluoride,0.317 ppm,,4 ppm
City of Avondale,Germanium,0.335 ppb,,
City of Avondale,Manganese,0.435 ppb,100 ppb,
City of Avondale,Molybdenum,1.90 ppb,40 ppb,
City of Avondale,Selenium,5.84 ppb,30 ppb,50 ppb
City of Avondale,Strontium,1.64 ppb,"1,500 ppb",
City of Avondale,Vanadium,12.6 ppb,21 ppb,
City of Avondale,None,,,
Epcor Water - Agua Fria,Arsenic,3.13 ppb,0.004 ppb,10 ppb
Epcor Water - Agua Fria,Chromium (hexavalent),10.1 ppb,0.02 ppb,
Epcor Water - Agua Fria,Haloacetic acids (HAA5)†,11.5 ppb,0.1 ppb,60 ppb
Epcor Water - Agua Fria,Haloacetic acids (HAA9)†,19.0 ppb,0.06 ppb,
Epcor Water - Agua Fria,Nitrate,0.673 ppm,0.14 ppm,10 ppm
Epcor Water - Agua Fria,Nitrate and nitrite,0.735 ppm,0.14 ppm,10 ppm
Epcor Water - Agua Fria,"Radium, combined (-226 &amp; -228)",0.13 pCi/L,0.05 pCi/L,5 pCi/L
Epcor Water - Agua Fria,Total trihalomethanes (TTHMs)†,39.3 ppb,0.15 ppb,80 ppb
Epcor Water - Agua Fria,Barium,67.2 ppb,700 ppb,"2,000 ppb"
Epcor Water - Agua Fria,Bromochloromethane,0.0482 ppb,,
Epcor Water - Agua Fria,Chlorate,135.3 ppb,210 ppb,
Epcor Water - Agua Fria,Chromium (total),14.2 ppb,,100 ppb
Epcor Water - Agua Fria,Fluoride,0.446 ppm,,4 ppm
Epcor Water - Agua Fria,Germanium,0.158 ppb,,
Epcor Water - Agua Fria,Manganese,1.54 ppb,100 ppb,
Epcor Water - Agua Fria,Molybdenum,4.49 ppb,40 ppb,
Epcor Water - Agua Fria,Quinoline,0.00648 ppb,,
Epcor Water - Agua Fria,Selenium,2.24 ppb,30 ppb,50 ppb
Epcor Water - Agua Fria,Strontium,0.853 ppb,"1,500 ppb",
Epcor Water - Agua Fria,Vanadium,8.25 ppb,21 ppb,
Epcor Water - Agua Fria,None,,,
Village of Orangewood,Arsenic,3.83 ppb,0.004 ppb,10 ppb
Village of Orangewood,Haloacetic acids (HAA5)†,3.00 ppb,0.1 ppb,60 ppb
Village of Orangewood,Nitrate,7.29 ppm,0.14 ppm,10 ppm
Village of Orangewood,Total trihalomethanes (TTHMs)†,4.10 ppb,0.15 ppb,80 ppb
Village of Orangewood,Fluoride,0.0667 ppm,,4 ppm
Village of Orangewood,None,,,
"Tolleson, City of",Haloacetic acids (HAA5)†,16.4 ppb,0.1 ppb,60 ppb
"Tolleson, City of",Nitrate,3.50 ppm,0.14 ppm,10 ppm
"Tolleson, City of",Total trihalomethanes (TTHMs)†,44.1 ppb,0.15 ppb,80 ppb
"Tolleson, City of",None,,,
67 Ave. Property Owners Association,Arsenic,4.50 ppb,0.004 ppb,10 ppb
67 Ave. Property Owners Association,Nitrate,1.76 ppm,0.14 ppm,10 ppm
67 Ave. Property Owners Association,Di(2-ethylhexyl) phthalate,1.05 ppb,3 ppb,6 ppb
67 Ave. Property Owners Association,None,,,
Adjc Adobe Mountain School,Arsenic,6.37 ppb,0.004 ppb,10 ppb
Adjc Adobe Mountain School,Bromoform,1.60 ppb,0.5 ppb,
Adjc Adobe Mountain School,Haloacetic acids (HAA5)†,1.08 ppb,0.1 ppb,60 ppb
Adjc Adobe Mountain School,Nitrate,5.71 ppm,0.14 ppm,10 ppm
Adjc Adobe Mountain School,Nitrate and nitrite,5.80 ppm,0.14 ppm,10 ppm
Adjc Adobe Mountain School,Total trihalomethanes (TTHMs)†,3.28 ppb,0.15 ppb,80 ppb
Adjc Adobe Mountain School,Barium,8.00 ppb,700 ppb,"2,000 ppb"
Adjc Adobe Mountain School,Chromium (total),11.5 ppb,,100 ppb
Adjc Adobe Mountain School,Fluoride,0.900 ppm,,4 ppm
Adjc Adobe Mountain School,None,,,
Epcor Water - Agua Fria,Arsenic,3.13 ppb,0.004 ppb,10 ppb
Epcor Water - Agua Fria,Chromium (hexavalent),10.1 ppb,0.02 ppb,
Epcor Water - Agua Fria,Haloacetic acids (HAA5)†,11.5 ppb,0.1 ppb,60 ppb
Epcor Water - Agua Fria,Haloacetic acids (HAA9)†,19.0 ppb,0.06 ppb,
Epcor Water - Agua Fria,Nitrate,0.673 ppm,0.14 ppm,10 ppm
Epcor Water - Agua Fria,Nitrate and nitrite,0.735 ppm,0.14 ppm,10 ppm
Epcor Water - Agua Fria,"Radium, combined (-226 &amp; -228)",0.13 pCi/L,0.05 pCi/L,5 pCi/L
Epcor Water - Agua Fria,Total trihalomethanes (TTHMs)†,39.3 ppb,0.15 ppb,80 ppb
Epcor Water - Agua Fria,Barium,67.2 ppb,700 ppb,"2,000 ppb"
Epcor Water - Agua Fria,Bromochloromethane,0.0482 ppb,,
Epcor Water - Agua Fria,Chlorate,135.3 ppb,210 ppb,
Epcor Water - Agua Fria,Chromium (total),14.2 ppb,,100 ppb
Epcor Water - Agua Fria,Fluoride,0.446 ppm,,4 ppm
Epcor Water - Agua Fria,Germanium,0.158 ppb,,
Epcor Water - Agua Fria,Manganese,1.54 ppb,100 ppb,
Epcor Water - Agua Fria,Molybdenum,4.49 ppb,40 ppb,
Epcor Water - Agua Fria,Quinoline,0.00648 ppb,,
Epcor Water - Agua Fria,Selenium,2.24 ppb,30 ppb,50 ppb
Epcor Water - Agua Fria,Strontium,0.853 ppb,"1,500 ppb",
Epcor Water - Agua Fria,Vanadium,8.25 ppb,21 ppb,
Epcor Water - Agua Fria,None,,,
Fairton Federal Correctional,Arsenic,0.0700 ppb,0.004 ppb,10 ppb
Fairton Federal Correctional,Bromodichloromethane,4.88 ppb,0.06 ppb,
Fairton Federal Correctional,Bromoform,2.45 ppb,0.5 ppb,
Fairton Federal Correctional,Chloroform,5.92 ppb,0.4 ppb,
Fairton Federal Correctional,Dibromoacetic acid,0.0808 ppb,0.04 ppb,
Fairton Federal Correctional,Dibromochloromethane,4.08 ppb,0.1 ppb,
Fairton Federal Correctional,Haloacetic acids (HAA5)†,0.251 ppb,0.1 ppb,60 ppb
Fairton Federal Correctional,Nitrate,4.11 ppm,0.14 ppm,10 ppm
Fairton Federal Correctional,"Radium, combined (-226 &amp; -228)",1.69 pCi/L,0.05 pCi/L,5 pCi/L
Fairton Federal Correctional,Total trihalomethanes (TTHMs)†,20.0 ppb,0.15 ppb,80 ppb
Fairton Federal Correctional,Aluminum,1.30 ppb,600 ppb,
Fairton Federal Correctional,Barium,0.200 ppb,700 ppb,"2,000 ppb"
Fairton Federal Correctional,Chromium (total),0.550 ppb,,100 ppb
Fairton Federal Correctional,Dichloroacetic acid,0.0842 ppb,0.2 ppb,
Fairton Federal Correctional,Manganese,4.85 ppb,100 ppb,
Fairton Federal Correctional,Mercury (inorganic),0.0290 ppb,1.2 ppb,2 ppb
Fairton Federal Correctional,Selenium,0.345 ppb,30 ppb,50 ppb
Fairton Federal Correctional,Trichloroacetic acid,0.0850 ppb,0.1 ppb,
Fairton Federal Correctional,None,,,
Pioneer Rv Resort,Arsenic,4.83 ppb,0.004 ppb,10 ppb
Pioneer Rv Resort,Haloacetic acids (HAA5)†,8.65 ppb,0.1 ppb,60 ppb
Pioneer Rv Resort,Nitrate,3.65 ppm,0.14 ppm,10 ppm
Pioneer Rv Resort,Total trihalomethanes (TTHMs)†,16.1 ppb,0.15 ppb,80 ppb
Pioneer Rv Resort,None,,,
Shangri La Ranch,Arsenic,10.7 ppb,0.004 ppb,10 ppb
Shangri La Ranch,Bromoform,4.10 ppb,0.5 ppb,
Shangri La Ranch,Dibromochloromethane,1.80 ppb,0.1 ppb,
Shangri La Ranch,Haloacetic acids (HAA5)†,1.09 ppb,0.1 ppb,60 ppb
Shangri La Ranch,Nitrate,1.52 ppm,0.14 ppm,10 ppm
Shangri La Ranch,Nitrate and nitrite,1.70 ppm,0.14 ppm,10 ppm
Shangri La Ranch,"Radium, combined (-226 &amp; -228)",1.80 pCi/L,0.05 pCi/L,5 pCi/L
Shangri La Ranch,Total trihalomethanes (TTHMs)†,4.49 ppb,0.15 ppb,80 ppb
Shangri La Ranch,None,,,
Queen Valley Domestic Water Improvement District,Arsenic,1.000 ppb,0.004 ppb,10 ppb
Queen Valley Domestic Water Improvement District,Bromoform,4.00 ppb,0.5 ppb,
Queen Valley Domestic Water Improvement District,Haloacetic acids (HAA5)†,1.08 ppb,0.1 ppb,60 ppb
Queen Valley Domestic Water Improvement District,Nitrate,3.37 ppm,0.14 ppm,10 ppm
Queen Valley Domestic Water Improvement District,Nitrate and nitrite,3.35 ppm,0.14 ppm,10 ppm
Queen Valley Domestic Water Improvement District,Total trihalomethanes (TTHMs)†,4.43 ppb,0.15 ppb,80 ppb
Queen Valley Domestic Water Improvement District,Barium,25.0 ppb,700 ppb,"2,000 ppb"
Queen Valley Domestic Water Improvement District,Fluoride,0.380 ppm,,4 ppm
Queen Valley Domestic Water Improvement District,"Radium, combined (-226 &amp; -228)",0.09 pCi/L,0.05 pCi/L,5 pCi/L
Queen Valley Domestic Water Improvement District,None,,,
Arizona Water Company - Ajo,Arsenic*,1.27 ppb,0.004 ppb,10 ppb
Arizona Water Company - Ajo,Haloacetic acids (HAA5)†,3.34 ppb,0.1 ppb,60 ppb
Arizona Water Company - Ajo,Nitrate*,3.62 ppm,0.14 ppm,10 ppm
Arizona Water Company - Ajo,Total trihalomethanes (TTHMs)†,37.4 ppb,0.15 ppb,80 ppb
