Utility name,City,People served,Zip
Garwood Community Water,Covel,Population served: 55,24716
Glen Rogers Psd,Glen Rogers,Population served: 283,24716
Green Camp Psd,Wyoming,Population served: 44,24716
Herndon Community Water,Herndon,Population served: 56,24716
,,Population served: 0,24716
Kopperston Psd,Kopperston,"Population served: 1,095",24716
Oceana Community Of,Oceana,"Population served: 2,672",24716
Pineville Municipal Water,Pineville,"Population served: 2,945",24716
Ravencliff Mcgraws Saulsville Psd,Glen Fork,"Population served: 3,186",24716
Brenton Psd,Brenton,Population served: 363,24719
Coal Mountain Water,Coal Mountain,Population served: 118,24719
Eastern Wyoming Psd Stephenson WTP,Logan,"Population served: 3,561",24719
Garwood Community Water,Covel,Population served: 55,24719
Glen Rogers Psd,Glen Rogers,Population served: 283,24719
Green Camp Psd,Wyoming,Population served: 44,24719
Herndon Community Water,Herndon,Population served: 56,24719
,,Population served: 0,24719
Kopperston Psd,Kopperston,"Population served: 1,095",24719
Oceana Community Of,Oceana,"Population served: 2,672",24719
Pineville Municipal Water,Pineville,"Population served: 2,945",24719
Ravencliff Mcgraws Saulsville Psd,Glen Fork,"Population served: 3,186",24719
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24724
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24724
Athens Town Of,Athens,"Population served: 4,802",24724
Bluewell Psd,Bluefield,"Population served: 6,216",24724
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24724
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24724
Hiawatha Water,Matoaka,Population served: 75,24724
Pinnacle Water Association,Rock,Population served: 85,24724
Raleigh County Psd Egeria,Sophia,Population served: 200,24724
Weyanoke Giatto Water System,Matoaka,Population served: 40,24724
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24724
Brenton Psd,Brenton,Population served: 363,24726
Coal Mountain Water,Coal Mountain,Population served: 118,24726
Eastern Wyoming Psd Stephenson WTP,Logan,"Population served: 3,561",24726
Garwood Community Water,Covel,Population served: 55,24726
Glen Rogers Psd,Glen Rogers,Population served: 283,24726
Green Camp Psd,Wyoming,Population served: 44,24726
Herndon Community Water,Herndon,Population served: 56,24726
,,Population served: 0,24726
Kopperston Psd,Kopperston,"Population served: 1,095",24726
Oceana Community Of,Oceana,"Population served: 2,672",24726
Pineville Municipal Water,Pineville,"Population served: 2,945",24726
Ravencliff Mcgraws Saulsville Psd,Glen Fork,"Population served: 3,186",24726
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24729
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24729
Athens Town Of,Athens,"Population served: 4,802",24729
Bluewell Psd,Bluefield,"Population served: 6,216",24729
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24729
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24729
Hiawatha Water,Matoaka,Population served: 75,24729
Pinnacle Water Association,Rock,Population served: 85,24729
Raleigh County Psd Egeria,Sophia,Population served: 200,24729
Weyanoke Giatto Water System,Matoaka,Population served: 40,24729
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24729
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24731
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24731
Athens Town Of,Athens,"Population served: 4,802",24731
Bluewell Psd,Bluefield,"Population served: 6,216",24731
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24731
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24731
Hiawatha Water,Matoaka,Population served: 75,24731
Pinnacle Water Association,Rock,Population served: 85,24731
Raleigh County Psd Egeria,Sophia,Population served: 200,24731
Weyanoke Giatto Water System,Matoaka,Population served: 40,24731
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24731
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24733
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24733
Athens Town Of,Athens,"Population served: 4,802",24733
Bluewell Psd,Bluefield,"Population served: 6,216",24733
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24733
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24733
Hiawatha Water,Matoaka,Population served: 75,24733
Pinnacle Water Association,Rock,Population served: 85,24733
Raleigh County Psd Egeria,Sophia,Population served: 200,24733
Weyanoke Giatto Water System,Matoaka,Population served: 40,24733
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24733
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24736
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24736
Athens Town Of,Athens,"Population served: 4,802",24736
Bluewell Psd,Bluefield,"Population served: 6,216",24736
Brenton Psd,Brenton,Population served: 363,24736
Coal Mountain Water,Coal Mountain,Population served: 118,24736
Eastern Wyoming Psd Stephenson WTP,Logan,"Population served: 3,561",24736
Garwood Community Water,Covel,Population served: 55,24736
Glen Rogers Psd,Glen Rogers,Population served: 283,24736
Green Camp Psd,Wyoming,Population served: 44,24736
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24736
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24736
Herndon Community Water,Herndon,Population served: 56,24736
,,Population served: 0,24736
Hiawatha Water,Matoaka,Population served: 75,24736
Kopperston Psd,Kopperston,"Population served: 1,095",24736
Oceana Community Of,Oceana,"Population served: 2,672",24736
Pineville Municipal Water,Pineville,"Population served: 2,945",24736
Pinnacle Water Association,Rock,Population served: 85,24736
Raleigh County Psd Egeria,Sophia,Population served: 200,24736
Ravencliff Mcgraws Saulsville Psd,Glen Fork,"Population served: 3,186",24736
Weyanoke Giatto Water System,Matoaka,Population served: 40,24736
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24736
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24737
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24737
Athens Town Of,Athens,"Population served: 4,802",24737
Bluewell Psd,Bluefield,"Population served: 6,216",24737
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24737
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24737
Hiawatha Water,Matoaka,Population served: 75,24737
Pinnacle Water Association,Rock,Population served: 85,24737
Raleigh County Psd Egeria,Sophia,Population served: 200,24737
Weyanoke Giatto Water System,Matoaka,Population served: 40,24737
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24737
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24738
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24738
Athens Town Of,Athens,"Population served: 4,802",24738
Bluewell Psd,Bluefield,"Population served: 6,216",24738
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24738
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24738
Hiawatha Water,Matoaka,Population served: 75,24738
Pinnacle Water Association,Rock,Population served: 85,24738
Raleigh County Psd Egeria,Sophia,Population served: 200,24738
Weyanoke Giatto Water System,Matoaka,Population served: 40,24738
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24738
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24739
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24739
Athens Town Of,Athens,"Population served: 4,802",24739
Bluewell Psd,Bluefield,"Population served: 6,216",24739
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24739
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24739
Hiawatha Water,Matoaka,Population served: 75,24739
Pinnacle Water Association,Rock,Population served: 85,24739
Raleigh County Psd Egeria,Sophia,Population served: 200,24739
Weyanoke Giatto Water System,Matoaka,Population served: 40,24739
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24739
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24740
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24740
Athens Town Of,Athens,"Population served: 4,802",24740
Bluewell Psd,Bluefield,"Population served: 6,216",24740
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24740
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24740
Hiawatha Water,Matoaka,Population served: 75,24740
Pinnacle Water Association,Rock,Population served: 85,24740
Raleigh County Psd Egeria,Sophia,Population served: 200,24740
Weyanoke Giatto Water System,Matoaka,Population served: 40,24740
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24740
Appalachian Teen Challenge Female Center,Princeton,Population served: 30,24747
Appalachian Teen Challenge Male Center,Princeton,Population served: 30,24747
Athens Town Of,Athens,"Population served: 4,802",24747
Bluewell Psd,Bluefield,"Population served: 6,216",24747
Green Valley Glenwood Psd Bulltail,Bluefield,"Population served: 1,869",24747
Green Valley Glenwood Psd Glenwood,Bluefield,"Population served: 5,775",24747
Hiawatha Water,Matoaka,Population served: 75,24747
Pinnacle Water Association,Rock,Population served: 85,24747
Raleigh County Psd Egeria,Sophia,Population served: 200,24747
Weyanoke Giatto Water System,Matoaka,Population served: 40,24747
WVAWC - Bluefield District,Princeton,"Population served: 12,174",24747
Ashland Community,Welch,Population served: 70,24801
Bradshaw Water Works,Bradshaw,Population served: 233,24801
Crumpler Community Water,Welch,Population served: 318,24801
Davy Municipal Water Works,Davy,Population served: 552,24801
Gary City Of,Gary,"Population served: 1,633",24801
Keystone Municipal Water,Keystone,Population served: 448,24801
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24801
Mcdowell County Psd Berwind,Welch,Population served: 863,24801
Mcdowell County Psd Big Four,Welch,Population served: 363,24801
Mcdowell County Psd Bishop,Welch,Population served: 100,24801
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24801
Mcdowell County Psd Eckman,Welch,Population served: 118,24801
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24801
Mcdowell County Psd Havaco,Welch,Population served: 370,24801
Mcdowell County Psd Hemphill,Welch,Population served: 322,24801
Mcdowell County Psd Kimball,Welch,Population served: 605,24801
Mcdowell County Psd Maybeury,Welch,Population served: 871,24801
Mcdowell County Psd Premier,Welch,Population served: 122,24801
Mcdowell County Psd Tidewater,Welch,Population served: 188,24801
,,Population served: 0,24801
Northfork Water Works,Northfork,Population served: 542,24801
,,Population served: 0,24801
War Water Works City Realty,War,Population served: 942,24801
Welch City Of,Welch,"Population served: 2,907",24801
Ashland Community,Welch,Population served: 70,24808
Bradshaw Water Works,Bradshaw,Population served: 233,24808
Crumpler Community Water,Welch,Population served: 318,24808
Davy Municipal Water Works,Davy,Population served: 552,24808
Gary City Of,Gary,"Population served: 1,633",24808
Keystone Municipal Water,Keystone,Population served: 448,24808
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24808
Mcdowell County Psd Berwind,Welch,Population served: 863,24808
Mcdowell County Psd Big Four,Welch,Population served: 363,24808
Mcdowell County Psd Bishop,Welch,Population served: 100,24808
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24808
Mcdowell County Psd Eckman,Welch,Population served: 118,24808
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24808
Mcdowell County Psd Havaco,Welch,Population served: 370,24808
Mcdowell County Psd Hemphill,Welch,Population served: 322,24808
Mcdowell County Psd Kimball,Welch,Population served: 605,24808
Mcdowell County Psd Maybeury,Welch,Population served: 871,24808
Mcdowell County Psd Premier,Welch,Population served: 122,24808
Mcdowell County Psd Tidewater,Welch,Population served: 188,24808
,,Population served: 0,24808
Northfork Water Works,Northfork,Population served: 542,24808
,,Population served: 0,24808
War Water Works City Realty,War,Population served: 942,24808
Welch City Of,Welch,"Population served: 2,907",24808
Ashland Community,Welch,Population served: 70,24811
Bradshaw Water Works,Bradshaw,Population served: 233,24811
Crumpler Community Water,Welch,Population served: 318,24811
Davy Municipal Water Works,Davy,Population served: 552,24811
Gary City Of,Gary,"Population served: 1,633",24811
Keystone Municipal Water,Keystone,Population served: 448,24811
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24811
Mcdowell County Psd Berwind,Welch,Population served: 863,24811
Mcdowell County Psd Big Four,Welch,Population served: 363,24811
Mcdowell County Psd Bishop,Welch,Population served: 100,24811
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24811
Mcdowell County Psd Eckman,Welch,Population served: 118,24811
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24811
Mcdowell County Psd Havaco,Welch,Population served: 370,24811
Mcdowell County Psd Hemphill,Welch,Population served: 322,24811
Mcdowell County Psd Kimball,Welch,Population served: 605,24811
Mcdowell County Psd Maybeury,Welch,Population served: 871,24811
Mcdowell County Psd Premier,Welch,Population served: 122,24811
Mcdowell County Psd Tidewater,Welch,Population served: 188,24811
,,Population served: 0,24811
Northfork Water Works,Northfork,Population served: 542,24811
,,Population served: 0,24811
War Water Works City Realty,War,Population served: 942,24811
Welch City Of,Welch,"Population served: 2,907",24811
Ashland Community,Welch,Population served: 70,24813
Bradshaw Water Works,Bradshaw,Population served: 233,24813
Crumpler Community Water,Welch,Population served: 318,24813
Davy Municipal Water Works,Davy,Population served: 552,24813
Gary City Of,Gary,"Population served: 1,633",24813
Keystone Municipal Water,Keystone,Population served: 448,24813
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24813
Mcdowell County Psd Berwind,Welch,Population served: 863,24813
Mcdowell County Psd Big Four,Welch,Population served: 363,24813
Mcdowell County Psd Bishop,Welch,Population served: 100,24813
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24813
Mcdowell County Psd Eckman,Welch,Population served: 118,24813
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24813
Mcdowell County Psd Havaco,Welch,Population served: 370,24813
Mcdowell County Psd Hemphill,Welch,Population served: 322,24813
Mcdowell County Psd Kimball,Welch,Population served: 605,24813
Mcdowell County Psd Maybeury,Welch,Population served: 871,24813
Mcdowell County Psd Premier,Welch,Population served: 122,24813
Mcdowell County Psd Tidewater,Welch,Population served: 188,24813
,,Population served: 0,24813
Northfork Water Works,Northfork,Population served: 542,24813
,,Population served: 0,24813
War Water Works City Realty,War,Population served: 942,24813
Welch City Of,Welch,"Population served: 2,907",24813
Ashland Community,Welch,Population served: 70,24815
Bradshaw Water Works,Bradshaw,Population served: 233,24815
Crumpler Community Water,Welch,Population served: 318,24815
Davy Municipal Water Works,Davy,Population served: 552,24815
Gary City Of,Gary,"Population served: 1,633",24815
Keystone Municipal Water,Keystone,Population served: 448,24815
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24815
Mcdowell County Psd Berwind,Welch,Population served: 863,24815
Mcdowell County Psd Big Four,Welch,Population served: 363,24815
Mcdowell County Psd Bishop,Welch,Population served: 100,24815
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24815
Mcdowell County Psd Eckman,Welch,Population served: 118,24815
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24815
Mcdowell County Psd Havaco,Welch,Population served: 370,24815
Mcdowell County Psd Hemphill,Welch,Population served: 322,24815
Mcdowell County Psd Kimball,Welch,Population served: 605,24815
Mcdowell County Psd Maybeury,Welch,Population served: 871,24815
Mcdowell County Psd Premier,Welch,Population served: 122,24815
Mcdowell County Psd Tidewater,Welch,Population served: 188,24815
,,Population served: 0,24815
Northfork Water Works,Northfork,Population served: 542,24815
,,Population served: 0,24815
War Water Works City Realty,War,Population served: 942,24815
Welch City Of,Welch,"Population served: 2,907",24815
Ashland Community,Welch,Population served: 70,24816
Bradshaw Water Works,Bradshaw,Population served: 233,24816
Crumpler Community Water,Welch,Population served: 318,24816
Davy Municipal Water Works,Davy,Population served: 552,24816
Gary City Of,Gary,"Population served: 1,633",24816
Keystone Municipal Water,Keystone,Population served: 448,24816
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24816
Mcdowell County Psd Berwind,Welch,Population served: 863,24816
Mcdowell County Psd Big Four,Welch,Population served: 363,24816
Mcdowell County Psd Bishop,Welch,Population served: 100,24816
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24816
Mcdowell County Psd Eckman,Welch,Population served: 118,24816
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24816
Mcdowell County Psd Havaco,Welch,Population served: 370,24816
Mcdowell County Psd Hemphill,Welch,Population served: 322,24816
Mcdowell County Psd Kimball,Welch,Population served: 605,24816
Mcdowell County Psd Maybeury,Welch,Population served: 871,24816
Mcdowell County Psd Premier,Welch,Population served: 122,24816
Mcdowell County Psd Tidewater,Welch,Population served: 188,24816
,,Population served: 0,24816
Northfork Water Works,Northfork,Population served: 542,24816
,,Population served: 0,24816
War Water Works City Realty,War,Population served: 942,24816
Welch City Of,Welch,"Population served: 2,907",24816
Ashland Community,Welch,Population served: 70,24817
Bradshaw Water Works,Bradshaw,Population served: 233,24817
Crumpler Community Water,Welch,Population served: 318,24817
Davy Municipal Water Works,Davy,Population served: 552,24817
Gary City Of,Gary,"Population served: 1,633",24817
Keystone Municipal Water,Keystone,Population served: 448,24817
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24817
Mcdowell County Psd Berwind,Welch,Population served: 863,24817
Mcdowell County Psd Big Four,Welch,Population served: 363,24817
Mcdowell County Psd Bishop,Welch,Population served: 100,24817
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24817
Mcdowell County Psd Eckman,Welch,Population served: 118,24817
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24817
Mcdowell County Psd Havaco,Welch,Population served: 370,24817
Mcdowell County Psd Hemphill,Welch,Population served: 322,24817
Mcdowell County Psd Kimball,Welch,Population served: 605,24817
Mcdowell County Psd Maybeury,Welch,Population served: 871,24817
Mcdowell County Psd Premier,Welch,Population served: 122,24817
Mcdowell County Psd Tidewater,Welch,Population served: 188,24817
,,Population served: 0,24817
Northfork Water Works,Northfork,Population served: 542,24817
,,Population served: 0,24817
War Water Works City Realty,War,Population served: 942,24817
Welch City Of,Welch,"Population served: 2,907",24817
Brenton Psd,Brenton,Population served: 363,24818
Coal Mountain Water,Coal Mountain,Population served: 118,24818
Eastern Wyoming Psd Stephenson WTP,Logan,"Population served: 3,561",24818
Garwood Community Water,Covel,Population served: 55,24818
Glen Rogers Psd,Glen Rogers,Population served: 283,24818
Green Camp Psd,Wyoming,Population served: 44,24818
Herndon Community Water,Herndon,Population served: 56,24818
,,Population served: 0,24818
Kopperston Psd,Kopperston,"Population served: 1,095",24818
Oceana Community Of,Oceana,"Population served: 2,672",24818
Pineville Municipal Water,Pineville,"Population served: 2,945",24818
Ravencliff Mcgraws Saulsville Psd,Glen Fork,"Population served: 3,186",24818
Brenton Psd,Brenton,Population served: 363,24822
Coal Mountain Water,Coal Mountain,Population served: 118,24822
Eastern Wyoming Psd Stephenson WTP,Logan,"Population served: 3,561",24822
Garwood Community Water,Covel,Population served: 55,24822
Glen Rogers Psd,Glen Rogers,Population served: 283,24822
Green Camp Psd,Wyoming,Population served: 44,24822
Herndon Community Water,Herndon,Population served: 56,24822
,,Population served: 0,24822
Kopperston Psd,Kopperston,"Population served: 1,095",24822
Oceana Community Of,Oceana,"Population served: 2,672",24822
Pineville Municipal Water,Pineville,"Population served: 2,945",24822
Ravencliff Mcgraws Saulsville Psd,Glen Fork,"Population served: 3,186",24822
Brenton Psd,Brenton,Population served: 363,24823
Coal Mountain Water,Coal Mountain,Population served: 118,24823
Eastern Wyoming Psd Stephenson WTP,Logan,"Population served: 3,561",24823
Garwood Community Water,Covel,Population served: 55,24823
Glen Rogers Psd,Glen Rogers,Population served: 283,24823
Green Camp Psd,Wyoming,Population served: 44,24823
Herndon Community Water,Herndon,Population served: 56,24823
,,Population served: 0,24823
Kopperston Psd,Kopperston,"Population served: 1,095",24823
Oceana Community Of,Oceana,"Population served: 2,672",24823
Pineville Municipal Water,Pineville,"Population served: 2,945",24823
Ravencliff Mcgraws Saulsville Psd,Glen Fork,"Population served: 3,186",24823
Ashland Community,Welch,Population served: 70,24826
Bradshaw Water Works,Bradshaw,Population served: 233,24826
Crumpler Community Water,Welch,Population served: 318,24826
Davy Municipal Water Works,Davy,Population served: 552,24826
Gary City Of,Gary,"Population served: 1,633",24826
Keystone Municipal Water,Keystone,Population served: 448,24826
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24826
Mcdowell County Psd Berwind,Welch,Population served: 863,24826
Mcdowell County Psd Big Four,Welch,Population served: 363,24826
Mcdowell County Psd Bishop,Welch,Population served: 100,24826
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24826
Mcdowell County Psd Eckman,Welch,Population served: 118,24826
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24826
Mcdowell County Psd Havaco,Welch,Population served: 370,24826
Mcdowell County Psd Hemphill,Welch,Population served: 322,24826
Mcdowell County Psd Kimball,Welch,Population served: 605,24826
Mcdowell County Psd Maybeury,Welch,Population served: 871,24826
Mcdowell County Psd Premier,Welch,Population served: 122,24826
Mcdowell County Psd Tidewater,Welch,Population served: 188,24826
,,Population served: 0,24826
Northfork Water Works,Northfork,Population served: 542,24826
,,Population served: 0,24826
War Water Works City Realty,War,Population served: 942,24826
Welch City Of,Welch,"Population served: 2,907",24826
Brenton Psd,Brenton,Population served: 363,24827
Buffalo Creek Psd,Oceana,"Population served: 2,770",24827
"Chapmanville, Town Of",Chapmanville,"Population served: 1,454",24827
Coal Mountain Water,Coal Mountain,Population served: 118,24827
Eastern Wyoming Psd Stephenson WTP,Logan,"Population served: 3,561",24827
Garwood Community Water,Covel,Population served: 55,24827
Glen Rogers Psd,Glen Rogers,Population served: 283,24827
Green Camp Psd,Wyoming,Population served: 44,24827
Herndon Community Water,Herndon,Population served: 56,24827
,,Population served: 0,24827
Kopperston Psd,Kopperston,"Population served: 1,095",24827
Logan Co. P S D - Crawley Creek,Logan,"Population served: 1,444",24827
Logan Co. Psd - Stollings,Logan,"Population served: 2,008",24827
Logan Co. Psd-greenville System,Logan,"Population served: 4,652",24827
Logan Co. Psd-rum Creek,Logan,Population served: 923,24827
Logan County Psd - MUD Fork,Logan,Population served: 330,24827
Logan County PSD - Northern Regional,Logan,"Population served: 16,949",24827
Logan Water Board City Of,Logan,"Population served: 3,862",24827
Buffalo Creek Psd - Man,Oceana,Population served: 935,24827
Oceana Community Of,Oceana,"Population served: 2,672",24827
Pineville Municipal Water,Pineville,"Population served: 2,945",24827
Ravencliff Mcgraws Saulsville Psd,Glen Fork,"Population served: 3,186",24827
Ridgeview Estates Prop Assoc,Logan,Population served: 74,24827
West Logan Water Co.,Logan,Population served: 915,24827
Eastern Wyoming Psd Stephenson WTP,"Logan, WV","Population served:3,561",24828
Ravencliff Mcgraws Saulsville Psd,"Glen Fork, WV","Population served:3,186",24828
Pineville Municipal Water,"Pineville, WV","Population served:2,945",24828
Welch City Of,"Welch, WV","Population served:2,907",24828
Oceana Community Of,"Oceana, WV","Population served:2,672",24828
Ashland Community,Welch,Population served: 70,24830
Bradshaw Water Works,Bradshaw,Population served: 233,24830
Crumpler Community Water,Welch,Population served: 318,24830
Davy Municipal Water Works,Davy,Population served: 552,24830
Gary City Of,Gary,"Population served: 1,633",24830
Keystone Municipal Water,Keystone,Population served: 448,24830
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24830
Mcdowell County Psd Berwind,Welch,Population served: 863,24830
Mcdowell County Psd Big Four,Welch,Population served: 363,24830
Mcdowell County Psd Bishop,Welch,Population served: 100,24830
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24830
Mcdowell County Psd Eckman,Welch,Population served: 118,24830
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24830
Mcdowell County Psd Havaco,Welch,Population served: 370,24830
Mcdowell County Psd Hemphill,Welch,Population served: 322,24830
Mcdowell County Psd Kimball,Welch,Population served: 605,24830
Mcdowell County Psd Maybeury,Welch,Population served: 871,24830
Mcdowell County Psd Premier,Welch,Population served: 122,24830
Mcdowell County Psd Tidewater,Welch,Population served: 188,24830
,,Population served: 0,24830
Northfork Water Works,Northfork,Population served: 542,24830
,,Population served: 0,24830
War Water Works City Realty,War,Population served: 942,24830
Welch City Of,Welch,"Population served: 2,907",24830
Ashland Community,Welch,Population served: 70,24831
Bradshaw Water Works,Bradshaw,Population served: 233,24831
Crumpler Community Water,Welch,Population served: 318,24831
Davy Municipal Water Works,Davy,Population served: 552,24831
Gary City Of,Gary,"Population served: 1,633",24831
Keystone Municipal Water,Keystone,Population served: 448,24831
Mcdowell County Psd Bartley,Welch,"Population served: 1,632",24831
Mcdowell County Psd Berwind,Welch,Population served: 863,24831
Mcdowell County Psd Big Four,Welch,Population served: 363,24831
Mcdowell County Psd Bishop,Welch,Population served: 100,24831
Mcdowell County Psd Coalwood,Welch,"Population served: 1,008",24831
Mcdowell County Psd Eckman,Welch,Population served: 118,24831
Mcdowell County Psd Greenbrier,Welch,Population served: 165,24831
Mcdowell County Psd Havaco,Welch,Population served: 370,24831
Mcdowell County Psd Hemphill,Welch,Population served: 322,24831
Mcdowell County Psd Kimball,Welch,Population served: 605,24831
Mcdowell County Psd Maybeury,Welch,Population served: 871,24831
