Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Athens Town Of,Nitrate,0.0245 ppm,0.14 ppm,10 ppm
Athens Town Of,Selenium,0.286 ppb,30 ppb,50 ppb
Athens Town Of,None,,,
Bluewell Psd,Arsenic,0.157 ppb,0.004 ppb,10 ppb
Bluewell Psd,Bromodichloromethane,5.95 ppb,0.06 ppb,
Bluewell Psd,Chloroform,44.6 ppb,0.4 ppb,
Bluewell Psd,Dibromochloromethane,0.432 ppb,0.1 ppb,
Bluewell Psd,Dichloroacetic acid,22.1 ppb,0.2 ppb,
Bluewell Psd,Haloacetic acids (HAA5)†,54.6 ppb,0.1 ppb,60 ppb
Bluewell Psd,"Radium, combined (-226 &amp; -228)*",0.86 pCi/L,0.05 pCi/L,5 pCi/L
Bluewell Psd,Total trihalomethanes (TTHMs)†,51.0 ppb,0.15 ppb,80 ppb
Bluewell Psd,Trichloroacetic acid,28.9 ppb,0.1 ppb,
Bluewell Psd,Antimony,0.1000 ppb,1 ppb,6 ppb
Bluewell Psd,Barium,41.9 ppb,700 ppb,"2,000 ppb"
Bluewell Psd,Chromium (total),0.200 ppb,,100 ppb
Bluewell Psd,Cyanide,5.14 ppb,,200 ppb
Bluewell Psd,Fluoride,0.677 ppm,,4 ppm
Bluewell Psd,Monobromoacetic acid,0.704 ppb,25 ppb,
Bluewell Psd,Monochloroacetic acid,3.00 ppb,53 ppb,
Bluewell Psd,Nitrate,0.0886 ppm,0.14 ppm,10 ppm
Bluewell Psd,Nitrate and nitrite*,0.215 ppm,0.14 ppm,10 ppm
Bluewell Psd,p-Dichlorobenzene*,0.0517 ppb,6 ppb,75 ppb
Bluewell Psd,None,,,
Green Valley Glenwood Psd Bulltail,Bromodichloromethane,6.24 ppb,0.06 ppb,
Green Valley Glenwood Psd Bulltail,Chloroform,40.7 ppb,0.4 ppb,
Green Valley Glenwood Psd Bulltail,Dibromochloromethane,0.525 ppb,0.1 ppb,
Green Valley Glenwood Psd Bulltail,Dichloroacetic acid,14.6 ppb,0.2 ppb,
Green Valley Glenwood Psd Bulltail,Haloacetic acids (HAA5)†,35.5 ppb,0.1 ppb,60 ppb
Green Valley Glenwood Psd Bulltail,"Radium, combined (-226 &amp; -228)",0.41 pCi/L,0.05 pCi/L,5 pCi/L
Green Valley Glenwood Psd Bulltail,Total trihalomethanes (TTHMs)†,47.5 ppb,0.15 ppb,80 ppb
Green Valley Glenwood Psd Bulltail,Trichloroacetic acid,17.3 ppb,0.1 ppb,
Green Valley Glenwood Psd Bulltail,Barium,63.8 ppb,700 ppb,"2,000 ppb"
Green Valley Glenwood Psd Bulltail,Cyanide,3.83 ppb,,200 ppb
Green Valley Glenwood Psd Bulltail,Fluoride,0.643 ppm,,4 ppm
Green Valley Glenwood Psd Bulltail,Monobromoacetic acid,0.946 ppb,25 ppb,
Green Valley Glenwood Psd Bulltail,Monochloroacetic acid,2.67 ppb,53 ppb,
Green Valley Glenwood Psd Bulltail,Nitrate,0.127 ppm,0.14 ppm,10 ppm
Green Valley Glenwood Psd Bulltail,Nitrate and nitrite,0.180 ppm,0.14 ppm,10 ppm
Green Valley Glenwood Psd Bulltail,Toluene,0.222 ppb,150 ppb,"1,000 ppb"
Green Valley Glenwood Psd Bulltail,None,,,
Green Valley Glenwood Psd Bulltail,Bromodichloromethane,6.24 ppb,0.06 ppb,
Green Valley Glenwood Psd Bulltail,Chloroform,40.7 ppb,0.4 ppb,
Green Valley Glenwood Psd Bulltail,Dibromochloromethane,0.525 ppb,0.1 ppb,
Green Valley Glenwood Psd Bulltail,Dichloroacetic acid,14.6 ppb,0.2 ppb,
Green Valley Glenwood Psd Bulltail,Haloacetic acids (HAA5)†,35.5 ppb,0.1 ppb,60 ppb
Green Valley Glenwood Psd Bulltail,"Radium, combined (-226 &amp; -228)",0.41 pCi/L,0.05 pCi/L,5 pCi/L
Green Valley Glenwood Psd Bulltail,Total trihalomethanes (TTHMs)†,47.5 ppb,0.15 ppb,80 ppb
Green Valley Glenwood Psd Bulltail,Trichloroacetic acid,17.3 ppb,0.1 ppb,
Green Valley Glenwood Psd Bulltail,Barium,63.8 ppb,700 ppb,"2,000 ppb"
Green Valley Glenwood Psd Bulltail,Cyanide,3.83 ppb,,200 ppb
Green Valley Glenwood Psd Bulltail,Fluoride,0.643 ppm,,4 ppm
Green Valley Glenwood Psd Bulltail,Monobromoacetic acid,0.946 ppb,25 ppb,
Green Valley Glenwood Psd Bulltail,Monochloroacetic acid,2.67 ppb,53 ppb,
Green Valley Glenwood Psd Bulltail,Nitrate,0.127 ppm,0.14 ppm,10 ppm
Green Valley Glenwood Psd Bulltail,Nitrate and nitrite,0.180 ppm,0.14 ppm,10 ppm
Green Valley Glenwood Psd Bulltail,Toluene,0.222 ppb,150 ppb,"1,000 ppb"
Green Valley Glenwood Psd Bulltail,None,,,
Pinnacle Water Association,Bromodichloromethane,0.257 ppb,0.06 ppb,
Pinnacle Water Association,Chloroform,0.820 ppb,0.4 ppb,
Pinnacle Water Association,Dibromochloromethane,0.463 ppb,0.1 ppb,
Pinnacle Water Association,"Radium, combined (-226 &amp; -228)",0.66 pCi/L,0.05 pCi/L,5 pCi/L
Pinnacle Water Association,Total trihalomethanes (TTHMs)†,1.55 ppb,0.15 ppb,80 ppb
Pinnacle Water Association,Antimony,0.133 ppb,1 ppb,6 ppb
Pinnacle Water Association,Barium,41.8 ppb,700 ppb,"2,000 ppb"
Pinnacle Water Association,Chromium (total),1.75 ppb,,100 ppb
Pinnacle Water Association,Fluoride,0.0566 ppm,,4 ppm
Pinnacle Water Association,Nitrate,0.216 ppm,0.14 ppm,10 ppm
Pinnacle Water Association,Nitrate and nitrite,0.260 ppm,0.14 ppm,10 ppm
Pinnacle Water Association,Selenium,3.64 ppb,30 ppb,50 ppb
Pinnacle Water Association,None,,,
Raleigh County Mem Airport,Bromodichloromethane,6.63 ppb,0.06 ppb,
Raleigh County Mem Airport,Chloroform,44.6 ppb,0.4 ppb,
Raleigh County Mem Airport,Dibromoacetic acid,0.118 ppb,0.04 ppb,
Raleigh County Mem Airport,Dibromochloromethane,0.499 ppb,0.1 ppb,
Raleigh County Mem Airport,Dichloroacetic acid,16.9 ppb,0.2 ppb,
Raleigh County Mem Airport,Haloacetic acids (HAA5)†,38.7 ppb,0.1 ppb,60 ppb
Raleigh County Mem Airport,Haloacetic acids (HAA9)*†,31.2 ppb,0.06 ppb,
Raleigh County Mem Airport,Nitrate and nitrite*,0.290 ppm,0.14 ppm,10 ppm
Raleigh County Mem Airport,"Radium, combined (-226 &amp; -228)*",0.46 pCi/L,0.05 pCi/L,5 pCi/L
Raleigh County Mem Airport,Total trihalomethanes (TTHMs)†,52.5 ppb,0.15 ppb,80 ppb
Raleigh County Mem Airport,Trichloroacetic acid,20.8 ppb,0.1 ppb,
Raleigh County Mem Airport,Barium*,42.4 ppb,700 ppb,"2,000 ppb"
Raleigh County Mem Airport,Chlorate*,9.99 ppb,210 ppb,
Raleigh County Mem Airport,Chromium (hexavalent)*,0.0345 ppb,0.02 ppb,
Raleigh County Mem Airport,Chromium (total)*,0.116 ppb,,100 ppb
Raleigh County Mem Airport,Cyanide*,2.20 ppb,,200 ppb
Raleigh County Mem Airport,Fluoride*,0.492 ppm,,4 ppm
Raleigh County Mem Airport,Manganese*,1.08 ppb,100 ppb,
Raleigh County Mem Airport,Monobromoacetic acid,0.0529 ppb,25 ppb,
Raleigh County Mem Airport,Monochloroacetic acid,0.849 ppb,53 ppb,
Raleigh County Mem Airport,Nitrate*,0.150 ppm,0.14 ppm,10 ppm
Raleigh County Mem Airport,Nitrite*,0.125 ppm,,1 ppm
Raleigh County Mem Airport,Strontium*,0.419 ppb,"1,500 ppb",
Raleigh County Mem Airport,None,,,
WVAWC - Bluefield District,Bromodichloromethane,6.71 ppb,0.06 ppb,
WVAWC - Bluefield District,Chloroform,26.7 ppb,0.4 ppb,
WVAWC - Bluefield District,Chromium (hexavalent),0.120 ppb,0.02 ppb,
WVAWC - Bluefield District,Dibromochloromethane,1.44 ppb,0.1 ppb,
WVAWC - Bluefield District,Dichloroacetic acid,7.75 ppb,0.2 ppb,
WVAWC - Bluefield District,Haloacetic acids (HAA5)†,17.3 ppb,0.1 ppb,60 ppb
WVAWC - Bluefield District,Haloacetic acids (HAA9)†,14.6 ppb,0.06 ppb,
WVAWC - Bluefield District,Nitrate,0.420 ppm,0.14 ppm,10 ppm
WVAWC - Bluefield District,Nitrate and nitrite,0.420 ppm,0.14 ppm,10 ppm
WVAWC - Bluefield District,"Radium, combined (-226 &amp; -228)",0.70 pCi/L,0.05 pCi/L,5 pCi/L
WVAWC - Bluefield District,Total trihalomethanes (TTHMs)†,34.9 ppb,0.15 ppb,80 ppb
WVAWC - Bluefield District,Trichloroacetic acid,9.06 ppb,0.1 ppb,
WVAWC - Bluefield District,Chromium (total),0.143 ppb,,100 ppb
WVAWC - Bluefield District,Fluoride,0.717 ppm,,4 ppm
WVAWC - Bluefield District,Manganese,1.81 ppb,100 ppb,
WVAWC - Bluefield District,Monobromoacetic acid,0.448 ppb,25 ppb,
WVAWC - Bluefield District,Monochloroacetic acid,0.0458 ppb,53 ppb,
WVAWC - Bluefield District,Strontium,0.0835 ppb,"1,500 ppb",
WVAWC - Bluefield District,Vanadium,0.0375 ppb,21 ppb,
WVAWC - Bluefield District,None,,,
Brenton Psd,Arsenic,0.358 ppb,0.004 ppb,10 ppb
Brenton Psd,Bromodichloromethane,7.16 ppb,0.06 ppb,
Brenton Psd,Bromoform,6.84 ppb,0.5 ppb,
Brenton Psd,Chloroform,4.94 ppb,0.4 ppb,
Brenton Psd,Dibromoacetic acid,1.91 ppb,0.04 ppb,
Brenton Psd,Dibromochloromethane,14.2 ppb,0.1 ppb,
Brenton Psd,Dichloroacetic acid,0.925 ppb,0.2 ppb,
Brenton Psd,Haloacetic acids (HAA5)†,6.33 ppb,0.1 ppb,60 ppb
Brenton Psd,"Radium, combined (-226 &amp; -228)",0.49 pCi/L,0.05 pCi/L,5 pCi/L
Brenton Psd,Total trihalomethanes (TTHMs)†,33.2 ppb,0.15 ppb,80 ppb
Brenton Psd,Trichloroacetic acid,3.28 ppb,0.1 ppb,
Brenton Psd,Barium,562.5 ppb,700 ppb,"2,000 ppb"
Brenton Psd,Chromium (total),0.964 ppb,,100 ppb
Brenton Psd,Fluoride,0.266 ppm,,4 ppm
Brenton Psd,Mercury (inorganic),0.00650 ppb,1.2 ppb,2 ppb
Brenton Psd,Monobromoacetic acid,0.208 ppb,25 ppb,
Brenton Psd,Nitrate,0.0582 ppm,0.14 ppm,10 ppm
Brenton Psd,Selenium,0.232 ppb,30 ppb,50 ppb
Brenton Psd,None,,,
Eastern Wyoming Psd Stephenson WTP,Arsenic,0.117 ppb,0.004 ppb,10 ppb
Eastern Wyoming Psd Stephenson WTP,Bromodichloromethane,3.12 ppb,0.06 ppb,
Eastern Wyoming Psd Stephenson WTP,Chloroform,13.8 ppb,0.4 ppb,
Eastern Wyoming Psd Stephenson WTP,Chromium (hexavalent),0.0438 ppb,0.02 ppb,
Eastern Wyoming Psd Stephenson WTP,Dibromoacetic acid,0.255 ppb,0.04 ppb,
Eastern Wyoming Psd Stephenson WTP,Dibromochloromethane,0.350 ppb,0.1 ppb,
Eastern Wyoming Psd Stephenson WTP,Dichloroacetic acid,6.77 ppb,0.2 ppb,
Eastern Wyoming Psd Stephenson WTP,Haloacetic acids (HAA5)†,12.2 ppb,0.1 ppb,60 ppb
Eastern Wyoming Psd Stephenson WTP,Nitrate,0.436 ppm,0.14 ppm,10 ppm
Eastern Wyoming Psd Stephenson WTP,Nitrate and nitrite,0.469 ppm,0.14 ppm,10 ppm
Eastern Wyoming Psd Stephenson WTP,Total trihalomethanes (TTHMs)†,16.9 ppb,0.15 ppb,80 ppb
Eastern Wyoming Psd Stephenson WTP,Trichloroacetic acid,4.28 ppb,0.1 ppb,
Eastern Wyoming Psd Stephenson WTP,Antimony,0.283 ppb,1 ppb,6 ppb
Eastern Wyoming Psd Stephenson WTP,Barium,74.8 ppb,700 ppb,"2,000 ppb"
Eastern Wyoming Psd Stephenson WTP,Cyanide,19.5 ppb,,200 ppb
Eastern Wyoming Psd Stephenson WTP,Fluoride,0.0555 ppm,,4 ppm
Eastern Wyoming Psd Stephenson WTP,Manganese,1.80 ppb,100 ppb,
Eastern Wyoming Psd Stephenson WTP,Monobromoacetic acid,0.348 ppb,25 ppb,
Eastern Wyoming Psd Stephenson WTP,Monochloroacetic acid,0.550 ppb,53 ppb,
Eastern Wyoming Psd Stephenson WTP,"Radium, combined (-226 &amp; -228)",0.08 pCi/L,0.05 pCi/L,5 pCi/L
Eastern Wyoming Psd Stephenson WTP,Selenium,4.29 ppb,30 ppb,50 ppb
Eastern Wyoming Psd Stephenson WTP,Strontium,0.632 ppb,"1,500 ppb",
Eastern Wyoming Psd Stephenson WTP,None,,,
Garwood Community Water,Chloroform,3.20 ppb,0.4 ppb,
Garwood Community Water,Nitrate,0.486 ppm,0.14 ppm,10 ppm
Garwood Community Water,Total trihalomethanes (TTHMs)†,3.20 ppb,0.15 ppb,80 ppb
Garwood Community Water,p-Dichlorobenzene,0.570 ppb,6 ppb,75 ppb
Garwood Community Water,None,,,
Glen Rogers Psd,Arsenic*,0.182 ppb,0.004 ppb,10 ppb
Glen Rogers Psd,Bromodichloromethane,11.0 ppb,0.06 ppb,
Glen Rogers Psd,Bromoform,3.85 ppb,0.5 ppb,
Glen Rogers Psd,Chloroform,6.07 ppb,0.4 ppb,
Glen Rogers Psd,Dibromoacetic acid,4.98 ppb,0.04 ppb,
Glen Rogers Psd,Dibromochloromethane,13.9 ppb,0.1 ppb,
Glen Rogers Psd,Dichloroacetic acid,4.46 ppb,0.2 ppb,
Glen Rogers Psd,Haloacetic acids (HAA5)†,13.0 ppb,0.1 ppb,60 ppb
Glen Rogers Psd,"Radium, combined (-226 &amp; -228)*",0.89 pCi/L,0.05 pCi/L,5 pCi/L
Glen Rogers Psd,Total trihalomethanes (TTHMs)†,34.8 ppb,0.15 ppb,80 ppb
Glen Rogers Psd,Trichloroacetic acid,2.62 ppb,0.1 ppb,
Glen Rogers Psd,Barium*,223.0 ppb,700 ppb,"2,000 ppb"
Glen Rogers Psd,Chromium (total)*,0.346 ppb,,100 ppb
Glen Rogers Psd,Cyanide*,19.3 ppb,,200 ppb
Glen Rogers Psd,Fluoride*,0.615 ppm,,4 ppm
Glen Rogers Psd,Monobromoacetic acid,0.571 ppb,25 ppb,
Glen Rogers Psd,Monochloroacetic acid,0.437 ppb,53 ppb,
Glen Rogers Psd,Nitrate*,0.0100 ppm,0.14 ppm,10 ppm
Glen Rogers Psd,Selenium*,0.236 ppb,30 ppb,50 ppb
Green Camp Psd,Arsenic,0.0980 ppb,0.004 ppb,10 ppb
Green Camp Psd,Bromodichloromethane,4.00 ppb,0.06 ppb,
Green Camp Psd,Chloroform,9.30 ppb,0.4 ppb,
Green Camp Psd,Dibromoacetic acid,0.462 ppb,0.04 ppb,
Green Camp Psd,Dibromochloromethane,1.43 ppb,0.1 ppb,
Green Camp Psd,Dichloroacetic acid,4.15 ppb,0.2 ppb,
Green Camp Psd,Haloacetic acids (HAA5)†,7.73 ppb,0.1 ppb,60 ppb
Green Camp Psd,Total trihalomethanes (TTHMs)†,14.8 ppb,0.15 ppb,80 ppb
Green Camp Psd,Trichloroacetic acid,3.00 ppb,0.1 ppb,
Green Camp Psd,Antimony,0.274 ppb,1 ppb,6 ppb
Green Camp Psd,Barium,48.3 ppb,700 ppb,"2,000 ppb"
Green Camp Psd,Benzo[a]pyrene,0.00580 ppb,0.007 ppb,0.2 ppb
Green Camp Psd,Chromium (total),0.529 ppb,,100 ppb
Green Camp Psd,Di(2-ethylhexyl) adipate,0.120 ppb,200 ppb,400 ppb
Green Camp Psd,Di(2-ethylhexyl) phthalate,0.120 ppb,3 ppb,6 ppb
Green Camp Psd,Fluoride,0.0419 ppm,,4 ppm
Green Camp Psd,Monochloroacetic acid,0.133 ppb,53 ppb,
Green Camp Psd,Nitrate,0.273 ppm,0.14 ppm,10 ppm
Green Camp Psd,Nitrate and nitrite,0.228 ppm,0.14 ppm,10 ppm
Green Camp Psd,Selenium,2.86 ppb,30 ppb,50 ppb
Green Camp Psd,None,,,
Ananda Village,Arsenic,0.337 ppb,0.004 ppb,10 ppb
Ananda Village,Cadmium,0.320 ppb,0.04 ppb,5 ppb
Ananda Village,Chloroform,10.6 ppb,0.4 ppb,
Ananda Village,Nitrate,0.703 ppm,0.14 ppm,10 ppm
Ananda Village,Nitrate and nitrite,0.885 ppm,0.14 ppm,10 ppm
Ananda Village,"Radium, combined (-226 &amp; -228)",1.56 pCi/L,0.05 pCi/L,5 pCi/L
Ananda Village,Uranium,0.97 pCi/L,0.43 pCi/L,20 pCi/L
Ananda Village,Aluminum,20.4 ppb,600 ppb,
Ananda Village,Barium,23.4 ppb,700 ppb,"2,000 ppb"
Ananda Village,Carbon tetrachloride,0.124 ppb,0.1 ppb,5 ppb
Ananda Village,Chromium (total),0.155 ppb,,100 ppb
Ananda Village,Manganese,6.12 ppb,100 ppb,
Ananda Village,Mercury (inorganic),0.102 ppb,1.2 ppb,2 ppb
Ananda Village,Selenium,0.255 ppb,30 ppb,50 ppb
Ananda Village,Silver,0.609 ppb,,
Ananda Village,None,,,
Kopperston Psd,Bromodichloromethane,11.6 ppb,0.06 ppb,
Kopperston Psd,Chloroform,24.5 ppb,0.4 ppb,
Kopperston Psd,Dibromoacetic acid,1.30 ppb,0.04 ppb,
Kopperston Psd,Dibromochloromethane,4.33 ppb,0.1 ppb,
Kopperston Psd,Dichloroacetic acid,15.0 ppb,0.2 ppb,
Kopperston Psd,Haloacetic acids (HAA5)†,36.0 ppb,0.1 ppb,60 ppb
Kopperston Psd,Nitrate and nitrite*,0.323 ppm,0.14 ppm,10 ppm
Kopperston Psd,"Radium, combined (-226 &amp; -228)*",0.61 pCi/L,0.05 pCi/L,5 pCi/L
Kopperston Psd,Total trihalomethanes (TTHMs)†,40.8 ppb,0.15 ppb,80 ppb
Kopperston Psd,Trichloroacetic acid,16.3 ppb,0.1 ppb,
Kopperston Psd,Antimony*,0.200 ppb,1 ppb,6 ppb
Kopperston Psd,Barium*,30.7 ppb,700 ppb,"2,000 ppb"
Kopperston Psd,Bromoform,0.300 ppb,0.5 ppb,
Kopperston Psd,Fluoride*,0.456 ppm,,4 ppm
Kopperston Psd,Monobromoacetic acid,0.723 ppb,25 ppb,
Kopperston Psd,Monochloroacetic acid,2.73 ppb,53 ppb,
Kopperston Psd,Nitrate*,0.232 ppm,0.14 ppm,10 ppm
Kopperston Psd,Nitrite*,0.133 ppm,,1 ppm
Oceana Community Of,Bromodichloromethane,8.48 ppb,0.06 ppb,
Oceana Community Of,Chloroform,18.8 ppb,0.4 ppb,
Oceana Community Of,Dibromoacetic acid,0.854 ppb,0.04 ppb,
Oceana Community Of,Dibromochloromethane,3.17 ppb,0.1 ppb,
Oceana Community Of,Dichloroacetic acid,13.2 ppb,0.2 ppb,
Oceana Community Of,Haloacetic acids (HAA5)†,32.1 ppb,0.1 ppb,60 ppb
Oceana Community Of,Nitrate and nitrite,0.323 ppm,0.14 ppm,10 ppm
Oceana Community Of,"Radium, combined (-226 &amp; -228)",0.61 pCi/L,0.05 pCi/L,5 pCi/L
Oceana Community Of,Total trihalomethanes (TTHMs)†,30.6 ppb,0.15 ppb,80 ppb
Oceana Community Of,Trichloroacetic acid,14.7 ppb,0.1 ppb,
Oceana Community Of,Antimony,0.200 ppb,1 ppb,6 ppb
Oceana Community Of,Barium,30.7 ppb,700 ppb,"2,000 ppb"
Oceana Community Of,Bromoform,0.115 ppb,0.5 ppb,
Oceana Community Of,Fluoride,0.456 ppm,,4 ppm
Oceana Community Of,Monobromoacetic acid,0.810 ppb,25 ppb,
Oceana Community Of,Monochloroacetic acid,2.52 ppb,53 ppb,
Oceana Community Of,Nitrate,0.232 ppm,0.14 ppm,10 ppm
Oceana Community Of,Nitrite,0.133 ppm,,1 ppm
Oceana Community Of,None,,,
Pineville Municipal Water,Bromodichloromethane,4.21 ppb,0.06 ppb,
Pineville Municipal Water,Chloroform,13.8 ppb,0.4 ppb,
Pineville Municipal Water,Dibromochloromethane,0.927 ppb,0.1 ppb,
Pineville Municipal Water,Dichloroacetic acid,10.9 ppb,0.2 ppb,
Pineville Municipal Water,Haloacetic acids (HAA5)†,27.5 ppb,0.1 ppb,60 ppb
Pineville Municipal Water,Total trihalomethanes (TTHMs)†,19.0 ppb,0.15 ppb,80 ppb
Pineville Municipal Water,Trichloroacetic acid,12.9 ppb,0.1 ppb,
Pineville Municipal Water,Antimony,0.0333 ppb,1 ppb,6 ppb
Pineville Municipal Water,Barium,64.6 ppb,700 ppb,"2,000 ppb"
Pineville Municipal Water,Dibromoacetic acid,0.0228 ppb,0.04 ppb,
Pineville Municipal Water,Fluoride,0.0833 ppm,,4 ppm
Pineville Municipal Water,Monobromoacetic acid,1.02 ppb,25 ppb,
Pineville Municipal Water,Monochloroacetic acid,2.63 ppb,53 ppb,
Pineville Municipal Water,Nitrate,0.209 ppm,0.14 ppm,10 ppm
Pineville Municipal Water,"Radium, combined (-226 &amp; -228)",0.00 pCi/L,0.05 pCi/L,5 pCi/L
Pineville Municipal Water,None,,,
Ravencliff Mcgraws Saulsville Psd,Arsenic,0.182 ppb,0.004 ppb,10 ppb
Ravencliff Mcgraws Saulsville Psd,Bromodichloromethane,13.0 ppb,0.06 ppb,
Ravencliff Mcgraws Saulsville Psd,Bromoform,4.83 ppb,0.5 ppb,
Ravencliff Mcgraws Saulsville Psd,Chloroform,6.84 ppb,0.4 ppb,
Ravencliff Mcgraws Saulsville Psd,Dibromoacetic acid,5.29 ppb,0.04 ppb,
Ravencliff Mcgraws Saulsville Psd,Dibromochloromethane,16.6 ppb,0.1 ppb,
Ravencliff Mcgraws Saulsville Psd,Dichloroacetic acid,4.86 ppb,0.2 ppb,
Ravencliff Mcgraws Saulsville Psd,Haloacetic acids (HAA5)†,14.0 ppb,0.1 ppb,60 ppb
Ravencliff Mcgraws Saulsville Psd,"Radium, combined (-226 &amp; -228)",0.89 pCi/L,0.05 pCi/L,5 pCi/L
Ravencliff Mcgraws Saulsville Psd,Total trihalomethanes (TTHMs)†,41.3 ppb,0.15 ppb,80 ppb
Ravencliff Mcgraws Saulsville Psd,Trichloroacetic acid,2.85 ppb,0.1 ppb,
Ravencliff Mcgraws Saulsville Psd,Barium,223.0 ppb,700 ppb,"2,000 ppb"
Ravencliff Mcgraws Saulsville Psd,Chromium (total),0.346 ppb,,100 ppb
Ravencliff Mcgraws Saulsville Psd,Cyanide,19.3 ppb,,200 ppb
Ravencliff Mcgraws Saulsville Psd,Fluoride,0.615 ppm,,4 ppm
Ravencliff Mcgraws Saulsville Psd,Monobromoacetic acid,0.467 ppb,25 ppb,
Ravencliff Mcgraws Saulsville Psd,Monochloroacetic acid,0.641 ppb,53 ppb,
Ravencliff Mcgraws Saulsville Psd,Nitrate,0.0100 ppm,0.14 ppm,10 ppm
Ravencliff Mcgraws Saulsville Psd,Selenium,0.236 ppb,30 ppb,50 ppb
Ravencliff Mcgraws Saulsville Psd,None,,,
Ashland Community,Bromodichloromethane,0.440 ppb,0.06 ppb,
Ashland Community,Haloacetic acids (HAA5)†,8.25 ppb,0.1 ppb,60 ppb
Ashland Community,Nitrate,0.363 ppm,0.14 ppm,10 ppm
Ashland Community,Nitrate and nitrite,0.380 ppm,0.14 ppm,10 ppm
Ashland Community,Total trihalomethanes (TTHMs)†,1.16 ppb,0.15 ppb,80 ppb
Ashland Community,Barium,49.1 ppb,700 ppb,"2,000 ppb"
Ashland Community,Chloroform,0.715 ppb,0.4 ppb,
Ashland Community,Fluoride,0.0500 ppm,,4 ppm
Ashland Community,Monobromoacetic acid,2.40 ppb,25 ppb,
Ashland Community,Monochloroacetic acid,5.60 ppb,53 ppb,
Ashland Community,Nitrite,0.0800 ppm,,1 ppm
Ashland Community,None,,,
Bradshaw Water Company Inc.,Arsenic,5.70 ppb,0.004 ppb,10 ppb
Bradshaw Water Company Inc.,Bromodichloromethane,1.50 ppb,0.06 ppb,
Bradshaw Water Company Inc.,Bromoform,7.10 ppb,0.5 ppb,
Bradshaw Water Company Inc.,Dibromochloromethane,4.50 ppb,0.1 ppb,
Bradshaw Water Company Inc.,Nitrate,3.84 ppm,0.14 ppm,10 ppm
Bradshaw Water Company Inc.,Nitrate and nitrite,4.75 ppm,0.14 ppm,10 ppm
Bradshaw Water Company Inc.,"Radium, combined (-226 &amp; -228)",0.13 pCi/L,0.05 pCi/L,5 pCi/L
Bradshaw Water Company Inc.,Total trihalomethanes (TTHMs)†,13.4 ppb,0.15 ppb,80 ppb
Bradshaw Water Company Inc.,Barium,39.0 ppb,700 ppb,"2,000 ppb"
Bradshaw Water Company Inc.,Chromium (total),9.50 ppb,,100 ppb
Bradshaw Water Company Inc.,Dichloromethane (methylene chloride),0.325 ppb,4 ppb,5 ppb
Bradshaw Water Company Inc.,Fluoride,0.310 ppm,,4 ppm
Bradshaw Water Company Inc.,Haloacetic acids (HAA5)†,0.200 ppb,0.1 ppb,60 ppb
Bradshaw Water Company Inc.,None,,,
Crumpler Community Water,Bromodichloromethane,0.335 ppb,0.06 ppb,
Crumpler Community Water,Dichloroacetic acid,1.05 ppb,0.2 ppb,
Crumpler Community Water,Haloacetic acids (HAA5)†,11.8 ppb,0.1 ppb,60 ppb
