Utility name,City,People served,Zip
Montgomery,"Montgomery, IL","Population served:28,160",60102
Buck Lake Estates Subdivision,Somonauk,Population served: 150,60111
Cortland,Cortland,"Population served: 4,270",60111
Cortland Corners Mobile Home Park,Aurora,Population served: 250,60111
De Kalb,Dekalb,"Population served: 45,000",60111
Dekalb University Development Corporation,Dekalb,"Population served: 1,050",60111
Donny Brook Estates Subdivision,Dekalb,Population served: 30,60111
Genoa,Genoa,"Population served: 5,200",60111
Hinckley,Hinckley,"Population served: 2,100",60111
Kingston,Kingston,"Population served: 1,160",60111
Kirkland,Kirkland,"Population served: 2,000",60111
Malta,Malta,"Population served: 1,100",60111
Northern Illinois University-dekalb,Dekalb,"Population served: 6,500",60111
Sandwich,Sandwich,"Population served: 7,421",60111
Sandwich Estates Mobile Home Park,Chicago,Population served: 90,60111
Shabbona,Shabbona,Population served: 900,60111
Somonauk,Somonauk,"Population served: 1,832",60111
Sycamore,Sycamore,"Population served: 17,600",60111
Triangle Manufactured Home Community,Arlington Heights,Population served: 124,60111
Valley View Subdivision (dekalb),Kingston,Population served: 165,60111
Waterman,Waterman,"Population served: 1,506",60111
Byron,Byron,"Population served: 4,743",60113
Country View Estates Subdivision,Lindenwood,Population served: 120,60113
Creston,Creston,Population served: 535,60113
Davis Junction,Davis Junction,"Population served: 1,500",60113
Forreston,Forreston,"Population served: 1,446",60113
Hillcrest,Rochelle,"Population served: 1,400",60113
Knolls Edge Subdivision,Monroe Center,Population served: 100,60113
Leaf River,Leaf River,Population served: 450,60113
Lindenwood Water Association,Lindenwood,Population served: 35,60113
Lost Lake Utility District,Dixon,Population served: 704,60113
Meridian Mobile Home Park,Fort Myers,Population served: 60,60113
Mount Morris,Mt Morris,"Population served: 3,000",60113
Mount Morris Estates Mobile Home Park,Dixon,Population served: 395,60113
Aqua Illinois-nordic Woods,Glenview,Population served: 600,60113
Oregon,Oregon,"Population served: 3,545",60113
Polo,Polo,"Population served: 2,355",60113
Rochelle,Rochelle,"Population served: 9,574",60113
Rockvale Corporation,Oregon,Population served: 357,60113
Rolling Green Estates Mobile Home Park,Rockford,Population served: 191,60113
Rolling Meadows Mhc,Dixon,Population served: 447,60113
Shangri-la Mobile Home Park,Barrington,Population served: 450,60113
Stillman Valley,Stillman Valley,"Population served: 1,200",60113
Aqua Illinois-woodlawn,Glenview,Population served: 350,60113
Aqua Illinois-candlewick Dvn,Glenview,"Population served: 6,388",60145
Capron,Capron,"Population served: 1,400",60145
Capron Mobile Home Park,Elgin,Population served: 90,60145
Oak Lawn Mobile Home Park,West Vancouver,Population served: 460,60145
Park Meadowland West Mobile Home Park,Waunakee,Population served: 100,60145
Poplar Grove,Poplar Grove,"Population served: 2,359",60145
Poplar Grove South,Poplar Grove,"Population served: 1,877",60145
Poplar Grove West-countryside,Poplar Grove,Population served: 786,60145
Rockford,"Rockford, IL","Population served:147,051",60146
North Park PWD,"Machesney Park, IL","Population served:35,518",60146
Loves Park,"Loves Park, IL","Population served:23,744",60146
Rockton,"Rockton, IL","Population served:7,685",60146
IL American-south Beloit,"Belleville, IL","Population served:8,448",60146
Geneva,"Geneva, IL","Population served:21,495",60151
South Elgin,"South Elgin, IL","Population served:22,549",60151
Lombard,"Lombard, IL","Population served:43,395",60174
Carol Stream,"Carol Stream, IL","Population served:40,610",60174
Addison,"Addison, IL","Population served:36,942",60174
Joliet,"Joliet, IL","Population served:148,693",60401
Aqua Illinois - Kankakee,"Kankakee, IL","Population served:80,275",60401
Romeoville,"Romeoville, IL","Population served:52,000",60401
Plainfield,"Plainfield, IL","Population served:39,581",60401
Lockport,"Lockport, IL","Population served:19,887",60401
New Lenox,"New Lenox, IL","Population served:26,520",60401
Frankfort,"Frankfort, IL","Population served:24,648",60401
Mokena,"Mokena, IL","Population served:20,305",60401
Shorewood,"Shorewood, IL","Population served:15,615",60401
Crest Hill,"Crest Hill, IL","Population served:21,169",60401
Morris,"Morris, IL","Population served:13,926",60407
Bookwalter Woods Mobile Home Park,Gardner,Population served: 411,60420
Braceville,Braceville,Population served: 900,60420
Burt Estates Mobile Home Community,Des Plaines,Population served: 300,60420
Campus,Campus,Population served: 175,60420
Carbon Hill,Carbon Hill,Population served: 345,60420
Chatsworth,Chatsworth,"Population served: 1,256",60420
Coal City,Coal City,"Population served: 5,587",60420
Cornell,Cornell,Population served: 500,60420
Cullom,Cullom,Population served: 563,60420
Diamond,Diamond,"Population served: 2,508",60420
Dwight,Dwight,"Population served: 4,260",60420
Emington,Emington,Population served: 120,60420
Fairbury,Fairbury,"Population served: 3,964",60420
Flanagan,Flanagan,"Population served: 1,110",60420
Forrest,Forrest,"Population served: 1,225",60420
Gardner,Gardner,"Population served: 1,463",60420
Hawthorn Estates Subdivision,Morris,Population served: 49,60420
Heatherfield Subdivision,Morris,Population served: 90,60420
Kinsman,Dwight,Population served: 99,60420
Lisbon North Inc.,Morris,Population served: 25,60420
Mazon,Mazon,"Population served: 1,015",60420
Minooka,Minooka,"Population served: 11,307",60420
Odell,Odell,"Population served: 1,014",60420
Prairie Oaks Estates Homeowners Association,Coal City,Population served: 107,60420
Ridgecrest North Subdivision,Morris,Population served: 60,60420
Shady Oaks Mobile Home Park,Chicago,Population served: 912,60420
South Wilmington,South Wilmington,Population served: 681,60420
Strawn,Strawn,Population served: 133,60420
Wm W Fox Development Center,Dwight,Population served: 174,60420
Momence,"Momence, IL","Population served:3,200",60424
Oswego,"Oswego, IL","Population served:34,647",60431
Ottawa,"Ottawa, IL","Population served:19,000",60437
Peru,"Peru, IL","Population served:10,300",60437
La Salle,"La Salle, IL","Population served:9,700",60437
Mendota,"Mendota, IL","Population served:7,273",60437
Utilities Inc.-lake Holiday,"Mchenry, IL","Population served:6,601",60437
Marseilles,"Marseilles, IL","Population served:5,061",60437
Oglesby,"Oglesby, IL","Population served:4,500",60437
Fox Lawn Utilities Company Inc.,Yorkville,Population served: 167,60450
Morgan Creek,Yorkville,Population served: 66,60450
Newark,Newark,Population served: 992,60450
Plano,Plano,"Population served: 10,856",60450
Storybook Highlands,Bristol,Population served: 100,60450
Yorkville,Yorkville,"Population served: 18,000",60450
Dixon,"Dixon, IL","Population served:16,000",60518
Woodhaven,"Sublette, IL","Population served:4,100",60553
Aqua Illinois-highland Estates,Kankakee,Population served: 171,60901
Aqua Illinois-skyline,Kankakee,Population served: 208,60901
Aqua Illinois-sun River Terrace,Kankakee,Population served: 495,60901
Barberry Acres Mobile Home Park,St Anne,Population served: 61,60901
Harvest Estates (formerly Bills Mhp),Naperville,Population served: 54,60901
Buckingham,Buckingham,Population served: 300,60901
Countryside Mobile Home Estates Mobile Home Park,Glendale,Population served: 200,60901
Herscher,Herscher,"Population served: 1,600",60901
Hopkins Park,Hopkins Park,Population served: 603,60901
Lake Shannon,Reddick,Population served: 500,60901
Manteno Mobile Home Park,Glendale,Population served: 144,60901
Pembroke Township,Hopkinspark,Population served: 834,60901
Reddick,Reddick,Population served: 210,60901
Rivercrest Mobile Home Park,Chebanse,Population served: 40,60901
Skyview Sbdv,Westmont,Population served: 54,60901
St. Anne,St Anne,"Population served: 1,209",60901
Sunny Acres Mobile Home Park,Chicago,Population served: 750,60901
Windmill Estates,Westmont,Population served: 84,60901
Presence Merkle Kniprath,Clifton,Population served: 55,60911
Ashkum,Ashkum,Population served: 724,60911
Bayles Lake Lot Owners Association,Loda,Population served: 461,60911
Beaverville,Beaverville,Population served: 450,60911
Buckley,Buckley,Population served: 600,60911
Chebanse,Chebanse,"Population served: 1,200",60911
Cissna Park,Cissna Park,Population served: 846,60911
Clifton,Clifton,"Population served: 1,468",60911
Crescent City,Crescent City,Population served: 630,60911
Danforth,Danforth,Population served: 550,60911
Donovan,Donovan,Population served: 306,60911
Gilman,Gilman,"Population served: 1,793",60911
Iroquois Mobile Estates Inc.,Jenison,Population served: 105,60911
Lake Iroquois Association,Westville,Population served: 500,60911
Loda,Westville,Population served: 419,60911
Martinton,Martinton,Population served: 375,60911
Milford,Milford,"Population served: 1,369",60911
Onarga,Onarga,"Population served: 1,409",60911
Prairieview Lutheran Home,Danforth,Population served: 113,60911
Sheldon,Sheldon,"Population served: 1,232",60911
Sugar Creek Manufactured Home Community LLC,Milford,Population served: 115,60911
Thawville,Thawville,Population served: 270,60911
Watch E Kee Manufactured Home Community,Milford,Population served: 130,60911
Watseka,Watseka,"Population served: 5,500",60911
Wellington,Milford,Population served: 222,60911
Woodland,Woodland,Population served: 319,60911
Paxton,"Paxton, IL","Population served:4,500",60917
Gibson City,"Gibson City, IL","Population served:3,407",60917
Bloomington,"Bloomington, IL","Population served:77,610",60919
Normal,"Normal, IL","Population served:44,197",60919
Illinois State University-normal,"Normal, IL","Population served:7,877",60919
Le Roy,"Le Roy, IL","Population served:3,800",60919
Cabery,Cabery,Population served: 263,60921
Elliott,Roberts,Population served: 295,60921
Kempton,Kempton,Population served: 235,60921
Melvin,Melvin,Population served: 465,60921
Paxton Mobile Home Park Llc,Cedaredge,Population served: 47,60921
Piper City,Piper City,Population served: 875,60921
Roberts,Roberts,Population served: 367,60921
Sibley,Sibley,Population served: 272,60921
Stelle Community Association,Stelle,Population served: 100,60921
Allerton,Allerton,Population served: 304,60932
Alvan,Alvin,Population served: 300,60932
Aqua Illinois-indianola,Kankakee,Population served: 224,60932
Aqua Illinois-Vermilion County,Kankakee,"Population served: 38,000",60932
Bismarck Community Water District,Bismarck,Population served: 900,60932
Catlin,Catlin,"Population served: 2,087",60932
East Lynn Community Water System,East Lynn,Population served: 112,60932
Fairmount,Fairmount,Population served: 690,60932
Fithian,Fithian,Population served: 485,60932
Georgetown,Georgetown,"Population served: 3,678",60932
Hoopeston,Hoopeston,"Population served: 5,802",60932
Galena Territory -oakwood,Mchenry,"Population served: 1,595",60932
Olivet Public Water District,Georgetown,Population served: 325,60932
Potomac,Potomac,Population served: 685,60932
Rankin,Rankin,Population served: 650,60932
Ridge Farm,Ridge Farm,Population served: 912,60932
Rossville,Rossville,"Population served: 1,331",60932
Sidell,Sidell,Population served: 626,60932
Vermilion Grove Waterworks,Ridge Farm,Population served: 171,60932
Westville,Westville,"Population served: 3,791",60932
Rantoul,"Rantoul, IL","Population served:13,000",60936
University of Illinois - Champaign,"Champaign, IL","Population served:13,000",60936
Mahomet,"Mahomet, IL","Population served:5,801",60936
Sangamon Valley Public Water District,"Mahomet, IL","Population served:4,110",60936
Tolono,"Tolono, IL","Population served:2,700",60949
IL American-fisher,"East St. Louis, IL","Population served:1,647",60957
Apple River,Apple River,Population served: 366,61001
East Dubuque,East Dubuque,"Population served: 2,000",61001
Elizabeth,Elizabeth,Population served: 761,61001
Frentress Lake,East Dubuque,Population served: 150,61001
Galena,Galena,"Population served: 3,429",61001
Hanover,Hanover,Population served: 844,61001
Mount Vernon Association Inc.,East Dubuque,Population served: 490,61001
Scales Mound,Scales Mound,Population served: 376,61001
Stockton,Stockton,"Population served: 1,900",61001
Utilities Inc.-apple Canyon Utilities Company,Mchenry,Population served: 700,61001
Utilities Inc.-galena Territory Utilites,Mchenry,Population served: 700,61001
Warren,Warren,"Population served: 1,428",61001
Wienen Estates,Galena,Population served: 90,61001
Freeport,"Freeport, IL","Population served:25,648",61007
Cedarville,Cedarville,Population served: 741,61013
Dakota,Dakota,Population served: 500,61013
Davis,Davis,Population served: 700,61013
German Valley,German Valley,Population served: 463,61013
Lena,Lena,"Population served: 2,925",61013
Orangeville,Orangeville,Population served: 780,61013
Pearl City,Pearl City,Population served: 780,61013
Rock City,Rock City,Population served: 313,61013
Timber Ridge Mobile Estates,Dixon,Population served: 150,61013
Utilities Inc.-northern Hills Utlities Company,Chicago,Population served: 600,61013
Winslow,Winslow,Population served: 350,61013
Albany,Albany,Population served: 950,61014
Carroll Heights Utilities Company,Savanna,Population served: 80,61014
Century Pines Apartments,Mt Carroll,Population served: 25,61014
Chadwick,Chadwick,Population served: 523,61014
Country Acres Mobile Home Park (whiteside County),Rock Falls,Population served: 270,61014
Erie,Erie,"Population served: 1,600",61014
Fulton,Fulton,"Population served: 3,481",61014
Lanark,Lanark,"Population served: 1,457",61014
Lyndon,Lyndon,Population served: 820,61014
Milledgeville,Milledgeville,Population served: 989,61014
Morrison,Morrison,"Population served: 4,188",61014
Mount Carroll,Mt. Carroll,"Population served: 1,700",61014
Prophetstown,Prophetstown,"Population served: 2,100",61014
Riverside Estates Mobile Home Park,Rock Falls,Population served: 200,61014
Rock Falls,Rock Falls,"Population served: 9,300",61014
Savanna,Machesney Park,"Population served: 3,062",61014
Shannon,Shannon,Population served: 757,61014
Honeycutt Hill Mobile Home Park Llc,Morrison,Population served: 75,61014
Tampico,Tampico,Population served: 750,61014
Thomson,Thomson,Population served: 580,61014
Cherry Valley,"Cherry Valley, IL","Population served:5,000",61020
Winnebago,"Winnebago, IL","Population served:3,101",61020
Balcitis Pump Corporation,Rockford,Population served: 150,61024
Bill-mar Heights Mobile Home Park,Stillman Valley,Population served: 160,61024
Bradley Heights Subdivision,Rockford,Population served: 130,61024
Clarks Mobile Home Park,Rockford,Population served: 80,61024
Durand,Durand,"Population served: 1,500",61024
Family Manufactured Home Community LLC,Winfield,Population served: 240,61024
Forest View Mobile Home Park,Loves Park,Population served: 650,61024
Green Meadow Estates Of Rockford Llc,Hillsborough,Population served: 970,61024
Legend Lakes Water Association,Roscoe,Population served: 283,61024
Mancuso Village Park Mobile Home Park,Dixon,Population served: 537,61024
Otter Creek Lake Utilities District,Davis,"Population served: 2,400",61024
Pecatonica,Pecatonica,"Population served: 2,195",61024
Phil-aire Estates Mobile Home Park,Rockton,Population served: 80,61024
Rainbow Lane Mobile Home Park,Stillman Valley,Population served: 85,61024
Aqua Illinois-sheridan Grove,Glenview,Population served: 100,61024
Six Oaks Mobile Home Park,Wheaton,Population served: 48,61024
South Bluff Mobile Home Park,Greenwood Village,Population served: 507,61024
,,Population served: 0,61024
Utilities Inc.-coventry Creek Subdivision,Mchenry,Population served: 388,61024
Utilities Inc.-coventry Hills Utilities Inc.,Mchenry,Population served: 882,61024
Utilities Inc.-westlake Utilities Inc.,Chicago,"Population served: 1,800",61024
Wildwood Utilities Company,Mchenry,Population served: 490,61024
Amboy,Amboy,"Population served: 2,500",61042
Ashton,Ashton,Population served: 920,61042
Compton,Compton,Population served: 300,61042
Dixon Correctional Center,Dixon,"Population served: 2,400",61042
Franklin Grove,Franklin Grove,"Population served: 1,021",61042
Green Acres Mobile Home Park,Sterling,Population served: 200,61042
Harmon,Harmon,Population served: 149,61042
Lee,Lee,Population served: 327,61042
Paw Paw,Paw Paw,Population served: 870,61042
Rock River Estates Mobile Home Park,Dixon,Population served: 400,61042
Steward,Steward,Population served: 256,61042
Sublette,Peru,Population served: 426,61042
West Brooklyn,West Brooklyn,Population served: 150,61042
White Oaks Estates Water Association Inc.,Dixon,Population served: 410,61042
Moline,"Moline, IL","Population served:44,500",61201
Rock Island,"Rock Island, IL","Population served:39,684",61201
East Moline,"East Moline, IL","Population served:20,500",61201
"Rock Island Arsenal, Us Army","Rock Island, IL","Population served:7,800",61201
Silvis,"Silvis, IL","Population served:7,731",61201
Aledo,Aledo,"Population served: 3,470",61231
Forrest Brooke Mobile Home Park,Oakbrook,Population served: 491,61231
Fyre Lake Water Company,Sherrard,Population served: 734,61231
Joy,Joy,Population served: 400,61231
Keithsburg,Keithsburg,Population served: 747,61231
M C L W System Inc.,Milan,Population served: 98,61231
Matherville,Matherville,Population served: 670,61231
New Boston,New Boston,Population served: 650,61231
New Windsor,New Windsor,Population served: 740,61231
North Henderson,North Henderson,Population served: 187,61231
Seaton,Seaton,Population served: 200,61231
Sherrard,Sherrard,Population served: 630,61231
Swedona Water Association,Lynn Center,Population served: 157,61231
Unity Water Corporation,Sherrard,Population served: 90,61231
Viola,Viola,Population served: 970,61231
Kewanee,"Kewanee, IL","Population served:12,950",61233
Geneseo,"Geneseo, IL","Population served:6,480",61233
Galva,"Galva, IL","Population served:2,589",61233
Colona West,"Colona, IL","Population served:2,820",61233
Colona East,"Colona, IL","Population served:2,280",61233
Milan,"Milan, IL","Population served:5,099",61240
Coal Valley,"Coal Valley, IL","Population served:3,600",61240
Princeton,"Princeton, IL","Population served:7,660",61243
Spring Valley,"Spring Valley, IL","Population served:5,400",61243
Hampton,"Hampton, IL","Population served:1,800",61259
Silvis Heights Water Corporation,"Silvis, IL","Population served:1,460",61259
Cambridge,"Cambridge, IL","Population served:2,108",61262
Orion,"Orion, IL","Population served:1,861",61262
Atkinson,"Peru, IL",Population served:945,61262
Arlington,Arlington,Population served: 150,61312
Buda,Peru,Population served: 515,61312
Bureau Junction,Peru,Population served: 368,61312
Cherry,Cherry,Population served: 490,61312
Dalzell,Dalzell,Population served: 711,61312
De Pue,De Pue,"Population served: 1,838",61312
Dover,Princeton,Population served: 200,61312
Hollowayville,Hollowayville,Population served: 100,61312
Lamoille,La Moille,Population served: 750,61312
Ladd,Ladd,"Population served: 1,295",61312
Malden,Malden,Population served: 348,61312
Manlius,Manlius,Population served: 350,61312
Maple Acres Mobile Home Park,Diamondhead,Population served: 250,61312
Mineral,Mineral,Population served: 300,61312
Neponset,Neponset,Population served: 374,61312
Ohio,Ohio,Population served: 543,61312
Seatonville,Seatonville,Population served: 313,61312
Sheffield,Peru,"Population served: 1,000",61312
Tiskilwa,Peru,Population served: 830,61312
Van Orin Water Company,Van Orin,Population served: 100,61312
Walnut,Walnut,"Population served: 1,461",61312
Wyanet,Wyanet,Population served: 991,61312
Bradford,Bradford,Population served: 750,61314
Lafayette,Lafayette,Population served: 250,61314
Toulon,Toulon,"Population served: 1,397",61314
Wyoming,Wyoming,"Population served: 1,400",61314
Eureka,"Eureka, IL","Population served:5,400",61321
Caterpillar Trail Public Water District,"East Peoris, IL","Population served:5,970",61321
Granville,Granville,"Population served: 1,400",61326
Hennepin Public Water District,Hennepin,Population served: 750,61326
Lake Thunderbird Subdivsion,Peru,Population served: 250,61326
Magnolia,Magnolia,Population served: 268,61326
Mark,Mark,Population served: 555,61326
Mcnabb,Mcnabb,Population served: 310,61326
Oak Park Estates,Granville,Population served: 200,61326
Standard,Standard,Population served: 203,61326
Henry,"Henry, IL","Population served:2,540",61334
Seneca,"Seneca, IL","Population served:2,371",61334
Lacon,"Lacon, IL","Population served:1,937",61334
Autumn Ridge Estates,Morris,Population served: 68,61369
Camp Grove,Camp Grove,Population served: 75,61369
Hopewell,Hopewell,Population served: 420,61369
La Rose,Larose,Population served: 131,61369
Sparland,Metamora,Population served: 436,61369
Toluca,Toluca,"Population served: 1,414",61369
Utilities Inc.-lake Wildwood Utilities Corporation,Mchenry,Population served: 950,61369
Varna,Peru,Population served: 210,61369
Wenona,Wenona,"Population served: 1,100",61369
Abingdon,Abingdon,"Population served: 3,654",61401
Altona,Altona,Population served: 531,61401
Aqua Illinois-oak Run,Kankakee,"Population served: 1,800",61401
Cedar Water Company Inc.,Galesburg,Population served: 160,61401
East Galesburg,East Galesburg,Population served: 850,61401
Galesburg,Galesburg,"Population served: 31,745",61401
Henderson,Henderson,Population served: 319,61401
Knoxville,Knoxville,"Population served: 3,183",61401
Maquon,Maquon,Population served: 284,61401
Oneida,Oneida,Population served: 750,61401
Rio,Rio,Population served: 262,61401
St. Augustine,Saint Augustine,Population served: 120,61401
Victoria,Victoria,Population served: 316,61401
Wataga,Wataga,Population served: 843,61401
Williamsfield,Williamsfield,Population served: 625,61401
Windwood Water System Inc.,Galesburg,Population served: 185,61401
Yates City,Yates City,Population served: 750,61401
Bardolph,Bushnell,Population served: 315,61411
Blandinsville,Blandinsville,Population served: 775,61411
Bushnell,Bushnell,"Population served: 3,300",61411
Colchester,Colchester,"Population served: 1,401",61411
Good Hope,Good Hope,Population served: 415,61411
Industry,Industry,Population served: 478,61411
Kiljordan Meadows,Pasadena,Population served: 300,61411
Macomb,Macomb,"Population served: 11,309",61411
New Salem Public Water District,Adair,Population served: 225,61411
Prairie City,Prairie City,Population served: 497,61411
Sciota,Sciota,Population served: 180,61411
Stratford West Apartments,Macomb,Population served: 44,61411
West Prairie Water Co-op,Colchester,"Population served: 2,114",61411
Western Illinois University,Macomb,"Population served: 8,000",61411
Alexis,Alexis,Population served: 863,61412
Kirkwood,Kirkwood,Population served: 794,61412
Little Swan Lake SD,Avon,Population served: 438,61412
Little York,Little York,Population served: 296,61412
Monmouth,Monmouth,"Population served: 9,841",61412
Roseville,Roseville,Population served: 989,61412
Astoria,Astoria,"Population served: 1,322",61415
Avon,Avon,Population served: 799,61415
Bryant,Bryant,Population served: 267,61415
Canton,Canton,"Population served: 14,700",61415
Cuba,Cuba,"Population served: 1,296",61415
Dunfermline-St. David Water Commission,St David,Population served: 850,61415
Fairview,East Peoria,Population served: 522,61415
IL American-farmington,East St. Louis,"Population served: 2,448",61415
Ipava,Ipava,Population served: 470,61415
Lewistown,Lewistown,"Population served: 2,400",61415
London Mills,London Mills,Population served: 500,61415
Marietta,Marietta,Population served: 438,61415
Norris,Norris,Population served: 200,61415
Smithfield,Smithfield,Population served: 405,61415
South Fulton Water District,Astoria,"Population served: 1,400",61415
Table Grove,Table Grove,Population served: 416,61415
Vermont,Vermont,Population served: 660,61415
Wee-ma-tuk Water District,Cuba,Population served: 595,61415
Biggsville,Biggsville,Population served: 350,61418
Dallas Rural Water District,Hamilton,"Population served: 6,125",61418
Gladstone,Gladstone,Population served: 450,61418
Media,Media,Population served: 132,61418
Oquawka,Oquawka,"Population served: 1,500",61418
Raritan,Raritan,Population served: 180,61418
Stronghurst,Stronghurst,Population served: 950,61418
Hamilton,"Hamilton, IL","Population served:2,951",61420
Browning,Browning,Population served: 175,61440
Camden-littleton Water Commission,Plymoth,Population served: 962,61440
Dhs Rushville Treatment and Detention,Rushville,Population served: 565,61440
Hickory-kerton Water Co-op,Rushville,"Population served: 2,163",61440
Northwest Water Association Of Rushville,Rushville,Population served: 60,61440
Rushville,Rushville,"Population served: 3,292",61440
Brimfield,Brimfield,Population served: 856,61451
Buffalo Hollow Farms Water Assoc,Chillicothe,Population served: 45,61451
Chillicothe,Chillicothe,"Population served: 5,996",61451
Deluxe Lake Estates Mobile Home Park,East Peoria,Population served: 325,61451
Dunlap,Dunlap,"Population served: 1,386",61451
Edelstein Water Co-op,East Peoria,Population served: 125,61451
Elmwood,Elmwood,"Population served: 2,100",61451
Esquire Estates Mobile Home Park,Peoria,Population served: 28,61451
Fawn Hills Subdivision,Chillicothe,Population served: 205,61451
Four Seasons Mobile Home Park,Peoria,Population served: 270,61451
Fox Creek Farms Water Company,Brimfield,Population served: 221,61451
IL American-glasford,East St. Louis,"Population served: 1,076",61451
Hanna City,Hanna City,"Population served: 1,322",61451
Jubilee Water Company Inc.,Brimfield,Population served: 78,61451
Royal Oaks Estates,Peoria,Population served: 865,61451
Kingston Mines,Glasford,Population served: 259,61451
Limestone-walters Public Water District,Peoria,"Population served: 2,373",61451
Mapleton,Mapleton,Population served: 250,61451
Peoria Heights,Peoria Heights,"Population served: 6,156",61451
Pleasant Valley Public Water District,Peoria,"Population served: 4,584",61451
Princeville,Princeville,"Population served: 1,738",61451
Santa Fe Estates Water Association,Chillicothe,Population served: 84,61451
T-l Rural Water District,Glasford,"Population served: 2,665",61451
Benson,Benson,Population served: 400,61516
Congerville,Congerville,Population served: 474,61516
El Paso,El Paso,"Population served: 2,812",61516
Goodfield,Goodfield,Population served: 860,61516
Lake Wildwind Llc,Metamora,Population served: 200,61516
Low Point Water District,Lowpoint,Population served: 200,61516
Metamora,Metamora,"Population served: 3,736",61516
Mill Point Mobile Home Park,East Peoria,Population served: 160,61516
Minonk,Minonk,"Population served: 2,077",61516
Oak Ridge School District,Metamora,Population served: 240,61516
Roanoke,Roanoke,"Population served: 2,000",61516
Secor,Secor,Population served: 370,61516
Timberlan Subdivision,Metamora,Population served: 82,61516
Valley View Subdivision (woodford),East Peoria,Population served: 100,61516
Washburn,Washburn,"Population served: 1,200",61516
East Peoria,"East Peoria, IL","Population served:23,140",61530
Morton,"Morton, IL","Population served:17,000",61530
Washington,"Washington, IL","Population served:12,371",61530
North Tazewell Public Water District,"East Peoria, IL","Population served:8,300",61530
Creve Coeur,"Creve Coeur, IL","Population served:5,900",61530
Easton,Easton,Population served: 350,61532
Forest City,Manito,Population served: 287,61532
Havana,Havana,"Population served: 3,301",61532
Manito,Manito,"Population served: 1,733",61532
