Utility name,City,People served,Zip
Munson Point Property Owners Association,"Allen, TX",Population served:63,75020
3-d Mobile Home and Rv Park,"Weatherford, TX",Population served:90,75020
Northern Hills Water Service,"Katy, TX",Population served:255,75020
Tanglewood On Texoma,"Pflugerville, TX","Population served:3,762",75020
Colbert Public Works Authority,"Colbert, OK","Population served:2,312",75020
Starr Water Supply Corporation,"Denison, TX","Population served:2,800",75021
Southwest Fannin County Special Utility District,"Savoy, TX","Population served:8,880",75021
Oak Ridge South Gale Water Supply Corporation,"Denison, TX","Population served:3,000",75021
Cross Timbers Water Supply Corporation,"Argyle, TX","Population served:7,077",75022
Red Rock Water Supply Corporation,"Flower Mound, TX",Population served:159,75022
City of Frisco,"Frisco, TX","Population served:192,261",75024
Creekside Water System,"Farmigton Hills, MI","Population served:1,752",75028
City of Highland Village,"Highland Village, TX","Population served:15,650",75028
High Point Water Supply Corporation,"Forney, TX","Population served:7,716",75032
City of Rockwall,"Rockwall, TX","Population served:43,750",75032
Blackland Water Supply Corporation,"Fate, TX","Population served:4,908",75032
Forney Lake Water Supply Corporation,"Rockwall, TX","Population served:9,207",75032
City of Heath,"Heath, TX","Population served:9,162",75032
City of Fate,"Fate, TX","Population served:14,327",75032
City of Rowlett,"Rowlett, TX","Population served:59,300",75032
Poetry Water Supply Corporation,"Terrell, TX","Population served:3,276",75032
City of Denton,"Denton, TX","Population served:131,712",75033
Town of Little Elm,"Little Elm, TX","Population served:41,796",75033
City of Hackberry,"Frisco, TX","Population served:7,752",75034
Saratoga Estates,"Austin, TX",Population served:456,75034
Wynnwood Haven Estates,"Pflugerville, TX",Population served:459,75034
Boyd Acres Water System,"The Woodlands, TX",Population served:72,75034
Denton County Fresh Water Supply District 8-c,"Dallas, TX","Population served:4,878",75034
Denton County Fresh Water Supply District 8-b Paloma,"Houston, TX","Population served:3,144",75034
City of Fort Worth,"Fort Worth, TX","Population served:853,762",75038
City of Sachse,"Sachse, TX","Population served:25,937",75040
City of Mesquite,"Mesquite, TX","Population served:143,350",75043
Town of Sunnyvale,"Sunnyvale, TX","Population served:5,580",75043
City of Richardson,"Richardson, TX","Population served:104,300",75044
City of Garland,"Garland, TX","Population served:236,786",75048
East Fork SUD,"Wylie, TX","Population served:13,596",75048
City of Arlington,"Arlington, TX","Population served:383,950",75050
Matthew Road Water Supply Corporation,"Grand Prairie, TX",Population served:279,75052
Spring Creek Circle Water Supply Corporation,"Grand Prairie, TX",Population served:50,75054
Beach and Tennis Club Homeowners Association,"The Colony, TX",Population served:25,75056
City of Dorchester,"Dorchester, TX","Population served:1,683",75058
Marilee Elmont,"Celina, TX","Population served:1,830",75058
City of Gunter,"Gunter, TX","Population served:2,283",75058
South Grayson Special Utility District,"Van Alstyne, TX","Population served:4,581",75058
City of Howe,"Howe, TX","Population served:3,100",75058
City of Grand Prairie,"Grand Prairie, TX","Population served:187,050",75060
Harbor Grove Water Supply Corporation,"Lake Dallas, TX",Population served:411,75065
City of Corinth,"Corinth, TX","Population served:23,568",75065
Denton County Fresh Water Supply District 11-b,"Houston, TX","Population served:2,229",75068
Hilltown Addition,"Levelland, TX","Population served:1,995",75068
Town of Lakewood Village,"Lakewood Village, TX",Population served:732,75068
Denton County Fresh Water Supply District 11-a Paloma,"Houston, TX","Population served:4,296",75068
Denton County Fresh Water Supply District 11-c,"Houston, TX",Population served:796,75068
Denton County Fresh Water Supply District 8-a Paloma,"Houston, TX","Population served:2,085",75068
Spanish Oaks Addition,"Austin, TX",Population served:93,75068
Knob Hill Water System,"Little Elm, TX",Population served:216,75068
Rocky Point Community,"Mesquite, TX",Population served:288,75068
Last Resort Properties,"Little Elm, TX",Population served:75,75068
Rocky Point Water System,"Lakewood Village, TX",Population served:90,75068
City of Princeton,"Princeton, TX","Population served:16,932",75069
City of Lucas,"Lucas, TX","Population served:7,855",75069
Altoga Water Supply Corporation,"Princeton, TX","Population served:1,260",75071
Verona Special Utility District,"Blue Ridge, TX","Population served:2,967",75071
Marilee Special Utility District,"Celina, TX","Population served:5,724",75071
City of Denison,"Denison, TX","Population served:22,682",75076
Ridgecrest,"Pflugerville, TX","Population served:1,617",75076
Rra Preston Shores Water System,"Wichita Falls, TX","Population served:2,037",75076
Texoma Estates Water Supply Corporation,"Denison, TX",Population served:294,75076
Lake Texoma Vfw Post 7873,"Pottsboro, TX",Population served:114,75076
Marshall County Water Corp,"Madill, OK","Population served:14,717",75076
American Legion Mia Post 231,"Pottsboro, TX",Population served:141,75076
Denton County FWSD 7 Lantana,"Houston, TX","Population served:11,169",75077
Denton County Fresh Water Supply District 10 Artesia,"Houston, TX","Population served:3,531",75078
Mount Zion Water Supply Corporation,"Rockwall, TX","Population served:2,049",75087
Bear Creek Special Utility District,"Lavon, TX","Population served:6,627",75087
Nevada Water Supply Corporation,"Nevada, TX","Population served:3,018",75087
R C H Water Supply Corporation,"Rockwall, TX","Population served:5,682",75087
Pink Hill Water Supply Corporation,"Bells, TX","Population served:2,340",75090
Luella Special Utility District,"Sherman, TX","Population served:3,489",75090
Kentuckytown Water Supply Corporation,"Tom Bean, TX","Population served:3,294",75090
City of Tom Bean,"Tom Bean, TX","Population served:1,045",75090
City of Southmayd,"Southmayd, TX",Population served:720,75092
Two Way Special Utility District,"Whitesboro, TX","Population served:5,217",75092
City of Southmayd Westview Subdivision,"Southmayd, TX",Population served:834,75092
High Country Estates,"Sherman, TX",Population served:300,75092
City of Knollwood,"Knollwood, TX","Population served:1,383",75092
Heritage Estates,"Austin, TX",Population served:81,75092
City of Sadler,"Sadler, TX",Population served:582,75092
Air Park Estates,"Plano, TX",Population served:96,75093
Wylie Northeast Special Utility District,"Wylie, TX","Population served:7,242",75098
North Texas Municipal Water District Wylie Water Treatment Plant,"Wylie, TX",Population served:111,75098
City of Bardwell,"Bardwell, TX",Population served:600,75101
Navarro Mills Water Supply Corporation,"Purdon, TX","Population served:3,744",75102
City of Barry,"Barry, TX",Population served:285,75102
City of Corsicana,"Corsicana, TX","Population served:23,770",75102
Purdon Water,"Corsicana, TX",Population served:375,75102
Emhouse Water System,"Corsicana, TX",Population served:755,75102
Macbee Special Utility District,"Wills Point, TX","Population served:6,825",75103
Myrtle Springs Water Supply Corporation,"Wills Point, TX","Population served:1,863",75103
Macbee Special Utility District Jackson,"Wills Point, TX",Population served:564,75103
City of Canton,"Canton, TX","Population served:3,581",75103
Corinth Water Supply Corporation,"Grand Saline, TX","Population served:1,056",75103
Fruitvale Water Supply Corporation,"Fruitvale, TX","Population served:3,549",75103
Crooked Creek Water Supply Corporation,"Canton, TX",Population served:966,75103
Martins Mill Water Supply Corporation,"Ben Wheeler, TX",Population served:183,75103
Bethel Ash Water Supply Corporation Walton Plant,"Athens, TX",Population served:750,75103
Toe Water Supply Corporation,"Canton, TX",Population served:258,75103
City of Mabank,"Mabank, TX","Population served:11,349",75103
City of Ovilla,"Ovilla, TX","Population served:3,753",75104
Sardis Lone Elm WSC,"Midlothian, TX","Population served:18,612",75104
City of Duncanville,"Duncanville, TX","Population served:39,826",75104
Johnson County SUD,"Joshua, TX","Population served:41,442",75104
City of Mansfield,"Mansfield, TX","Population served:68,612",75104
City of Midlothian,"Midlothian, TX","Population served:16,728",75104
Rice Water Supply Corporation,"Ennis, TX","Population served:7,881",75105
Chatfield Water Supply Corporation,"Powell, TX","Population served:3,925",75109
Angus Water Supply Corporation,"Corsicana, TX","Population served:1,071",75109
Beaton Lake Estates Water System,"Corsicana, TX",Population served:73,75109
B & B Water Supply Corporation,"Corsicana, TX","Population served:2,268",75110
North Town Acres,"Dawson, TX",Population served:612,75110
Retreat Water System,"Corsicana, TX",Population served:605,75110
Northcrest Water System,"Corsicana, TX",Population served:57,75110
City of Crandall,"Crandall, TX","Population served:3,170",75114
Talty Special Utility District,"Forney, TX","Population served:9,570",75114
Combine Water Supply Corporation,"Crandall, TX","Population served:3,250",75114
Kaufman County Municipal Utility District 11,"Dallas, TX","Population served:3,687",75114
Rose Hill Special Utility District,"Terrell, TX","Population served:4,320",75114
City of Seagoville,"Seagoville, TX","Population served:15,900",75114
Markout Water Supply Corporation,"Forney, TX","Population served:2,835",75114
City of Glenn Heights,"Glenn Heights, TX","Population served:12,336",75115
Danieldale Community Water Service,"Mesquite, TX",Population served:678,75115
City of Cedar Hill,"Cedar Hill, TX","Population served:48,710",75115
City of Edgewood,"Edgewood, TX","Population served:1,350",75117
Rural Bardwell Water Supply Corporation,"Bardwell, TX",Population served:735,75119
City of Ennis,"Ennis, TX","Population served:18,660",75119
East Garrett Water Supply Corporation,"Ennis, TX","Population served:1,521",75119
Avalon Water Supply Corporation,"Avalon, TX","Population served:1,020",75119
Rockett SUD,"Red Oak, TX","Population served:37,038",75119
Garrett Community Water Company,"Corsicana, TX",Population served:630,75119
Howard Water Co-op,"Waxahachie, TX",Population served:90,75119
Nash Forreston Water Supply Corporation,"Forreston, TX","Population served:1,980",75119
Gastonia Scurry Special Utility District,"Scurry, TX","Population served:9,357",75119
Payne Springs Water Supply Corporation,"Mabank, TX","Population served:1,080",75124
Bethel Ash Water Supply Corporation Murphey Plant,"Athens, TX",Population served:762,75124
Bethel Ash Water Supply Corporation Hawn Plant,"Athens, TX",Population served:423,75124
Lake Vista Village,"Athens, TX",Population served:135,75124
Hidden Acres Water System,"Athens, TX",Population served:66,75124
Cherokee Shores Water Supply,"Pflugerville, TX","Population served:1,953",75124
Beachwood Estates & North Trinidad,"Pflugerville, TX","Population served:1,359",75124
East Cedar Creek FWSD Brookshire,"Mabank, TX","Population served:13,254",75124
East Cedar Creek Fresh Water Supply District B A Mckay,"Mabank, TX","Population served:6,202",75124
Clear Creek Resort Water System,"Athens, TX",Population served:396,75124
Dixie Isle Water System,"Athens, TX",Population served:759,75124
City of Log Cabin,"Log Cabin, TX","Population served:1,098",75124
Lakewood Water East,"Corsicana, TX",Population served:252,75124
Point La Vista,"Athens, TX",Population served:624,75124
City of Ferris,"Ferris, TX","Population served:2,622",75125
City of Wilmer,"Wilmer, TX","Population served:4,200",75125
City of Forney,"Forney, TX","Population served:19,122",75126
Kaufman County Municipal Utility District 14,"Dallas, TX","Population served:3,921",75126
Kaufman County Fresh Water Supply District 1a,"Dallas, TX","Population served:6,024",75126
Lawrence Water Supply Corporation,"Terrell, TX","Population served:1,095",75126
City of Hutchins,"Hutchins, TX","Population served:5,950",75134
City of Desoto,"Desoto, TX","Population served:51,700",75134
B H P Water Supply Corporation,"Royse City, TX","Population served:5,966",75135
Cash SUD,"Greenville, TX","Population served:21,891",75135
City of Caddo Mills,"Caddo Mills, TX","Population served:1,476",75135
City of Josephine,"Josephine, TX","Population served:1,933",75135
City of Greenville,"Greenville, TX","Population served:26,800",75135
Pine Ridge Water Supply Corporation South,"Van, TX","Population served:1,688",75140
Carroll Water Supply Corporation Well 4,"Van, TX",Population served:648,75140
City of Grand Saline,"Grand Saline, TX","Population served:3,266",75140
Golden Water Supply Corporation,"Golden, TX","Population served:4,185",75140
Bright Star-salem Special Utility District,"Alba, TX","Population served:6,738",75140
City of Lancaster,"Lancaster, TX","Population served:37,550",75141
Becker Jiba Water Supply Corporation,"Kaufman, TX","Population served:3,477",75142
North Kaufman Water Supply Corporation,"Kaufman, TX","Population served:2,418",75142
City of Kaufman,"Kaufman, TX","Population served:7,322",75142
Oak Grove Texas Water Supply Corporation,"Kaufman, TX",Population served:775,75142
Southeast Kaufman Water Supply Corporation,"Kaufman, TX",Population served:168,75142
City of Kemp,"Kemp, TX","Population served:2,304",75143
Country Club Water Supply Corporation,"Mabank, TX",Population served:924,75143
City of Kerens,"Kerens, TX","Population served:1,531",75144
City of Goodlow,"Kerens, TX",Population served:249,75144
City of Trinidad,"Trinidad, TX","Population served:1,482",75144
Lancaster Municipal Utility District 1,"Houston, TX","Population served:1,494",75146
Cottonwood Creek Mobile Home Park,"Glenn Heights, TX",Population served:228,75146
Parkerville East Mobile Home Park,"Lancaster, TX",Population served:50,75146
Shady Acres,"Tyler, TX",Population served:57,75147
City of Eustace,"Eustace, TX","Population served:1,548",75147
Crescent Heights Water Supply Corporation,"Athens, TX","Population served:1,935",75148
City of Malakoff,"Malakoff, TX","Population served:3,141",75148
City of Star Harbor,"Malakoff, TX",Population served:444,75148
Lake View Mgmt & Development District Long C,"Dallas, TX",Population served:195,75148
Caney Cove Water System,"Malakoff, TX",Population served:66,75148
Briarwood Harbor,"Pflugerville, TX",Population served:102,75148
High Point Water Company,"Austin, TX",Population served:144,75148
City of Balch Springs,"Balch Springs, TX","Population served:30,234",75149
City of Palmer,"Palmer, TX","Population served:2,400",75152
City of Red Oak,"Red Oak, TX","Population served:10,934",75154
Red Oak Community Water Service,"Red Oak, TX",Population served:280,75154
Cedarview Estates,"Athens, TX",Population served:186,75156
Esquire Estates II,"Athens, TX",Population served:126,75156
West Cedar Creek MUD,"Tool, TX","Population served:19,185",75156
Federal Correctional Institution Seagovi,"Seagoville, TX","Population served:2,400",75159
City of Terrell,"Terrell, TX","Population served:17,500",75160
Ables Springs Water Supply Corporation,"Terrell, TX","Population served:3,582",75160
WestOaks Phoenix Corporation,"Terrell, TX",Population served:27,75160
College Mound Special Utility District,"Terrell, TX","Population served:9,678",75160
Whispering Oaks Water Co-op,"Quinlan, TX",Population served:105,75160
Elmo Water Supply Corporation,"Elmo, TX","Population served:2,280",75161
Carolynn Estates,"Pflugerville, TX","Population served:3,357",75163
Lakewood Water West,"Corsicana, TX",Population served:477,75163
Lakeview Water System,"Itasca, TX",Population served:207,75165
Buena Vista Bethel Special Utility District,"Waxahachie, TX","Population served:5,118",75165
Copeville Special Utility District,"Copeville, TX","Population served:4,488",75166
City of Waxahachie,"Waxahachie, TX","Population served:36,422",75167
Mountain Peak SUD,"Midlothian, TX","Population served:16,008",75167
Grande Casa,"Red Oak, TX",Population served:418,75167
Emerald Forest,"Red Oak, TX",Population served:158,75167
Spanish Grant Subdivision,"Red Oak, TX",Population served:278,75167
Files Valley Water Supply Corporation,"Itasca, TX","Population served:3,183",75167
South Ellis County Water Supply,"Italy, TX","Population served:1,590",75167
South Tawakoni Water Supply Corporation,"Wills Point, TX","Population served:4,317",75169
City of Wills Point,"Wills Point, TX","Population served:6,384",75169
Combined Consumers Special Utility District,"Quinlan, TX","Population served:7,965",75169
Holiday Estates Water,"Austin, TX",Population served:222,75169
Caddo Basin SUD,"Greenville, TX","Population served:13,335",75173
City of Royse City,"Royse City, TX","Population served:14,212",75173
Oak Ridge Estates,"Austin, TX",Population served:57,75189
University Park,"Dallas, TX","Population served:23,040",75205
Town of Highland Park,"Dallas, TX","Population served:8,564",75209
City of Cockrell Hill,"Dallas, TX","Population served:4,193",75211
D Bar B Mobile Home Ranch,"Dallas, TX",Population served:196,75217
Hickory Creek Special Utility District,"Celeste, TX","Population served:3,882",75401
Shady Grove Water Supply Corporation,"Greenville, TX","Population served:1,590",75401
Jacobia Water Supply Corporation,"Greenville, TX","Population served:1,113",75401
North Hunt Special Utility District,"Commerce, TX","Population served:4,206",75401
Campbell Water Supply Corporation,"Campbell, TX","Population served:1,509",75401
Desert Water Supply Corporation,"Blue Ridge, TX","Population served:1,764",75409
Frognot Water Supply Corporation,"Blue Ridge, TX","Population served:2,070",75409
City of Van Alstyne,"Van Alstyne, TX","Population served:4,250",75409
City of Alba,"Alba, TX",Population served:753,75410
South Rains Special Utility District,"Emory, TX","Population served:3,150",75410
Lake Fork Water Supply Corporation,"Yantis, TX","Population served:4,527",75410
Choctaw County Rural Water District #1,"Grant, OK","Population served:2,300",75411
Red River County Water Supply Corporation,"Clarksville, TX","Population served:6,738",75412
City of Bailey,"Bailey, TX",Population served:230,75413
City of Bells,"Bells, TX","Population served:2,061",75414
Ben Franklin Water Supply Corporation,"Ben Franklin, TX",Population served:249,75415
Lamar County Water Supply District,"Paris, TX","Population served:22,269",75415
City of Blossom,"Blossom, TX","Population served:1,439",75416
Pattonville Water Supply Corporation,"Pattonville, TX",Population served:543,75416
410 Water Supply Corporation,"Detroit, TX","Population served:2,406",75416
City of Paris,"Paris, TX","Population served:25,498",75416
City of Deport,"Deport, TX",Population served:750,75416
City of Talco,"Talco, TX",Population served:978,75417
City of Bogata,"Bogata, TX","Population served:1,749",75417
Cypress Springs SUD N Plant 1 and NE Plant,"Mount Vernon, TX","Population served:11,232",75417
White Shed Water Supply Corporation,"Ivanhoe, TX","Population served:3,021",75418
Bartley Woods Water Supply Corporation,"Bonham, TX",Population served:732,75418
Arledge Ridge Water Supply Corporation,"Bailey, TX","Population served:1,713",75418
Ravenna Nunnelee Water Supply Corporation,"Bonham, TX",Population served:960,75418
City of Bonham,"Bonham, TX","Population served:10,123",75418
Gober Municipal Utility District,"Gober, TX",Population served:474,75418
Randolph Water Supply Corporation,"Randolph, TX",Population served:210,75418
City of Ector,"Ector, TX",Population served:960,75418
Brashear Water Supply Corporation,"Brashear, TX",Population served:701,75420
Miller Grove Water Supply Corporation,"Cumby, TX","Population served:1,968",75420
Maloy Water Supply Corporation,"Commerce, TX",Population served:585,75422
Texas A&m University Commerce,"Commerce, TX","Population served:4,350",75422
City of Celeste,"Celeste, TX",Population served:872,75423
West Leonard Water Supply Corporation,"Leonard, TX","Population served:2,169",75424
City of Blue Ridge,"Blue Ridge, TX","Population served:1,329",75424
Westminster Water Supply Corporation,"Westminster, TX","Population served:2,181",75424
City of Clarksville,"Clarksville, TX","Population served:4,548",75426
Mccurtain County Rural Water District #7,"Garvin, OK","Population served:1,847",75426
City of Annona,"Annona, TX",Population served:363,75426
City of Commerce,"Commerce, TX","Population served:8,240",75428
West Delta Water Supply Corporation,"Klondike, TX","Population served:1,416",75428
Delta County Municipal Utility District,"Cooper, TX","Population served:3,060",75428
Gafford Chapel Water Supply Corporation,"Sulphur Springs, TX","Population served:1,428",75428
Jones Water Supply Corporation,"Quitman, TX","Population served:5,652",75431
Brinker Water Supply Corporation,"Sulphur Springs, TX","Population served:2,745",75431
Sharon Water Supply Corporation,"Winnsboro, TX","Population served:8,307",75431
City of Como,"Como, TX",Population served:918,75431
City of Cooper,"Cooper, TX","Population served:2,135",75432
City of Cumby,"Cumby, TX",Population served:777,75433
Shirley Water Supply Corporation,"Sulphur Springs, TX","Population served:2,715",75433
North Hopkins Water Supply Corporation,"Sulphur Springs, TX","Population served:7,653",75433
City of Reno,Reno,"Population served: 3,240",75434
City of Roxton,Roxton,Population served: 642,75434
M J C Water Supply Corporation,Pattonville,Population served: 930,75434
Petty Water Supply Corporation,Petty,Population served: 180,75434
City of Detroit,"Detroit, TX",Population served:732,75436
City of Dodd City,"Dodd City, TX",Population served:366,75438
City of Emory,"Emory, TX","Population served:3,657",75440
Bright Star Salem Special Utility District 2,"Alba, TX",Population served:339,75440
City of Point,"Point, TX","Population served:2,886",75440
North Farmersville Water Supply Corporation,"Farmersville, TX",Population served:375,75442
City of Farmersville,"Farmersville, TX","Population served:3,310",75442
Mccraw Chapel Water Supply Corporation,"Honey Grove, TX",Population served:252,75446
Dial Water Supply Corporation,"Honey Grove, TX",Population served:250,75446
City of Honey Grove,"Honey Grove, TX","Population served:1,668",75446
City of Windom,"Windom, TX",Population served:199,75446
Bois D Arc Municipal Utility District,"Honey Grove, TX","Population served:3,393",75447
Bryan County Rw&sd #5,"Durant, OK","Population served:8,325",75447
City of Ladonia,"Ladonia, TX",Population served:930,75449
Cypress Springs Special Utility District South Plant,"Mount Vernon, TX","Population served:2,775",75451
Newsome Water Supply Corporation,"Pittsburg, TX",Population served:399,75451
H A B Water Supply Corporation,"Leesburg, TX",Population served:141,75451
City of Leonard,"Leonard, TX","Population served:1,990",75452
City of Wolfe City,"Wolfe City, TX","Population served:2,004",75452
City of Trenton,"Trenton, TX",Population served:657,75452
City of Lone Oak,"Lone Oak, TX",Population served:601,75453
City of East Tawakoni,"East Tawakoni, TX",Population served:893,75453
City of Mount Pleasant,"Mount Pleasant, TX","Population served:16,113",75455
City of Winfield,"Winfield, TX",Population served:477,75455
Bi County WSC 1,"Pittsburg, TX","Population served:10,884",75455
Bi County Water Supply Corporation 3,"Pittsburg, TX","Population served:1,986",75455
Cypress Springs Special Utility District Pine Valley,"Mount Vernon, TX",Population served:270,75457
City of Mount Vernon,"Mount Vernon, TX","Population served:2,662",75457
Cornersville Water Supply Corporation,"Pickton, TX","Population served:1,107",75471
City of Quinlan,"Quinlan, TX","Population served:2,238",75474
City of West Tawakoni,"West Tawakoni, TX","Population served:3,168",75474
4 R Ranch Water 2,"Quinlan, TX",Population served:214,75474
Quinlan North Subdivision,"Austin, TX",Population served:204,75474
Country Wood Estates,"Austin, TX",Population served:404,75474
Barrow Subdivision,"Austin, TX",Population served:267,75474
Quinlan South Subdivision,"Austin, TX",Population served:123,75474
Caddo Mesa Water Supply Corporation,"Quinlan, TX",Population served:90,75474
Rockwall East Mini Ranch,"Austin, TX",Population served:117,75474
Crazy Horse Subdivision,"Austin, TX",Population served:567,75474
City of Savoy,"Savoy, TX",Population served:831,75479
City of Whitewright,"Whitewright, TX","Population served:2,150",75479
Martin Springs Water Supply Corporation,"Como, TX","Population served:3,891",75482
City of Sulphur Springs,"Sulphur Springs, TX","Population served:15,449",75482
Shady Grove No. 2 Water Supply Corporation,"Sulphur Springs, TX",Population served:696,75482
Pleasant Hill Water Supply Corporation 2,"Sulphur Springs, TX",Population served:288,75482
Tri SUD,"Mount Pleasant, TX","Population served:17,304",75487
Town of Millers Cove,"Winfield, TX",Population served:183,75493
Fouke Water Supply Corporation,"Mineola, TX","Population served:7,329",75494
City of Winnsboro,"Winnsboro, TX","Population served:3,884",75494
Big Wood Springs Water System,"Cumby, TX",Population served:174,75494
Pickton Water Supply Corporation,"Pickton, TX",Population served:669,75494
Pritchett Water Supply Corporation,"Gilmer, TX","Population served:8,943",75494
City of Yantis,"Yantis, TX",Population served:789,75497
Texarkana Water Utilities,"Texarkana, TX","Population served:38,418",75501
City of Redwater,"Redwater, TX","Population served:4,200",75501
City of Nash,"Nash, TX","Population served:4,596",75501
City of Wake Village,"Wake Village, TX","Population served:5,492",75501
Texarkana Estates,"Midland, TX",Population served:264,75501
Country Paradise Mobile Home & Rv Park,"Texarkana, TX",Population served:141,75501
Leroys Mobile Home Park,"Texarkana, TX",Population served:60,75501
Riverbend Water Resources District,"New Boston, TX","Population served:5,343",75501
Woodland Estates,"Texarkana, TX",Population served:171,75501
City of Leary,"Hooks, TX",Population served:744,75501
Central Bowie County Water Supply Corporation,"New Boston, TX","Population served:8,748",75501
Macedonia Eylau Municipal Utility District 1,"Texarkana, TX","Population served:8,373",75503
El Chaparral Mobile Home Park,"Texarkana, TX",Population served:243,75503
Eastern Cass Water Supply Corporation,"Bivins, TX","Population served:2,127",75551
City of Atlanta,"Atlanta, TX","Population served:5,675",75551
Bloomburg Water Supply Corporation,"Bloomburg, TX",Population served:672,75551
Spring Valley Subdivision,"Atlanta, TX",Population served:51,75551
Green Hills Subdivision,"Atlanta, TX",Population served:90,75551
Whispering Pines Subdivision,"Atlanta, TX",Population served:72,75551
City of Queen City,"Queen City, TX","Population served:2,634",75551
Oak Grove Water Supply Corporation,"De Kalb, TX",Population served:831,75554
City of Avery,"Avery, TX",Population served:756,75554
Mccurtain County Rural Water District #1,"Haworth, OK","Population served:3,842",75554
East Marion County Water Supply Company,"Jefferson, TX","Population served:2,655",75555
Western Cass Water Supply Corporation,"Linden, TX","Population served:4,956",75556
City of Dekalb,"Dekalb, TX","Population served:1,699",75559
City of Douglassville,"Douglassville, TX",Population served:264,75560
Burns Redbank Water Supply Corporation,"Hooks, TX","Population served:2,154",75561
City of New Boston,"New Boston, TX","Population served:7,700",75561
City of Linden,"Linden, TX","Population served:1,934",75563
City of Jefferson,Jefferson,"Population served: 2,009",75564
Creek Water Utility,Jefferson,Population served: 180,75564
Crestwood Water Company,Austin,Population served: 675,75564
Holiday Harbor,Jefferson,Population served: 249,75564
Indian Hills Harbor,Pflugerville,Population served: 276,75564
Kellyville Berea Water Supply Corporation,Jefferson,"Population served: 1,125",75564
Mims Water Supply Corporation,Avinger,"Population served: 2,550",75564
Northeast Texas Municipal Water District,Hughes Springs,Population served: 0,75564
Pine Harbor Subdivision,Pflugerville,Population served: 858,75564
,,Population served: 0,75564
City of Marietta,"Marietta, TX",Population served:375,75566
City of Maud,"Maud, TX","Population served:2,334",75567
City of Naples,"Naples, TX","Population served:1,908",75568
Holly Springs Water Supply Corporation East Meter,"Daingerfield, TX","Population served:1,311",75568
City of Hooks,"Hooks, TX","Population served:3,654",75570
City of Omaha,"Omaha, TX","Population served:1,749",75571
City of Domino,"Queen City, TX",Population served:318,75572
Gum Springs Water Supply Corporation 1,"Hallsville, TX","Population served:2,874",75601
Gum Springs Water Supply Corporation 2,"Hallsville, TX","Population served:7,203",75601
City of Longview,"Longview, TX","Population served:80,455",75602
West Harrison Water Supply Corporation,"Hallsville, TX","Population served:1,437",75602
Big Oak Mobile Home Park,"West Hollywood, CA",Population served:747,75602
Johnson Mobile Home Park,"Longview, TX",Population served:60,75602
Elderville Water Supply Corporation,"Longview, TX","Population served:9,072",75602
Cross Roads Special Utility District,"Kilgore, TX","Population served:3,828",75603
Chalk Hill Special Utility District,"Henderson, TX","Population served:4,284",75603
Liberty City Water Supply Corporation,"Kilgore, TX","Population served:6,345",75603
City of Clarksville City,"White Oak, TX","Population served:1,293",75604
City of East Mountain,"Gilmer, TX","Population served:2,118",75604
City of White Oak,"White Oak, TX","Population served:6,469",75604
Garden Acres Subdivision,"Tyler, TX",Population served:258,75604
City of Gladewater,"Gladewater, TX","Population served:6,441",75604
Glenwood Water Supply Corporation,"Gilmer, TX","Population served:3,261",75605
Forest Lake Subdivision,"Austin, TX",Population served:411,75605
