Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
City of Corvallis,Total trihalomethanes (TTHMs)†,19.8 ppb,0.15 ppb,80 ppb
City of Corvallis,Chlorate,172.6 ppb,210 ppb,
City of Corvallis,Chromium (total),0.507 ppb,,100 ppb
City of Corvallis,Fluoride,0.707 ppm,,4 ppm
City of Corvallis,Manganese,1.24 ppb,100 ppb,
City of Corvallis,Nitrate,0.0292 ppm,0.14 ppm,10 ppm
City of Corvallis,Strontium,0.0301 ppb,"1,500 ppb",
City of Corvallis,Vanadium,2.09 ppb,21 ppb,
City of Corvallis,None,,,
City of Albany,Haloacetic acids (HAA5)†,21.9 ppb,0.1 ppb,60 ppb
City of Albany,Haloacetic acids (HAA9)†,23.0 ppb,0.06 ppb,
City of Albany,"Radium, combined (-226 &amp; -228)",0.83 pCi/L,0.05 pCi/L,5 pCi/L
City of Albany,Total trihalomethanes (TTHMs)†,41.4 ppb,0.15 ppb,80 ppb
City of Albany,Chlorate,93.1 ppb,210 ppb,
City of Albany,Chromium (hexavalent),0.0384 ppb,0.02 ppb,
City of Albany,Chromium (total),0.0294 ppb,,100 ppb
City of Albany,Manganese,4.35 ppb,100 ppb,
City of Albany,Nitrate,0.127 ppm,0.14 ppm,10 ppm
City of Albany,Strontium,0.0263 ppb,"1,500 ppb",
City of Albany,Vanadium,0.453 ppb,21 ppb,
City of Albany,None,,,
City of Lebanon,Haloacetic acids (HAA5)†,13.4 ppb,0.1 ppb,60 ppb
City of Lebanon,Haloacetic acids (HAA9)†,25.6 ppb,0.06 ppb,
City of Lebanon,Total trihalomethanes (TTHMs)†,22.1 ppb,0.15 ppb,80 ppb
City of Lebanon,Chlorate,70.0 ppb,210 ppb,
City of Lebanon,Chromium (hexavalent),0.00963 ppb,0.02 ppb,
City of Lebanon,Fluoride,0.380 ppm,,4 ppm
City of Lebanon,Manganese,131.3 ppb,100 ppb,
City of Lebanon,Nitrate,0.0468 ppm,0.14 ppm,10 ppm
City of Lebanon,Strontium,0.0231 ppb,"1,500 ppb",
City of Lebanon,Vanadium,0.223 ppb,21 ppb,
City of Lebanon,None,,,
City of Dallas,Chromium (hexavalent),0.149 ppb,0.02 ppb,
City of Dallas,Haloacetic acids (HAA5)†,21.0 ppb,0.1 ppb,60 ppb
City of Dallas,Haloacetic acids (HAA9)†,27.3 ppb,0.06 ppb,
City of Dallas,Total trihalomethanes (TTHMs)†,33.4 ppb,0.15 ppb,80 ppb
City of Dallas,Chromium (total),0.245 ppb,,100 ppb
City of Dallas,Molybdenum,0.150 ppb,40 ppb,
City of Dallas,Nitrate,0.0850 ppm,0.14 ppm,10 ppm
City of Dallas,Nitrate and nitrite,0.110 ppm,0.14 ppm,10 ppm
City of Dallas,Nitrite,0.01000 ppm,,1 ppm
City of Dallas,Strontium,0.0246 ppb,"1,500 ppb",
City of Dallas,Vanadium,1.01 ppb,21 ppb,
City of Dallas,None,,,
"Monmouth, City of",Nitrate,5.50 ppm,0.14 ppm,10 ppm
"Monmouth, City of",Nitrate and nitrite,7.57 ppm,0.14 ppm,10 ppm
"Monmouth, City of",Total trihalomethanes (TTHMs)†,4.82 ppb,0.15 ppb,80 ppb
"Monmouth, City of",Asbestos,0.13 MFL,,7 MFL
"Monmouth, City of",Fluoride,0.792 ppm,,4 ppm
"Monmouth, City of",None,,,
"Sweet Home, City of",Haloacetic acids (HAA5)†,7.34 ppb,0.1 ppb,60 ppb
"Sweet Home, City of",Total trihalomethanes (TTHMs)†,14.8 ppb,0.15 ppb,80 ppb
"Sweet Home, City of",Fluoride,0.622 ppm,,4 ppm
"Sweet Home, City of",Nitrate,0.0299 ppm,0.14 ppm,10 ppm
"Sweet Home, City of",None,,,
Independence Water Association,Chloroform,1.59 ppb,0.4 ppb,
Independence Water Association,Dichloroacetic acid,1.000 ppb,0.2 ppb,
Independence Water Association,Haloacetic acids (HAA5)†,1.000 ppb,0.1 ppb,60 ppb
Independence Water Association,Nitrate,0.658 ppm,0.14 ppm,10 ppm
Independence Water Association,Nitrate and nitrite,0.658 ppm,0.14 ppm,10 ppm
Independence Water Association,Total trihalomethanes (TTHMs)†,1.59 ppb,0.15 ppb,80 ppb
Independence Water Association,Barium,19.5 ppb,700 ppb,"2,000 ppb"
Independence Water Association,Chromium (total),0.400 ppb,,100 ppb
Independence Water Association,None,,,
Philomath Public Works,Haloacetic acids (HAA5)†,23.1 ppb,0.1 ppb,60 ppb
Philomath Public Works,Total trihalomethanes (TTHMs)†,39.7 ppb,0.15 ppb,80 ppb
Philomath Public Works,None,,,
"Harrisburg, City of",Arsenic,3.68 ppb,0.004 ppb,10 ppb
"Harrisburg, City of",Haloacetic acids (HAA5)†,5.75 ppb,0.1 ppb,60 ppb
"Harrisburg, City of","Radium, combined (-226 &amp; -228)",0.40 pCi/L,0.05 pCi/L,5 pCi/L
"Harrisburg, City of",Total trihalomethanes (TTHMs)†,39.6 ppb,0.15 ppb,80 ppb
"Harrisburg, City of",Barium,64.5 ppb,700 ppb,"2,000 ppb"
"Harrisburg, City of",Chromium (total),0.437 ppb,,100 ppb
"Harrisburg, City of",None,,,
Luckiamute Domestic Water Co-op,Haloacetic acids (HAA5)†,14.6 ppb,0.1 ppb,60 ppb
Luckiamute Domestic Water Co-op,Nitrate,4.71 ppm,0.14 ppm,10 ppm
Luckiamute Domestic Water Co-op,Nitrate and nitrite,5.24 ppm,0.14 ppm,10 ppm
Luckiamute Domestic Water Co-op,Total trihalomethanes (TTHMs)†,14.2 ppb,0.15 ppb,80 ppb
Luckiamute Domestic Water Co-op,Barium,8.00 ppb,700 ppb,"2,000 ppb"
Luckiamute Domestic Water Co-op,Nitrite,0.110 ppm,,1 ppm
Luckiamute Domestic Water Co-op,None,,,
Lyons Mehama Water District,Haloacetic acids (HAA5)†,7.80 ppb,0.1 ppb,60 ppb
Lyons Mehama Water District,Nitrate,1.28 ppm,0.14 ppm,10 ppm
Lyons Mehama Water District,Nitrate and nitrite,0.726 ppm,0.14 ppm,10 ppm
Lyons Mehama Water District,Total trihalomethanes (TTHMs)†,12.1 ppb,0.15 ppb,80 ppb
Lyons Mehama Water District,None,,,
"Bandon, City of",Haloacetic acids (HAA5)†,9.66 ppb,0.1 ppb,60 ppb
"Bandon, City of",Total trihalomethanes (TTHMs)†,37.9 ppb,0.15 ppb,80 ppb
"Bandon, City of",None,,,
Bridge Water District,Haloacetic acids (HAA5)†,1.75 ppb,0.1 ppb,60 ppb
Bridge Water District,Nitrate,0.426 ppm,0.14 ppm,10 ppm
Bridge Water District,Total trihalomethanes (TTHMs)†,10.2 ppb,0.15 ppb,80 ppb
Bridge Water District,None,,,
Coos Bay North Bend Water Board,Haloacetic acids (HAA5)†,13.4 ppb,0.1 ppb,60 ppb
Coos Bay North Bend Water Board,Haloacetic acids (HAA9)†,20.3 ppb,0.06 ppb,
Coos Bay North Bend Water Board,Nitrate,0.436 ppm,0.14 ppm,10 ppm
Coos Bay North Bend Water Board,"Radium, combined (-226 &amp; -228)",2.50 pCi/L,0.05 pCi/L,5 pCi/L
Coos Bay North Bend Water Board,Total trihalomethanes (TTHMs)†,31.1 ppb,0.15 ppb,80 ppb
Coos Bay North Bend Water Board,Barium,10.7 ppb,700 ppb,"2,000 ppb"
Coos Bay North Bend Water Board,Chlorate,9.38 ppb,210 ppb,
Coos Bay North Bend Water Board,Fluoride,0.713 ppm,,4 ppm
Coos Bay North Bend Water Board,Manganese,13.1 ppb,100 ppb,
Coos Bay North Bend Water Board,Nitrate and nitrite,0.211 ppm,0.14 ppm,10 ppm
Coos Bay North Bend Water Board,Strontium,0.0344 ppb,"1,500 ppb",
Coos Bay North Bend Water Board,None,,,
"Coquille, City of",Haloacetic acids (HAA5)†,21.2 ppb,0.1 ppb,60 ppb
"Coquille, City of",Haloacetic acids (HAA9)†,27.6 ppb,0.06 ppb,
"Coquille, City of",Nitrate,1.51 ppm,0.14 ppm,10 ppm
"Coquille, City of",Total trihalomethanes (TTHMs)†,37.9 ppb,0.15 ppb,80 ppb
"Coquille, City of",Manganese,13.6 ppb,100 ppb,
"Coquille, City of",None,,,
Asheboro Country Club Estates,Arsenic,5.00 ppb,0.004 ppb,10 ppb
Asheboro Country Club Estates,Bromodichloromethane,3.10 ppb,0.06 ppb,
Asheboro Country Club Estates,Chloroform,3.90 ppb,0.4 ppb,
Asheboro Country Club Estates,Dibromochloromethane,2.20 ppb,0.1 ppb,
Asheboro Country Club Estates,Dichloroacetic acid,1.40 ppb,0.2 ppb,
Asheboro Country Club Estates,Haloacetic acids (HAA5)†,1.40 ppb,0.1 ppb,60 ppb
Asheboro Country Club Estates,Total trihalomethanes (TTHMs)†,9.20 ppb,0.15 ppb,80 ppb
Asheboro Country Club Estates,Di(2-ethylhexyl) adipate,0.704 ppb,200 ppb,400 ppb
Asheboro Country Club Estates,Di(2-ethylhexyl) phthalate,1.70 ppb,3 ppb,6 ppb
Asheboro Country Club Estates,Fluoride,0.120 ppm,,4 ppm
Asheboro Country Club Estates,None,,,
Dean Minard Water District,Haloacetic acids (HAA5)†,17.9 ppb,0.1 ppb,60 ppb
Dean Minard Water District,Haloacetic acids (HAA9)*†,27.6 ppb,0.06 ppb,
Dean Minard Water District,Nitrate*,1.51 ppm,0.14 ppm,10 ppm
Dean Minard Water District,Total trihalomethanes (TTHMs)†,59.7 ppb,0.15 ppb,80 ppb
Dean Minard Water District,Manganese*,13.6 ppb,100 ppb,
Garden Valley Water Association,Haloacetic acids (HAA5)†,39.0 ppb,0.1 ppb,60 ppb
Garden Valley Water Association,Nitrate,0.540 ppm,0.14 ppm,10 ppm
Garden Valley Water Association,Nitrate and nitrite,0.571 ppm,0.14 ppm,10 ppm
Garden Valley Water Association,Total trihalomethanes (TTHMs)†,41.5 ppb,0.15 ppb,80 ppb
Garden Valley Water Association,Barium,28.2 ppb,700 ppb,"2,000 ppb"
Garden Valley Water Association,Xylenes (total),0.502 ppb,"1,800 ppb","10,000 ppb"
Garden Valley Water Association,None,,,
Howell's Lakeside Water Company,Arsenic,1.50 ppb,0.004 ppb,10 ppb
Howell's Lakeside Water Company,Chromium (hexavalent),4.10 ppb,0.02 ppb,
Howell's Lakeside Water Company,Nitrate,1.01 ppm,0.14 ppm,10 ppm
Howell's Lakeside Water Company,Fluoride,0.140 ppm,,4 ppm
Howell's Lakeside Water Company,"Radium, combined (-226 &amp; -228)",0.07 pCi/L,0.05 pCi/L,5 pCi/L
Howell's Lakeside Water Company,None,,,
"Myrtle Point, City of",Haloacetic acids (HAA5)†,22.4 ppb,0.1 ppb,60 ppb
"Myrtle Point, City of",Nitrate,0.615 ppm,0.14 ppm,10 ppm
"Myrtle Point, City of",Total trihalomethanes (TTHMs)†,41.2 ppb,0.15 ppb,80 ppb
"Myrtle Point, City of",None,,,
North Bayside Estates-north,Arsenic,8.70 ppb,0.004 ppb,10 ppb
North Bayside Estates-north,Nitrate,0.373 ppm,0.14 ppm,10 ppm
North Bayside Estates-north,Nitrate and nitrite,0.352 ppm,0.14 ppm,10 ppm
North Bayside Estates-north,Barium,2.82 ppb,700 ppb,"2,000 ppb"
North Bayside Estates-north,Selenium,2.64 ppb,30 ppb,50 ppb
North Bayside Estates-north,None,,,
North Bayside Estates-north,Arsenic,8.70 ppb,0.004 ppb,10 ppb
North Bayside Estates-north,Nitrate,0.373 ppm,0.14 ppm,10 ppm
North Bayside Estates-north,Nitrate and nitrite,0.352 ppm,0.14 ppm,10 ppm
North Bayside Estates-north,Barium,2.82 ppb,700 ppb,"2,000 ppb"
North Bayside Estates-north,Selenium,2.64 ppb,30 ppb,50 ppb
North Bayside Estates-north,None,,,
"Powers, City of",Haloacetic acids (HAA5)†,14.4 ppb,0.1 ppb,60 ppb
"Powers, City of",Total trihalomethanes (TTHMs)†,20.8 ppb,0.15 ppb,80 ppb
"Powers, City of",Barium,8.85 ppb,700 ppb,"2,000 ppb"
"Powers, City of",Chromium (total),1.43 ppb,,100 ppb
"Powers, City of",Nitrate,0.0671 ppm,0.14 ppm,10 ppm
"Powers, City of",None,,,
Rink Creek Water District,Haloacetic acids (HAA5)†,32.4 ppb,0.1 ppb,60 ppb
Rink Creek Water District,Haloacetic acids (HAA9)*†,27.6 ppb,0.06 ppb,
Rink Creek Water District,Nitrate*,1.51 ppm,0.14 ppm,10 ppm
Rink Creek Water District,Total trihalomethanes (TTHMs)†,59.1 ppb,0.15 ppb,80 ppb
Rink Creek Water District,Manganese*,13.6 ppb,100 ppb,
Sand-n-wood Mobile Villa,Nitrate,2.42 ppm,0.14 ppm,10 ppm
Sand-n-wood Mobile Villa,Nitrate and nitrite,2.01 ppm,0.14 ppm,10 ppm
Sand-n-wood Mobile Villa,"Radium, combined (-226 &amp; -228)",2.07 pCi/L,0.05 pCi/L,5 pCi/L
Sand-n-wood Mobile Villa,Barium,25.7 ppb,700 ppb,"2,000 ppb"
Sand-n-wood Mobile Villa,None,,,
Shelley Road-crest Acres Water District,Haloacetic acids (HAA5)†,14.2 ppb,0.1 ppb,60 ppb
Shelley Road-crest Acres Water District,Haloacetic acids (HAA9)*†,27.6 ppb,0.06 ppb,
Shelley Road-crest Acres Water District,Nitrate*,1.51 ppm,0.14 ppm,10 ppm
Shelley Road-crest Acres Water District,Total trihalomethanes (TTHMs)†,51.5 ppb,0.15 ppb,80 ppb
Shelley Road-crest Acres Water District,Manganese*,13.6 ppb,100 ppb,
Weiss Estates Water System,Haloacetic acids (HAA5)†,61.9 ppb,0.1 ppb,60 ppb
Weiss Estates Water System,Total trihalomethanes (TTHMs)†,84.8 ppb,0.15 ppb,80 ppb
Weiss Estates Water System,None,,,
Eugene Water & Electric Board,Arsenic,0.0779 ppb,0.004 ppb,10 ppb
Eugene Water & Electric Board,Chromium (hexavalent),0.104 ppb,0.02 ppb,
Eugene Water & Electric Board,Haloacetic acids (HAA5)†,19.4 ppb,0.1 ppb,60 ppb
Eugene Water & Electric Board,Haloacetic acids (HAA9)†,15.5 ppb,0.06 ppb,
Eugene Water & Electric Board,Total trihalomethanes (TTHMs)†,23.3 ppb,0.15 ppb,80 ppb
Eugene Water & Electric Board,Barium,1.34 ppb,700 ppb,"2,000 ppb"
Eugene Water & Electric Board,Chromium (total),0.0122 ppb,,100 ppb
Eugene Water & Electric Board,Fluoride,0.00662 ppm,,4 ppm
