Utility name,City,People served,Zip
Evergreen Subdivision,Joliet,Population served: 45,59008
"Fromberg, Town of",Fromberg,Population served: 500,59008
Green Acres Mobile Home Park,Powell,Population served: 375,59008
"Joliet, Town of",Joliet,Population served: 600,59008
Juby`s Mobile Home Park,Powell,Population served: 300,59008
"Meeteetse, Town Of",Meeteetse,Population served: 327,59008
Northwest Rural Water District,Cody,"Population served: 5,998",59008
"Powell, City Of",Powell,"Population served: 6,700",59008
Red Lodge Water Department,Red Lodge,"Population served: 2,000",59008
Rio Vista Estates Ho Association Inc.,Laurel,Population served: 50,59008
Rivers Bend Trailer Court,Powell,Population served: 100,59008
Roberts Wua Carbon County Water and Sewer,Roberts,Population served: 300,59008
Shoshone Municipal Pipeline,Cody,Population served: 25,59008
Ynp-mammoth Hot Springs,Yellowstone National Park,"Population served: 2,600",59008
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59010
"Hardin, City of",Hardin,"Population served: 3,500",59010
"Hysham, Town of",Hysham,Population served: 262,59010
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59010
Wegner Water Service Hauler,Hardin,Population served: 50,59010
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59010
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59010
"Big Timber, City of",Big Timber,"Population served: 1,650",59011
Cottonwood Estates,Greycliff,Population served: 50,59011
Deer Creek Mobile Home Park,Big Timber,Population served: 22,59011
Strobel Trailer Court,Big Timber,Population served: 60,59011
Ashland Water and Sewer District,Ashland,Population served: 400,59012
"Colstrip, City of",Colstrip,"Population served: 2,350",59012
"Forsyth, City of",Forsyth,"Population served: 1,944",59012
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59012
"Hardin, City of",Hardin,"Population served: 3,500",59012
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59012
St. Labre Indian School,Ashland,Population served: 650,59012
Wegner Water Service Hauler,Hardin,Population served: 50,59012
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59012
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59012
Bearcreek Municipal Water System,Red Lodge,Population served: 200,59013
Belfry Carbon County Water and Sewer District,Belfry,Population served: 205,59013
"Bridger, Town of",Bridger,Population served: 750,59013
Cooney Enterprises,Roberts,Population served: 50,59013
Evergreen Subdivision,Joliet,Population served: 45,59013
"Fromberg, Town of",Fromberg,Population served: 500,59013
"Joliet, Town of",Joliet,Population served: 600,59013
Red Lodge Water Department,Red Lodge,"Population served: 2,000",59013
Rio Vista Estates Ho Association Inc.,Laurel,Population served: 50,59013
Roberts Wua Carbon County Water and Sewer,Roberts,Population served: 300,59013
Bearcreek Municipal Water System,Red Lodge,Population served: 200,59014
Belfry Carbon County Water and Sewer District,Belfry,Population served: 205,59014
"Bridger, Town of",Bridger,Population served: 750,59014
Cooney Enterprises,Roberts,Population served: 50,59014
Evergreen Subdivision,Joliet,Population served: 45,59014
"Fromberg, Town of",Fromberg,Population served: 500,59014
"Joliet, Town of",Joliet,Population served: 600,59014
Red Lodge Water Department,Red Lodge,"Population served: 2,000",59014
Rio Vista Estates Ho Association Inc.,Laurel,Population served: 50,59014
Roberts Wua Carbon County Water and Sewer,Roberts,Population served: 300,59014
City of Billings,"Billings, MT","Population served:114,000",59015
Co Water District of Billings Heights,"Billings, MT","Population served:12,000",59015
Laurel Municipal Water System,"Laurel, MT","Population served:6,339",59015
Lockwood Water and Sewer District,"Billings, MT","Population served:5,900",59015
"Columbus, Town of","Columbus, MT","Population served:1,900",59015
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59016
"Hardin, City of",Hardin,"Population served: 3,500",59016
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59016
Wegner Water Service Hauler,Hardin,Population served: 50,59016
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59016
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59016
Avalon Subdivision,Livingston,Population served: 135,59018
Big Spur Trailer Court,Livingston,Population served: 65,59018
"Cinnabar, The",Gardiner,Population served: 175,59018
Clyde Park Water Department,Clyde Park,Population served: 300,59018
Cooke City Water District,Cooke City,Population served: 300,59018
East Gate Work Camp,Gardiner,Population served: 208,59018
Edannes Mobile Home Park,Livingston,Population served: 55,59018
Frontier Mobile Home Park,Livingston,Population served: 50,59018
Gardiner Park County Water District,Gardiner,Population served: 700,59018
Golden Age Village,Gardiner,Population served: 180,59018
"Livingston, City of",Livingston,"Population served: 7,500",59018
Ranch Headquarters,Gardiner,Population served: 85,59018
Sphinx Mountain Mb Hm Park,Gardiner,Population served: 52,59018
Wilsall Water District,Wilsall,Population served: 250,59018
Windmill Trailer Park Well 1,Livingston,Population served: 110,59018
Windmill Trailer Park Well 2,Livingston,Population served: 125,59018
Absarokee Water and Sewer District,Absarokee,"Population served: 1,100",59019
"Columbus, Town of",Columbus,"Population served: 1,900",59019
Eagle Mountain Rural Public Water Supply,Columbus,Population served: 35,59019
Rapelje Water District,Rapelje,Population served: 70,59019
Sherwood Water Station,Columbus,Population served: 25,59019
Avalon Subdivision,Livingston,Population served: 135,59020
Big Spur Trailer Court,Livingston,Population served: 65,59020
"Cinnabar, The",Gardiner,Population served: 175,59020
Clyde Park Water Department,Clyde Park,Population served: 300,59020
Cooke City Water District,Cooke City,Population served: 300,59020
East Gate Work Camp,Gardiner,Population served: 208,59020
Edannes Mobile Home Park,Livingston,Population served: 55,59020
Frontier Mobile Home Park,Livingston,Population served: 50,59020
Gardiner Park County Water District,Gardiner,Population served: 700,59020
Golden Age Village,Gardiner,Population served: 180,59020
"Livingston, City of",Livingston,"Population served: 7,500",59020
Ranch Headquarters,Gardiner,Population served: 85,59020
Sphinx Mountain Mb Hm Park,Gardiner,Population served: 52,59020
Wilsall Water District,Wilsall,Population served: 250,59020
Windmill Trailer Park Well 1,Livingston,Population served: 110,59020
Windmill Trailer Park Well 2,Livingston,Population served: 125,59020
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59022
"Hardin, City of",Hardin,"Population served: 3,500",59022
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59022
Wegner Water Service Hauler,Hardin,Population served: 50,59022
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59022
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59022
City of Billings,"Billings, MT","Population served:114,000",59024
Co Water District of Billings Heights,"Billings, MT","Population served:12,000",59024
Laurel Municipal Water System,"Laurel, MT","Population served:6,339",59024
Lockwood Water and Sewer District,"Billings, MT","Population served:5,900",59024
"Hardin, City of","Hardin, MT","Population served:3,500",59024
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59025
"Hardin, City of",Hardin,"Population served: 3,500",59025
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59025
Wegner Water Service Hauler,Hardin,Population served: 50,59025
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59025
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59025
Bearcreek Municipal Water System,Red Lodge,Population served: 200,59026
Belfry Carbon County Water and Sewer District,Belfry,Population served: 205,59026
"Bridger, Town of",Bridger,Population served: 750,59026
Cooney Enterprises,Roberts,Population served: 50,59026
Evergreen Subdivision,Joliet,Population served: 45,59026
"Fromberg, Town of",Fromberg,Population served: 500,59026
"Joliet, Town of",Joliet,Population served: 600,59026
Red Lodge Water Department,Red Lodge,"Population served: 2,000",59026
Rio Vista Estates Ho Association Inc.,Laurel,Population served: 50,59026
Roberts Wua Carbon County Water and Sewer,Roberts,Population served: 300,59026
Avalon Subdivision,Livingston,Population served: 135,59027
Big Spur Trailer Court,Livingston,Population served: 65,59027
"Cinnabar, The",Gardiner,Population served: 175,59027
Clyde Park Water Department,Clyde Park,Population served: 300,59027
Cooke City Water District,Cooke City,Population served: 300,59027
East Gate Work Camp,Gardiner,Population served: 208,59027
Edannes Mobile Home Park,Livingston,Population served: 55,59027
Frontier Mobile Home Park,Livingston,Population served: 50,59027
Gardiner Park County Water District,Gardiner,Population served: 700,59027
Golden Age Village,Gardiner,Population served: 180,59027
"Livingston, City of",Livingston,"Population served: 7,500",59027
Ranch Headquarters,Gardiner,Population served: 85,59027
Sphinx Mountain Mb Hm Park,Gardiner,Population served: 52,59027
Wilsall Water District,Wilsall,Population served: 250,59027
Windmill Trailer Park Well 1,Livingston,Population served: 110,59027
Windmill Trailer Park Well 2,Livingston,Population served: 125,59027
Absarokee Water and Sewer District,Absarokee,"Population served: 1,100",59028
"Columbus, Town of",Columbus,"Population served: 1,900",59028
Eagle Mountain Rural Public Water Supply,Columbus,Population served: 35,59028
Rapelje Water District,Rapelje,Population served: 70,59028
Sherwood Water Station,Columbus,Population served: 25,59028
Bearcreek Municipal Water System,Red Lodge,Population served: 200,59029
Belfry Carbon County Water and Sewer District,Belfry,Population served: 205,59029
"Bridger, Town of",Bridger,Population served: 750,59029
Cooney Enterprises,Roberts,Population served: 50,59029
Evergreen Subdivision,Joliet,Population served: 45,59029
"Fromberg, Town of",Fromberg,Population served: 500,59029
"Joliet, Town of",Joliet,Population served: 600,59029
Red Lodge Water Department,Red Lodge,"Population served: 2,000",59029
Rio Vista Estates Ho Association Inc.,Laurel,Population served: 50,59029
Roberts Wua Carbon County Water and Sewer,Roberts,Population served: 300,59029
Avalon Subdivision,Livingston,Population served: 135,59030
Big Spur Trailer Court,Livingston,Population served: 65,59030
"Cinnabar, The",Gardiner,Population served: 175,59030
Clyde Park Water Department,Clyde Park,Population served: 300,59030
Cooke City Water District,Cooke City,Population served: 300,59030
East Gate Work Camp,Gardiner,Population served: 208,59030
Edannes Mobile Home Park,Livingston,Population served: 55,59030
Frontier Mobile Home Park,Livingston,Population served: 50,59030
Gardiner Park County Water District,Gardiner,Population served: 700,59030
Golden Age Village,Gardiner,Population served: 180,59030
"Livingston, City of",Livingston,"Population served: 7,500",59030
Ranch Headquarters,Gardiner,Population served: 85,59030
Sphinx Mountain Mb Hm Park,Gardiner,Population served: 52,59030
Wilsall Water District,Wilsall,Population served: 250,59030
Windmill Trailer Park Well 1,Livingston,Population served: 110,59030
Windmill Trailer Park Well 2,Livingston,Population served: 125,59030
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59031
"Hardin, City of",Hardin,"Population served: 3,500",59031
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59031
Wegner Water Service Hauler,Hardin,Population served: 50,59031
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59031
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59031
Ayers Hutterite Colony,Grass Range,Population served: 52,59032
Canteen Water Service,Lewistown,Population served: 100,59032
Deerfield Hutterite Colony,Lewistown,Population served: 51,59032
"Denton, Town of",Denton,Population served: 255,59032
"Grass Range, Town of",Grass Range,Population served: 102,59032
Ken Glass Water,Denton,Population served: 30,59032
King Ranch Colony,Lewistown,Population served: 56,59032
"Lewistown, City of",Lewistown,"Population served: 5,923",59032
"Moore, Town of",Moore,Population served: 186,59032
Mountain Acres Mb Hm Park,Norris,Population served: 320,59032
Roy Water and Sewer District,Roy,Population served: 110,59032
Spring Creek Colony Lewistown,Lewistown,Population served: 48,59032
"Winifred, Town of",Winifred,Population served: 206,59032
"Big Timber, City of",Big Timber,"Population served: 1,650",59033
Cottonwood Estates,Greycliff,Population served: 50,59033
Deer Creek Mobile Home Park,Big Timber,Population served: 22,59033
Strobel Trailer Court,Big Timber,Population served: 60,59033
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59034
"Hardin, City of",Hardin,"Population served: 3,500",59034
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59034
Wegner Water Service Hauler,Hardin,Population served: 50,59034
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59034
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59034
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59035
"Hardin, City of",Hardin,"Population served: 3,500",59035
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59035
Wegner Water Service Hauler,Hardin,Population served: 50,59035
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59035
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59035
Duncan Ranch Colony,Harlowton,Population served: 96,59036
"Harlowton, City of",Harlowton,"Population served: 1,050",59036
"Judith Gap, Town of",Judith Gap,Population served: 126,59036
Martinsdale Colony,Martinsdale,Population served: 150,59036
Springwater Colony,Harlowton,Population served: 100,59036
Two Dot Water Users Company,Two Dot,Population served: 50,59036
City of Billings,"Billings, MT","Population served:114,000",59037
Co Water District of Billings Heights,"Billings, MT","Population served:12,000",59037
Laurel Municipal Water System,"Laurel, MT","Population served:6,339",59037
Lockwood Water and Sewer District,"Billings, MT","Population served:5,900",59037
Pioneer Water Service,"Billings, MT",Population served:900,59037
"Hysham, Town of",Hysham,Population served: 262,59038
Ashland Water and Sewer District,Ashland,Population served: 400,59039
"Colstrip, City of",Colstrip,"Population served: 2,350",59039
"Forsyth, City of",Forsyth,"Population served: 1,944",59039
St. Labre Indian School,Ashland,Population served: 650,59039
City of Billings,"Billings, MT","Population served:114,000",59041
Co Water District of Billings Heights,"Billings, MT","Population served:12,000",59041
Laurel Municipal Water System,"Laurel, MT","Population served:6,339",59041
Lockwood Water and Sewer District,"Billings, MT","Population served:5,900",59041
Red Lodge Water Department,"Red Lodge, MT","Population served:2,000",59041
Ashland Water and Sewer District,Ashland,Population served: 400,59043
"Colstrip, City of",Colstrip,"Population served: 2,350",59043
"Forsyth, City of",Forsyth,"Population served: 1,944",59043
St. Labre Indian School,Ashland,Population served: 650,59043
City of Billings,"Billings, MT","Population served:114,000",59044
Co Water District of Billings Heights,"Billings, MT","Population served:12,000",59044
Laurel Municipal Water System,"Laurel, MT","Population served:6,339",59044
Lockwood Water and Sewer District,"Billings, MT","Population served:5,900",59044
Red Lodge Water Department,"Red Lodge, MT","Population served:2,000",59044
"Columbus, Town of","Columbus, MT","Population served:1,900",59044
Absarokee Water and Sewer District,"Absarokee, MT","Population served:1,100",59044
Pioneer Water Service,"Billings, MT",Population served:900,59044
Worden Ballantine Yellowstone,"Worden, MT",Population served:800,59044
Meadowlark Mobile Home Court,"Billings, MT",Population served:800,59044
Golden Valley Colony,Ryegate,Population served: 85,59046
"Ryegate, Town of",Ryegate,Population served: 270,59046
Avalon Subdivision,Livingston,Population served: 135,59047
Big Spur Trailer Court,Livingston,Population served: 65,59047
"Cinnabar, The",Gardiner,Population served: 175,59047
Clyde Park Water Department,Clyde Park,Population served: 300,59047
Cooke City Water District,Cooke City,Population served: 300,59047
East Gate Work Camp,Gardiner,Population served: 208,59047
Edannes Mobile Home Park,Livingston,Population served: 55,59047
Frontier Mobile Home Park,Livingston,Population served: 50,59047
Gardiner Park County Water District,Gardiner,Population served: 700,59047
Golden Age Village,Gardiner,Population served: 180,59047
"Livingston, City of",Livingston,"Population served: 7,500",59047
Ranch Headquarters,Gardiner,Population served: 85,59047
Sphinx Mountain Mb Hm Park,Gardiner,Population served: 52,59047
Wilsall Water District,Wilsall,Population served: 250,59047
Windmill Trailer Park Well 1,Livingston,Population served: 110,59047
Windmill Trailer Park Well 2,Livingston,Population served: 125,59047
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59050
"Hardin, City of",Hardin,"Population served: 3,500",59050
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59050
Wegner Water Service Hauler,Hardin,Population served: 50,59050
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59050
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59050
Avalon Subdivision,Livingston,Population served: 135,59052
Big Spur Trailer Court,Livingston,Population served: 65,59052
"Big Timber, City of",Big Timber,"Population served: 1,650",59052
"Cinnabar, The",Gardiner,Population served: 175,59052
Clyde Park Water Department,Clyde Park,Population served: 300,59052
Cooke City Water District,Cooke City,Population served: 300,59052
Cottonwood Estates,Greycliff,Population served: 50,59052
Deer Creek Mobile Home Park,Big Timber,Population served: 22,59052
East Gate Work Camp,Gardiner,Population served: 208,59052
Edannes Mobile Home Park,Livingston,Population served: 55,59052
Frontier Mobile Home Park,Livingston,Population served: 50,59052
Gardiner Park County Water District,Gardiner,Population served: 700,59052
Golden Age Village,Gardiner,Population served: 180,59052
"Livingston, City of",Livingston,"Population served: 7,500",59052
Ranch Headquarters,Gardiner,Population served: 85,59052
Sphinx Mountain Mb Hm Park,Gardiner,Population served: 52,59052
Strobel Trailer Court,Big Timber,Population served: 60,59052
Wilsall Water District,Wilsall,Population served: 250,59052
Windmill Trailer Park Well 1,Livingston,Population served: 110,59052
Windmill Trailer Park Well 2,Livingston,Population served: 125,59052
Martinsdale Water and Sewer District,Martinsdale,Population served: 75,59053
Springdale Hutterite Colony,White Sulphur Springs,Population served: 87,59053
"White Sulphur Springs, City of",White Sulphur Springs,"Population served: 1,000",59053
"Melstone, Town of",Melstone,Population served: 170,59054
Musselshell Community County WSD,Musselshell,Population served: 75,59054
Roundup Water Department,Roundup,"Population served: 1,900",59054
"Big Timber, City of",Big Timber,"Population served: 1,650",59055
Cottonwood Estates,Greycliff,Population served: 50,59055
Deer Creek Mobile Home Park,Big Timber,Population served: 22,59055
Strobel Trailer Court,Big Timber,Population served: 60,59055
City of Billings,"Billings, MT","Population served:114,000",59057
Co Water District of Billings Heights,"Billings, MT","Population served:12,000",59057
Laurel Municipal Water System,"Laurel, MT","Population served:6,339",59057
Lockwood Water and Sewer District,"Billings, MT","Population served:5,900",59057
"Columbus, Town of","Columbus, MT","Population served:1,900",59057
"Jordan, Town of",Jordan,Population served: 364,59058
"Winnett, Town of",Winnett,Population served: 187,59058
"Melstone, Town of",Melstone,Population served: 170,59059
Musselshell Community County WSD,Musselshell,Population served: 75,59059
Roundup Water Department,Roundup,"Population served: 1,900",59059
Absarokee Water and Sewer District,Absarokee,"Population served: 1,100",59061
"Columbus, Town of",Columbus,"Population served: 1,900",59061
Eagle Mountain Rural Public Water Supply,Columbus,Population served: 35,59061
Rapelje Water District,Rapelje,Population served: 70,59061
Sherwood Water Station,Columbus,Population served: 25,59061
Ashland Water and Sewer District,Ashland,Population served: 400,59062
"Broadus, Town of",Broadus,Population served: 450,59062
"Colstrip, City of",Colstrip,"Population served: 2,350",59062
"Forsyth, City of",Forsyth,"Population served: 1,944",59062
St. Labre Indian School,Ashland,Population served: 650,59062
City of Billings,"Billings, MT","Population served:114,000",59063
Co Water District of Billings Heights,"Billings, MT","Population served:12,000",59063
Laurel Municipal Water System,"Laurel, MT","Population served:6,339",59063
Lockwood Water and Sewer District,"Billings, MT","Population served:5,900",59063
"Columbus, Town of","Columbus, MT","Population served:1,900",59063
City of Billings,"Billings, MT","Population served:114,000",59064
Co Water District of Billings Heights,"Billings, MT","Population served:12,000",59064
Laurel Municipal Water System,"Laurel, MT","Population served:6,339",59064
Lockwood Water and Sewer District,"Billings, MT","Population served:5,900",59064
Pioneer Water Service,"Billings, MT",Population served:900,59064
Avalon Subdivision,Livingston,Population served: 135,59065
Big Spur Trailer Court,Livingston,Population served: 65,59065
"Cinnabar, The",Gardiner,Population served: 175,59065
Clyde Park Water Department,Clyde Park,Population served: 300,59065
Cooke City Water District,Cooke City,Population served: 300,59065
East Gate Work Camp,Gardiner,Population served: 208,59065
Edannes Mobile Home Park,Livingston,Population served: 55,59065
Frontier Mobile Home Park,Livingston,Population served: 50,59065
Gardiner Park County Water District,Gardiner,Population served: 700,59065
Golden Age Village,Gardiner,Population served: 180,59065
"Livingston, City of",Livingston,"Population served: 7,500",59065
Ranch Headquarters,Gardiner,Population served: 85,59065
Sphinx Mountain Mb Hm Park,Gardiner,Population served: 52,59065
Wilsall Water District,Wilsall,Population served: 250,59065
Windmill Trailer Park Well 1,Livingston,Population served: 110,59065
Windmill Trailer Park Well 2,Livingston,Population served: 125,59065
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59066
"Hardin, City of",Hardin,"Population served: 3,500",59066
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59066
Wegner Water Service Hauler,Hardin,Population served: 50,59066
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59066
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59066
Absarokee Water and Sewer District,Absarokee,"Population served: 1,100",59067
"Columbus, Town of",Columbus,"Population served: 1,900",59067
Eagle Mountain Rural Public Water Supply,Columbus,Population served: 35,59067
Rapelje Water District,Rapelje,Population served: 70,59067
Sherwood Water Station,Columbus,Population served: 25,59067
Bearcreek Municipal Water System,Red Lodge,Population served: 200,59068
Belfry Carbon County Water and Sewer District,Belfry,Population served: 205,59068
"Bridger, Town of",Bridger,Population served: 750,59068
Cooney Enterprises,Roberts,Population served: 50,59068
Evergreen Subdivision,Joliet,Population served: 45,59068
"Fromberg, Town of",Fromberg,Population served: 500,59068
"Joliet, Town of",Joliet,Population served: 600,59068
Red Lodge Water Department,Red Lodge,"Population served: 2,000",59068
Rio Vista Estates Ho Association Inc.,Laurel,Population served: 50,59068
Roberts Wua Carbon County Water and Sewer,Roberts,Population served: 300,59068
Absarokee Water and Sewer District,Absarokee,"Population served: 1,100",59069
"Big Timber, City of",Big Timber,"Population served: 1,650",59069
"Columbus, Town of",Columbus,"Population served: 1,900",59069
Cottonwood Estates,Greycliff,Population served: 50,59069
Deer Creek Mobile Home Park,Big Timber,Population served: 22,59069
Eagle Mountain Rural Public Water Supply,Columbus,Population served: 35,59069
Rapelje Water District,Rapelje,Population served: 70,59069
Sherwood Water Station,Columbus,Population served: 25,59069
Strobel Trailer Court,Big Timber,Population served: 60,59069
Bearcreek Municipal Water System,Red Lodge,Population served: 200,59070
Belfry Carbon County Water and Sewer District,Belfry,Population served: 205,59070
"Bridger, Town of",Bridger,Population served: 750,59070
Cooney Enterprises,Roberts,Population served: 50,59070
Evergreen Subdivision,Joliet,Population served: 45,59070
"Fromberg, Town of",Fromberg,Population served: 500,59070
"Joliet, Town of",Joliet,Population served: 600,59070
Red Lodge Water Department,Red Lodge,"Population served: 2,000",59070
Rio Vista Estates Ho Association Inc.,Laurel,Population served: 50,59070
Roberts Wua Carbon County Water and Sewer,Roberts,Population served: 300,59070
Bearcreek Municipal Water System,Red Lodge,Population served: 200,59071
Belfry Carbon County Water and Sewer District,Belfry,Population served: 205,59071
"Bridger, Town of",Bridger,Population served: 750,59071
Cooney Enterprises,Roberts,Population served: 50,59071
Evergreen Subdivision,Joliet,Population served: 45,59071
"Fromberg, Town of",Fromberg,Population served: 500,59071
"Joliet, Town of",Joliet,Population served: 600,59071
Red Lodge Water Department,Red Lodge,"Population served: 2,000",59071
Rio Vista Estates Ho Association Inc.,Laurel,Population served: 50,59071
Roberts Wua Carbon County Water and Sewer,Roberts,Population served: 300,59071
"Melstone, Town of",Melstone,Population served: 170,59072
Musselshell Community County WSD,Musselshell,Population served: 75,59072
Roundup Water Department,Roundup,"Population served: 1,900",59072
Absarokee Water and Sewer District,Absarokee,"Population served: 1,100",59074
"Columbus, Town of",Columbus,"Population served: 1,900",59074
Eagle Mountain Rural Public Water Supply,Columbus,Population served: 35,59074
Golden Valley Colony,Ryegate,Population served: 85,59074
Rapelje Water District,Rapelje,Population served: 70,59074
"Ryegate, Town of",Ryegate,Population served: 270,59074
Sherwood Water Station,Columbus,Population served: 25,59074
Fort Smith Water and Sewer District,Ballantine,Population served: 450,59075
"Hardin, City of",Hardin,"Population served: 3,500",59075
"Lodge Grass, Town of",Lodge Grass,Population served: 907,59075
Wegner Water Service Hauler,Hardin,Population served: 50,59075
Yellowtail Dam Gc Lower System,Yellowtail,Population served: 85,59075
Yellowtail Dam Mk Upper System,Yellowtail,Population served: 40,59075
"Hysham, Town of",Hysham,Population served: 262,59076
"Jordan, Town of",Jordan,Population served: 364,59077
Duncan Ranch Colony,Harlowton,Population served: 96,59078
"Harlowton, City of",Harlowton,"Population served: 1,050",59078
"Judith Gap, Town of",Judith Gap,Population served: 126,59078
Martinsdale Colony,Martinsdale,Population served: 150,59078
Springwater Colony,Harlowton,Population served: 100,59078
Two Dot Water Users Company,Two Dot,Population served: 50,59078
City of Billings,"Billings, MT","Population served:114,000",59079
Co Water District of Billings Heights,"Billings, MT","Population served:12,000",59079
Laurel Municipal Water System,"Laurel, MT","Population served:6,339",59079
Lockwood Water and Sewer District,"Billings, MT","Population served:5,900",59079
Pioneer Water Service,"Billings, MT",Population served:900,59079
Avalon Subdivision,Livingston,Population served: 135,59081
Big Spur Trailer Court,Livingston,Population served: 65,59081
"Cinnabar, The",Gardiner,Population served: 175,59081
Clyde Park Water Department,Clyde Park,Population served: 300,59081
Cooke City Water District,Cooke City,Population served: 300,59081
East Gate Work Camp,Gardiner,Population served: 208,59081
Edannes Mobile Home Park,Livingston,Population served: 55,59081
Frontier Mobile Home Park,Livingston,Population served: 50,59081
Gardiner Park County Water District,Gardiner,Population served: 700,59081
Golden Age Village,Gardiner,Population served: 180,59081
"Livingston, City of",Livingston,"Population served: 7,500",59081
Ranch Headquarters,Gardiner,Population served: 85,59081
Sphinx Mountain Mb Hm Park,Gardiner,Population served: 52,59081
Wilsall Water District,Wilsall,Population served: 250,59081
