Utility name,City,People served,Zip
Strobel Trailer Court,Big Timber,Population served: 60,59011
Avalon Subdivision,Livingston,Population served: 135,59018
Big Spur Trailer Court,Livingston,Population served: 65,59018
"Cinnabar, The",Gardiner,Population served: 175,59018
Clyde Park Water Department,Clyde Park,Population served: 300,59018
Cooke City Water District,Cooke City,Population served: 300,59018
East Gate Work Camp,Gardiner,Population served: 208,59018
Edannes Mobile Home Park,Livingston,Population served: 55,59018
Frontier Mobile Home Park,Livingston,Population served: 50,59018
Gardiner Park County Water District,Gardiner,Population served: 700,59018
Golden Age Village,Gardiner,Population served: 180,59018
"Livingston, City of",Livingston,"Population served: 7,500",59018
Ranch Headquarters,Gardiner,Population served: 85,59018
Sphinx Mountain Mb Hm Park,Gardiner,Population served: 52,59018
Wilsall Water District,Wilsall,Population served: 250,59018
Windmill Trailer Park Well 1,Livingston,Population served: 110,59018
Windmill Trailer Park Well 2,Livingston,Population served: 125,59018
Ayers Hutterite Colony,Grass Range,Population served: 52,59032
Canteen Water Service,Lewistown,Population served: 100,59032
Deerfield Hutterite Colony,Lewistown,Population served: 51,59032
"Denton, Town of",Denton,Population served: 255,59032
"Grass Range, Town of",Grass Range,Population served: 102,59032
Ken Glass Water,Denton,Population served: 30,59032
King Ranch Colony,Lewistown,Population served: 56,59032
"Lewistown, City of",Lewistown,"Population served: 5,923",59032
"Moore, Town of",Moore,Population served: 186,59032
Mountain Acres Mb Hm Park,Norris,Population served: 320,59032
Roy Water and Sewer District,Roy,Population served: 110,59032
Spring Creek Colony Lewistown,Lewistown,Population served: 48,59032
"Winifred, Town of",Winifred,Population served: 206,59032
Duncan Ranch Colony,Harlowton,Population served: 96,59036
"Harlowton, City of",Harlowton,"Population served: 1,050",59036
"Judith Gap, Town of",Judith Gap,Population served: 126,59036
Martinsdale Colony,Martinsdale,Population served: 150,59036
Springwater Colony,Harlowton,Population served: 100,59036
Two Dot Water Users Company,Two Dot,Population served: 50,59036
Worden Ballantine Yellowstone,"Worden, MT",Population served:800,59044
Meadowlark Mobile Home Court,"Billings, MT",Population served:800,59044
Golden Valley Colony,Ryegate,Population served: 85,59046
"Ryegate, Town of",Ryegate,Population served: 270,59046
Martinsdale Water and Sewer District,Martinsdale,Population served: 75,59053
Springdale Hutterite Colony,White Sulphur Springs,Population served: 87,59053
"White Sulphur Springs, City of",White Sulphur Springs,"Population served: 1,000",59053
"Melstone, Town of",Melstone,Population served: 170,59054
Musselshell Community County WSD,Musselshell,Population served: 75,59054
Roundup Water Department,Roundup,"Population served: 1,900",59054
"Jordan, Town of",Jordan,Population served: 364,59058
"Winnett, Town of",Winnett,Population served: 187,59058
City of Bozeman,"Bozeman, MT","Population served:32,000",59086
"West Yellowstone, Town of","West Yellowstone, MT","Population served:8,535",59086
"Belgrade, City of","Belgrade, MT","Population served:7,000",59086
River Rock County Water and Sewer District,"Belgrade, MT","Population served:4,200",59086
"Three Forks, City of","Three Forks, MT","Population served:1,900",59086
North Star Zoot Water,"Bozeman, MT","Population served:3,000",59086
"Manhattan, Town of","Manhattan, MT","Population served:1,800",59086
Rae Water and Sewer District 313,"Bozeman, MT","Population served:1,130",59086
Valley Grove Subdivision,"Bozeman, MT",Population served:825,59086
"Bainville, Town of",Bainville,Population served: 350,59201
Cherry Creek Wua Glasgow,Glasgow,Population served: 180,59201
"Culbertson, Town of",Culbertson,Population served: 714,59201
Dry Prairie Rural Water Authority,Culbertson,"Population served: 1,517",59201
Dry Prairie Valley County,Culbertson,Population served: 400,59201
Fort Peck Rural County Water District,Fort Peck,Population served: 663,59201
"Fort Peck, Town of",Fort Peck,Population served: 240,59201
"Froid, Town of",Froid,Population served: 450,59201
"Glasgow, City of",Glasgow,"Population served: 3,253",59201
Hinsdale Water Department,Hinsdale,Population served: 250,59201
Montana Aviation Research Company,Glasgow,Population served: 70,59201
"Nashua, Town of",Nashua,Population served: 300,59201
North Valley County Water and Sewer District,St Marie,Population served: 450,59201
"Opheim, Town of",Opheim,Population served: 111,59201
Antelope County Water and Sewer,Antelope,Population served: 59,59211
"Medicine Lake, Town of",Medicine Lake,Population served: 600,59211
Outlook County Sewer and Water,Outlook,Population served: 96,59211
Plentywood Water Department,Plentywood,"Population served: 1,700",59211
"Westby, Town of",Westby,Population served: 172,59211
"Fairview, Town of",Fairview,"Population served: 1,000",59213
Lambert Sewer and Water Association,Lambert,Population served: 150,59213
Mount Pleasant Estates,Sidney,Population served: 45,59213
Richland County Valley View Wua,Sidney,Population served: 85,59213
"Sidney, City of",Sidney,"Population served: 5,000",59213
"Circle, Town of",Circle,Population served: 644,59214
Dry Redwater Regional Water Authority,Circle,Population served: 55,59214
Prairie Community Hospital,Terry,Population served: 80,59214
"Alexander, City of",Alexander,"Population served: 1,335",59221
Arnegard Diamond Estates,Bismarck,Population served: 32,59221
Badlands Development Long X Tc,Watford City,Population served: 52,59221
Mckenzie County Rw-system 2,Watford City,Population served: 526,59221
Mckenzie County Wrd - System 1 & 4,Watford City,Population served: 700,59221
"Watford City, City of",Watford City,"Population served: 6,390",59221
Watford Residence Suites,Watford City,Population served: 32,59221
"Flaxville, Town of",Flaxville,Population served: 82,59222
"Scobey, City of",Scobey,"Population served: 1,026",59222
Casitas Del Mesa Mobile Home Park,Glendive,Population served: 180,59259
Pinnacle Estates Of Glendive,Belgrade,Population served: 50,59259
Forest Park Water Rsid 24,Glendive,"Population served: 1,200",59259
"Glendive, City of",Glendive,"Population served: 5,500",59259
Highland Park Utilities Association,Glendive,Population served: 500,59259
I 94 Mobile Home Park,Glendive,Population served: 90,59259
Rainbow Estates,Bismark,Population served: 30,59259
"Richey, Town of",Richey,Population served: 180,59259
Whispering Trees Mobile Park,Bozeman,Population served: 100,59259
Camp Creek Wua Inc.,Zortman,Population served: 50,59261
"Dodson, Town of",Dodson,Population served: 120,59261
East Malta Colony,Malta,Population served: 37,59261
Loring Hutterian Brethren Inc.,Loring,Population served: 35,59261
"Malta, City of",Malta,"Population served: 1,800",59261
Phillips County Zortman Water and Sewer,Zortman,Population served: 169,59261
"Saco, Town of",Saco,Population served: 180,59261
"Crosby, City of",Crosby,"Population served: 1,406",59275
"Fortuna, City of",Fortuna,Population served: 35,59275
"Noonan, City of",Noonan,Population served: 121,59275
Custer Co. Water and Sewer District,Miles City,Population served: 480,59301
"Miles City, City of",Miles City,"Population served: 8,800",59301
Palisades Apartments,Miles City,Population served: 50,59301
Pine Hills Youth Correct Facil,Miles City,Population served: 193,59301
Beulah Land Water,Sioux Falls,Population served: 40,59311
"Buckmiller Enterprises, Llc",Gillette,Population served: 33,59311
"Ekalaka, Town of",Ekalaka,Population served: 400,59311
"Hulett, Town Of",Hulett,Population served: 400,59311
"Moorcroft, Town Of",Moorcroft,"Population served: 1,009",59311
"Pine Haven, Town Of",Gillette,Population served: 498,59311
Roberts Trailer Park,Hulett,Population served: 32,59311
"Sundance, City Of",Sundance,"Population served: 1,279",59311
Vista West Improvement & Serv District,Sundance,Population served: 120,59311
"Baker, City of",Baker,"Population served: 1,948",59313
Fallon County Water District,Baker,Population served: 85,59313
North Baker Water and Or Sewer District,Baker,Population served: 112,59313
"Plevna, Town of",Plevna,Population served: 130,59313
"Wibaux, Town of",Wibuax,Population served: 550,59353
City of Great Falls,"Great Falls, MT","Population served:60,000",59401
Malmstrom Air Force Base,"Malmstrom Air Force Base, MT","Population served:8,850",59401
Sun Prairie Village County,"Great Falls, MT","Population served:1,800",59401
Black Eagle Cascade County Water Sewer,"Black Eagle, MT","Population served:1,233",59401
Prairie Water Company,"Great Falls, MT","Population served:1,000",59401
"Fort Benton, City of","Fort Benton, MT","Population served:1,500",59404
"Cascade, Town of","Cascade, MT",Population served:650,59404
"Big Sandy, Town of","Big Sandy, MT",Population served:608,59404
Countryside Village Mobile Home Park Grt Fls,"Great Falls, MT",Population served:600,59404
"Belt, Town of","Belt, MT",Population served:600,59404
Helena Water System,"Helena, MT","Population served:31,005",59410
"East Helena, City of","East Helena, MT","Population served:2,114",59410
Eastgate Village Sewer and Water,"East Helena, MT","Population served:2,000",59410
Leisure Village Mb Hm Park Hlna,"Helena, MT","Population served:1,200",59410
Ten Mile and Pleasant Valley Wua,"Helena, MT",Population served:750,59410
Big Sky Colony Cut Bank,Cut Bank,Population served: 107,59411
Cut Bank North Water District,Cut Bank,Population served: 478,59411
"Cut Bank, City of",Cutbank,"Population served: 3,105",59411
Glacier Colony,Cut Bank,Population served: 80,59411
Glendale Colony,Cut Bank,Population served: 90,59411
Hidden Lake Colony,Cut Bank,Population served: 80,59411
Horizon Colony,Cut Bank,Population served: 150,59411
Ncmrwa Etheridge To Cutbank,Havre,Population served: 25,59411
Piegan Border Station,Babb,Population served: 94,59411
Seville Colony,Cut Bank,Population served: 116,59411
Zenith Colony,Cut Bank,Population served: 70,59411
Birch Creek Colony,Valier,Population served: 120,59416
Brady County Water Sewer District,Brady,Population served: 144,59416
Bynum - Teton Co. W & S District,Bynum,Population served: 65,59416
Carter Chouteau County Water District,Carter,Population served: 150,59416
"Choteau, City of",Choteau,"Population served: 1,691",59416
Conrad Water Department,Conrad,"Population served: 2,500",59416
"Dutton, Town of",Dutton,Population served: 338,59416
"Fairfield, Town of",Fairfield,Population served: 718,59416
"Geraldine, Town of",Geraldine,Population served: 260,59416
Hawarden Square Butte Water,Geraldine,Population served: 50,59416
Highwood County Water and Sewer District,Highwood,Population served: 280,59416
Hillcrest Colony,Power,Population served: 89,59416
Kingsbury Colony,Valier,Population served: 120,59416
Loma County Water District,Loma,Population served: 200,59416
Midway Colony Inc.,Conrad,Population served: 92,59416
Miller Colony,Choteau,Population served: 84,59416
Ncmrwa - Pondera County Service Area,Havre,Population served: 144,59416
New Miami Colony,Conrad,Population served: 130,59416
New Rockport Colony Inc.,Choteau,Population served: 160,59416
North Geraldine Water System,Geraldine,Population served: 50,59416
Pondera Colony Water Systems,Valier,Population served: 112,59416
Power Teton County Water District,Power,Population served: 167,59416
Rockport Colony,Pendroy,Population served: 92,59416
South Chouteau County Water District,Highwood,Population served: 80,59416
Tiber County Water District,Conrad,Population served: 750,59416
Tri County Water District,Fairfield,Population served: 470,59416
Twin Hills Colony Inc.,Carter,Population served: 78,59416
"Valier, Town of",Valier,Population served: 452,59416
Geyser Judith Basin Cty Water Sewer District,Geyser,Population served: 125,59418
"Hobson, Town of",Hobson,Population served: 125,59418
"Stanford, Town of",Standford,Population served: 425,59418
Surprise Creek Colony,Stanford,Population served: 80,59418
Camrose Colony,Ledger,Population served: 95,59435
Devon Water Inc.,Shelby,Population served: 75,59435
Ethridge County Water District,Ethridge,Population served: 70,59435
Galata County Water District,Galata,Population served: 200,59435
Hillside Colony Inc.,Sweet Grass,Population served: 100,59435
"Kevin, Town of",Kevin,Population served: 290,59435
Ncmrwa Shelby To Ethridge,Havre,Population served: 70,59435
Oilmont County Water District,Sunburst,Population served: 300,59435
Rimrock Colony,Sunburst,Population served: 124,59435
"Shelby, City of",Shelby,"Population served: 3,970",59435
"Sunburst, Town of",Sunburst,Population served: 459,59435
Swayze Water Line Assoc Llc,Sunburst,Population served: 25,59435
Sweetgrass Water Users Association,Sweet Grass,Population served: 100,59435
"Chester, Town of",Chester,Population served: 870,59444
Eagle Creek Colony,Galata,Population served: 125,59444
Tiber Service Area,Havre,Population served: 200,59444
Riverview Colony,Chester,Population served: 130,59444
Sage Creek Colony,Chester,Population served: 130,59444
Sage Creek County Water District,Joplin,Population served: 225,59444
South Chester Water District,Chester,Population served: 55,59444
Cool Spring Colony,Rudyard,Population served: 75,59501
East End Colony Inc.,Havre,Population served: 80,59501
Gildford Colony,Gildford,Population served: 70,59501
"Havre, City of",Havre,"Population served: 9,600",59501
Hidden Valley Colony,Gilford,Population served: 80,59501
Hill County Water Districts,Havre,"Population served: 1,720",59501
Hilldale Colony,Havre,Population served: 79,59501
Ncmrwa - North Havre County Water District,Havre,Population served: 90,59501
North Havre County Water District,Havre,Population served: 90,59501
"Chinook, City of",Chinook,"Population served: 1,300",59523
"Harlem, City of",Harlem,Population served: 820,59523
Hartland Colony,Havre,Population served: 73,59523
North Harlem Colony,Harlem,Population served: 42,59523
Perrys Water Service,Chinook,Population served: 100,59523
Turner Colony,Turner,Population served: 55,59523
Basin County Water and Sewer District,Basin,Population served: 250,59631
Blue Sky Heights Wua Clancy,Clancy,Population served: 250,59631
"Boulder, City of",Boulder,"Population served: 1,400",59631
Elkhorn Health and Rehabilitation LLC,Helena,Population served: 89,59631
Forest Park Water Users Association,Clancy,Population served: 323,59631
Hangmans Tree Wua,Clancy,Population served: 158,59631
Jefferson Hills Wua,Helena,Population served: 780,59631
Jefferson Tracts Association Inc.,Clancy,Population served: 80,59631
Red Cliff Estates Homeowners Association,Helena,Population served: 48,59631
Rocky Mountain Wua,Clancy,Population served: 30,59631
Saddle Mountain Corporation Clancy,Clancy,Population served: 350,59631
Stoney Brook Village Condominium Association,Clancy,Population served: 132,59631
Sunnybrook Acres Homeowners Association,East Helena,Population served: 50,59631
"Whitehall, Town of",Whitehall,"Population served: 1,100",59631
North Star PUD,"Helena, MT",Population served:715,59635
Mchugh Mobile Home Park,"Helena, MT",Population served:490,59635
"Deer Lodge, City of","Deer Lodge, MT","Population served:3,111",59639
Montana State Prison,"Deer Lodge, MT","Population served:2,200",59639
Treasure State Acres Wua,"Helena, MT",Population served:483,59639
Mountain View Mb Hm Park,Melville,Population served: 150,59643
"Townsend, City of",Townsend,"Population served: 2,000",59643
Andesite Ridge Water System,Big Sky,Population served: 450,59710
Big Sky County Water and Sewer District 363,Big Sky,"Population served: 4,132",59710
Encampment Trail,Big Sky,Population served: 100,59710
"Ennis, Town of",Ennis,"Population served: 1,350",59710
Lone View Ridge Water System,Big Sky,Population served: 37,59710
Lower Pioneer Mountain Water System,Big Sky,Population served: 350,59710
"Sheridan, Town of",Sheridan,Population served: 950,59710
"Twin Bridges, Town of",Twin Bridges,Population served: 424,59710
Valley Garden Golf Village Homeowners Association,Ennis,Population served: 110,59710
Virginia City Water Department,Virginia City,"Population served: 1,500",59710
Anaconda Ccc,Anaconda,Population served: 290,59711
Anaconda Water Department,Anaconda,"Population served: 6,750",59711
Galen Facility,Butte,Population served: 90,59711
Hunters Trailer Court Anaconda,Butte,Population served: 38,59711
"Philipsburg, Town of",Philipsburg,Population served: 925,59711
Landmark Subdivision,"Bozeman, MT",Population served:750,59714
Beaverhead Jackson Water and Sewer District,Jackson,Population served: 58,59724
Clarks Lookout,Dillon,Population served: 62,59724
"Dillon, City of",Dillon,"Population served: 4,300",59724
Hildreth Subdivision No. 2,Dillon,Population served: 300,59724
Hildreth Subdivision No. 3,Dillon,Population served: 128,59724
Keller Subdivision No. 2 Homeowners Association,Dillon,Population served: 300,59724
"Lima, Town of",Lima,Population served: 279,59724
Skyline Trailer Court and Rv Park,Dillon,Population served: 75,59724
Western Mobile Village Dillon,Wilsall,Population served: 75,59724
Mountain Water Company,"Missoula, MT","Population served:68,200",59801
Lolo Water and Sewer District,"Lolo, MT","Population served:2,800",59801
Seeley Lake Water District,"Seeley Lake, MT","Population served:1,575",59801
El Mar Estates Msla County Water,"Missoula, MT","Population served:1,350",59801
Westview Mobile Home Park,"Missoula, MT",Population served:947,59801
Travois Village Mobile Park,"Missoula, MT",Population served:702,59801
Phantom Hills Water System,"Missoula, MT",Population served:615,59801
El Mar Rv Mobile Home Village Inc.,"Missoula, MT",Population served:501,59801
Grant Creek Water Users Association Inc.,"Missoula, MT",Population served:380,59801
Katoonah Lodges,"Missoula, MT",Population served:258,59801
"Superior, Town of","Superior, MT",Population served:900,59820
"Alberton, Town of","Alberton, MT",Population served:495,59820
"Polson, City of","Polson, MT","Population served:5,300",59821
"Ronan, City of","Ronan, MT","Population served:2,350",59821
Pablo Lake County Water and Sewer District,"Pablo, MT","Population served:2,075",59821
"Thompson Falls, City of","Thompson Falls, MT","Population served:1,950",59821
"Plains, Town of","Plains, MT","Population served:1,340",59821
Christian Childrens Ranch,St Ignatius,Population served: 65,59824
Clearview Heights Water Association,Polson,Population served: 96,59824
Consolidated Charlo Lake County W and S District,Charlo,Population served: 450,59824
Crane Mountain Estates,Bigfork,Population served: 45,59824
Jette Lake Landowners Association,Polson,Population served: 230,59824
Jette Meadows Lake Company W and S District,Polson,Population served: 340,59824
Kootenai Woods Subdivision,Bigfork,Population served: 53,59824
Mission Meadows Trailer and Rv Court,Ronan,Population served: 200,59824
Mission Mountain Lake County W and S District,Ronan,Population served: 198,59824
Mission Mountain View Homeowners Association,Ronan,Population served: 80,59824
Overlook Subdivision,Polson,Population served: 49,59824
Paradise Pines,Polson,Population served: 95,59824
Pinewood Shores Wua,Polson,Population served: 46,59824
Pleasant View Subdivision,Polson,Population served: 45,59824
Ponderilla Hills Lake County Water Sewer,Polson,Population served: 35,59824
Ridgewood Estates,Bigfork,Population served: 250,59824
Round Butte Water Company,Ronan,Population served: 500,59824
Shelter Bay Estates,Rollins,Population served: 63,59824
South Hills Water Users Association,Polson,Population served: 60,59824
"St. Ignatius, Town of",St Ignatius,Population served: 700,59824
Woods Bay Water and Sewer District,Bigfork,Population served: 685,59824
Antigone Acres Homeowners Association,Hamilton,Population served: 85,59827
Big Sky Trailer Court Hamilton,Missoula,Population served: 70,59827
Bitterroot Pines Trct Florence,Hamilton,Population served: 45,59827
Bluebird Mb Hm Park Hamilton,Columbia Falls,Population served: 75,59827
Centennial Subdivision,Corvallis,Population served: 113,59827
Corvallis Mobile Village,Corvallis,Population served: 138,59827
Daly Estates Subdivision,Hamilton,Population served: 68,59827
"Darby, Town of",Darby,Population served: 850,59827
Forest View Homeowners Association,Florence,Population served: 65,59827
Hamilton Mobile Village,Missoula,Population served: 53,59827
"Hamilton, City of",Hamilton,"Population served: 4,500",59827
Honey Lane Community,Missoula,Population served: 50,59827
Kootenai Creek Village,Stevensville,Population served: 175,59827
Mountain Shadows Estates Stevensville,Miles City,Population served: 40,59827
"Pinesdale, Town of",Pinesdale,Population served: 800,59827
"Stevensville, Town of",Stevensville,"Population served: 1,970",59827
"Stock Farm, The",Hamilton,Population served: 150,59827
Trapper Creek Job Corps,Darby,Population served: 290,59827
Wards Cove Water Users,Hamilton,Population served: 45,59827
Westana Mobile Manor Hamilton,Billings,Population served: 90,59827
"White Bird Community, The",Missoula,Population served: 100,59827
"Wildflower, The",Hamilton,Population served: 86,59827
Cougar Meadows,St Regis,Population served: 45,59830
High Country Park,Libby,Population served: 76,59830
Trestle Creek I and II,St Regis,Population served: 85,59830
West Mountain Estates,Missoula,Population served: 30,59830
Whispering Pines Trailer Court,Somers,Population served: 55,59830
Avista Utilities Noxon Rapids Dam,Noxon,Population served: 43,59831
Clear View Academy Unapproved,Heron,Population served: 45,59831
Heron Community Water System,Heron,Population served: 84,59831
Hot Springs Municipal Water,Hot Springs,Population served: 600,59831
North Shore Estates Homeowners Association,Thompson Falls,Population served: 65,59831
Noxon Water District,Noxon,Population served: 330,59831
Paradise Water District,Paradise,Population served: 200,59831
Salish Shores Trade Winds Commercial Village,Thompson Falls,Population served: 215,59831
Water Service Inc. Trout Creek,Trout Creek,Population served: 350,59831
Woodside Park Water and Sewer District,Thompson Falls,Population served: 62,59831
Kalispell Public Works,"Kalispell, MT","Population served:20,008",59845
"Whitefish, City of","Whitefish, MT","Population served:9,671",59845
Flathead County Water and Sewer,"Kalispell, MT","Population served:5,700",59845
"Columbia Falls, City of","Columbia Falls, MT","Population served:4,450",59845
Bigfork County Water and Sewer,"Bigfork, MT","Population served:6,100",59845
Big Mountain Water Company,"Whitefish, MT","Population served:2,435",59845
Grangeville Water Department,"Grangeville, ID","Population served:3,151",59847
Cottonwood Water Department,"Cottonwood, ID",Population served:944,59847
Kooskia Water Department,"Kooskia, ID",Population served:607,59847
Lakeside Water System,"Lakeside, MT","Population served:1,100",59901
Hungry Horse County Water and Sewer District,"Hungry Horse, MT","Population served:1,135",59901
Somers County Water and Sewer District,"Somers, MT",Population served:765,59901
Ptarmigan Village Inc.,"Whitefish, MT",Population served:600,59901
Angel Island Subdivision,Troy,Population served: 150,59917
Barnaby Lake Homeowners Association,Fortine,Population served: 75,59917
Carpenter Lake Homeowners Association,Eureka,Population served: 65,59917
"Creekside Motel, Rv and Trlr Park Unappro",Eureka,Population served: 35,59917
Crystal Lakes Utility Company,Eureka,Population served: 85,59917
Emkayan Village County Water and Sewer District,Libby,Population served: 160,59917
"Eureka, Town of",Eureka,"Population served: 1,995",59917
Johnsons Mobile Home Park,Missoula,Population served: 35,59917
"Libby, City of",Libby,"Population served: 4,477",59917
Pinewood Village,Libby,Population served: 160,59917
Posts Trailer Court,Libby,Population served: 45,59917
"Rexford, Town of",Rexford,Population served: 160,59917
Rivers Edge Mobile Park Libby,Libby,Population served: 60,59917
"Troy, City of",Troy,"Population served: 2,100",59917
Wilderness Plateau Water and Sewer District,Troy,Population served: 208,59917
