Utility name,City,People served,Zip
Bucklin PWS,Bucklin,Population served: 467,63557
Chariton Linn County Public Water Supply District 3,Brookfield,"Population served: 5,913",63557
Laclede PWS,Laclede,Population served: 345,63557
Linn County Cons Public Water Supply District 1,Purdin,"Population served: 1,620",63557
Linneus PWS,Linneus,Population served: 278,63557
Marceline PWS,Marceline,"Population served: 2,650",63557
Meadville PWS,Meadville,Population served: 450,63557
Chariton County Public Water Supply District 2,Brunswick,"Population served: 1,078",63558
Keytesville PWS,Keytesville,Population served: 476,63558
Mendon PWS,Mendon,Population served: 207,63558
MO American Brunswick,Brunswick,Population served: 858,63558
Salisbury PWS,Salisbury,"Population served: 1,620",63558
Annapolis PWS,Annapolis,Population served: 310,63620
Arcadia PWS,Arcadia,Population served: 605,63620
Baptist Home,Ironton,Population served: 80,63620
Belleview Valley Nursing Home,Belleview,Population served: 106,63620
Centerville PWS,Centerville,Population served: 200,63620
Ellington PWS,Ellington,Population served: 986,63620
Fredericktown PWS,Fredericktown,"Population served: 4,076",63620
IL American - Alton,Belleville,"Population served: 58,375",63620
IL American-granite City,Belleville,"Population served: 40,541",63620
Ironton PWS,Ironton,"Population served: 1,398",63620
Killarney Shores Subdivision,Ironton,Population served: 200,63620
Madison County Public Water Supply District 1 North and South,Fredericktown,"Population served: 1,938",63620
Marquand PWS,Marquand,Population served: 200,63620
Pilot Knob PWS,Pilot Knob,Population served: 746,63620
Pilot Knob Rural Water District 1 N & S,Farmington,Population served: 800,63620
Reynolds County Public Water Supply District 1,Lesterville,Population served: 400,63620
Viburnum PWS,Viburnum,Population served: 868,63620
Birch Tree PWS,Birch Tree,Population served: 679,63629
Bunker PWS,Bunker,Population served: 407,63629
Dent County Public Water Supply District 1,Salem,"Population served: 1,050",63629
Eminence PWS,Eminence,Population served: 700,63629
Salem PWS,Salem,"Population served: 4,885",63629
Winona PWS,Winona,"Population served: 1,325",63629
Community Water System,Wappapello,Population served: 369,63636
Corner Water Company,Wappapello,Population served: 70,63636
Greenville PWS,Greenville,Population served: 520,63636
Johns Branch Water Company,Wappapello,Population served: 78,63636
Lost Creek Water Company,Wappapello,Population served: 208,63636
Mill Spring PWS,Mill Spring,Population served: 200,63636
Missionary Acres,Silva,Population served: 33,63636
Piedmont PWS,Piedmont,"Population served: 2,726",63636
Pine Trails Water Company,Wappapello,Population served: 103,63636
Ridgetop Waterworks Corporation Subdivision,Wappapello,Population served: 175,63636
Wayne & Butler Counties Public Water Supply District 4,Wappapello,"Population served: 1,200",63636
Wayne County Public Water Supply District 2,Poplar Bluff,"Population served: 1,000",63636
Wayne County Public Water Supply District 3,Piedmont,Population served: 303,63636
Whispering Hills Subdivision,Bloomfield,Population served: 180,63636
Williamsville PWS,Williamsville,Population served: 342,63636
Bollinger County Public Water Supply District 1,Leopold,Population served: 106,63645
Dianas Boarding Home 2,Marble Hill,Population served: 80,63645
Marble Hill North PWS,Marble Hill,Population served: 725,63645
Marble Hill South PWS,Marble Hill,Population served: 725,63645
Sedgewickville PWS,Sedgewickville,Population served: 200,63645
Altenburg PWS,Altenburg,Population served: 350,63673
Farrar Water Association,Perryville,Population served: 42,63673
Frohna PWS,Frohna,Population served: 350,63673
Lake Kah Tan Da Estates Inc.,Perryville,Population served: 277,63673
Perry County Public Water Supply District 1,Perryville,"Population served: 1,970",63673
Perry County Public Water Supply District 2,Perryville,Population served: 567,63673
Perryville PWS,Perryville,"Population served: 8,456",63673
Port Perry Service,Perryville,Population served: 793,63673
S K & M Water Company Inc.,Perryville,Population served: 858,63673
St. Marys Seminary,Perryville,Population served: 31,63673
Cape Girardeau,Cape Girardeau,"Population served: 39,628",63701
Cape Girardeau County Public Water Supply District 2,Oak Ridge,"Population served: 2,352",63701
Cape Girardeau County Public Water Supply District 4,Cape Girardeau,"Population served: 1,575",63701
Cape Girardeau County Public Water Supply District 5,Cape Girardeau,Population served: 485,63701
Cape Perry County Public Water Supply District 1 South,Jackson,"Population served: 9,569",63701
Carolina Oaks Plantation,Jackson,Population served: 135,63701
Country Village Estates Subdivision,Jackson,Population served: 51,63701
Delta PWS,Delta,Population served: 440,63701
Enclave Apts & Affordable Mini Storage,Cape Girardeau,Population served: 92,63701
Hidden Valley Fishing Club,Burfordville,Population served: 70,63701
Hillcrest Utility Operating Company Inc.,St Louis,Population served: 700,63701
Jackson,Jackson,"Population served: 14,932",63701
Mid America Teen Challenge,Cape Girardeau,Population served: 210,63701
North Hills Estates,Cape Girardeau,Population served: 100,63701
Parkwood Estates Llc,Cape Girardeau,Population served: 320,63701
Royal Lake Estates,Cape Girardeau,Population served: 50,63701
Upper Bend Road Subdivision,Cape Girardeau,Population served: 40,63701
Westlake Meadows Subdivision,Cape Girardeau,Population served: 40,63701
Whitewater Allenville PWS,Jackson,Population served: 228,63701
Windwood Estates Subd,Cape Girardeau,Population served: 150,63701
Dexter PWS,"Dexter, MO","Population served:7,800",63730
Stoddard County Public Water Supply District 1,"Dexter, MO","Population served:4,500",63730
Sikeston,"Sikeston, MO","Population served:16,393",63735
Scott City PWS,"Scott City, MO","Population served:4,565",63735
Chaffee PWS,"Chaffee, MO","Population served:3,000",63735
Benton PWS,Benton,Population served: 863,63736
Blodgett PWS,Blodgett,Population served: 215,63736
Haywood City PWS,Haywood City,Population served: 200,63736
Kelso PWS,Kelso,Population served: 605,63736
Miner PWS,Miner,Population served: 984,63736
Morley PWS,Morley,Population served: 675,63736
New Hamburg Central,Benton,Population served: 30,63736
New Hamburg South End,Benton,Population served: 40,63736
Oran PWS,Oran,"Population served: 1,294",63736
Scott County Public Water Supply District 1,Sikeston,Population served: 695,63736
Scott County Public Water Supply District 2,Sikeston,Population served: 550,63736
Scott County Public Water Supply District 3,Sikeston,Population served: 175,63736
Scott County Public Water Supply District 4,Morley,"Population served: 2,945",63736
Vanduser PWS,Vanduser,Population served: 250,63736
Advance PWS,Advance,"Population served: 1,365",63738
Bell City PWS,Bell City,Population served: 441,63738
Bernie PWS,Bernie,"Population served: 1,928",63738
Bloomfield PWS,Bloomfield,"Population served: 2,000",63738
Dudley PWS,Dudley,Population served: 230,63738
Essex PWS,Essex,Population served: 474,63738
Puxico PWS,Puxico,Population served: 900,63738
Stoddard County Public Water Supply District 2,Oran,Population served: 400,63738
Stoddard County Public Water Supply District 3,Essex,Population served: 423,63738
Stoddard County Public Water Supply District 4,Dexter,"Population served: 1,526",63738
Stoddard County Public Water Supply District 5,Bloomfield,Population served: 750,63738
Stoddard County Public Water Supply District 6,Bernie,Population served: 841,63738
Stoddard County Public Water Supply District 7,Bernie,Population served: 525,63738
U.S. Army Corps of Engineers Mingo Job Corps Center,Puxico,Population served: 160,63738
Portageville PWS,"Portageville, MO","Population served:3,109",63801
Anniston PWS,Anniston,Population served: 180,63820
Bertrand PWS,Bertrand,Population served: 821,63820
Charleston PWS,Charleston,"Population served: 5,636",63820
East Prairie PWS,East Prairie,"Population served: 3,176",63820
Mississippi County Public Water Supply District 1,Anniston,"Population served: 2,600",63820
Wyatt PWS,Wyatt,Population served: 428,63820
Arbyrd PWS,Arbyrd,Population served: 509,63821
Campbell PWS,Campbell,"Population served: 2,000",63821
Cardwell PWS,Cardwell,Population served: 713,63821
Clarkton PWS,Clarkton,"Population served: 1,200",63821
Dunklin County Public Water Supply District 1,Campbell,"Population served: 5,250",63821
Dunklin County Public Water Supply District 2,Senath,"Population served: 3,010",63821
Dunklin County Public Water Supply District 3 North,Kennett,Population served: 113,63821
Dunklin County Public Water Supply District 3 South,Kennett,"Population served: 1,905",63821
Holcomb PWS,Holcomb,Population served: 635,63821
Hornersville PWS,Hornersville,Population served: 627,63821
Kennett,Kennett,"Population served: 11,500",63821
Malden PWS,Malden,"Population served: 4,064",63821
Senath PWS,Senath,"Population served: 1,767",63821
Caruthersville PWS,Caruthersville,"Population served: 6,100",63826
Hayti Heights PWS,Hayti Heights,Population served: 772,63826
Hayti PWS,Hayti,"Population served: 2,939",63826
Holland PWS,Holland,Population served: 230,63826
Pemiscot County Con Public Water Supply District 1,Hayti,"Population served: 5,332",63826
Steele PWS,Steele,"Population served: 2,200",63826
Wardell PWS,Wardell,Population served: 477,63826
Gideon PWS,Gideon,"Population served: 1,093",63828
Lilbourn PWS,Lilbourn,"Population served: 1,095",63828
Marston PWS,Marston,Population served: 525,63828
Matthews PWS,Matthews,Population served: 628,63828
Morehouse PWS,Morehouse,Population served: 972,63828
New Madrid County Public Water Supply District # 6,Sikeston,Population served: 483,63828
New Madrid County Public Water Supply District 1,Lilbourn,Population served: 467,63828
New Madrid County Public Water Supply District 2,New Madrid,Population served: 550,63828
New Madrid County Public Water Supply District 4,Canalou,Population served: 420,63828
New Madrid County Public Water Supply District 5,Gideon,"Population served: 2,200",63828
New Madrid PWS,New Madrid,"Population served: 3,113",63828
Parma PWS,Parma,Population served: 713,63828
Risco PWS,Risco,Population served: 300,63828
Butler County Public Water Supply District 1,Poplar Bluff,"Population served: 11,000",63901
Butler County Public Water Supply District 104,Fisk,Population served: 498,63901
Butler County Public Water Supply District 2,Qulin,"Population served: 1,603",63901
Butler County Public Water Supply District 3,Broseley,"Population served: 2,600",63901
Camelot Estates Mobile Home Park,Poplar Bluff,Population served: 75,63901
Clets Trailer Park,Poplar Bluff,Population served: 25,63901
Fisk PWS,Fisk,Population served: 350,63901
Lakeland Heights Water Company,Wappapello,Population served: 200,63901
Neelyville PWS,Neelyville,Population served: 483,63901
Oakbrier Estates,Wappapello,Population served: 180,63901
Poplar Bluff,Poplar Bluff,"Population served: 17,266",63901
Qulin PWS,Qulin,Population served: 375,63901
W E Sears Youth Center,Poplar Bluff,Population served: 175,63901
Alton PWS,Alton,"Population served: 1,100",63935
Carter County Public Water Supply District 1,Van Buren,Population served: 450,63935
Carter County Public Water Supply District 2,Fremont,Population served: 40,63935
Deer Run Reorganized Common Sewer District,Van Buren,Population served: 500,63935
Doniphan PWS,Doniphan,"Population served: 2,000",63935
Ellsinore PWS,Ellsinore,Population served: 500,63935
Grandin PWS,Grandin,Population served: 250,63935
Koshkonong PWS,Koshkonong,Population served: 250,63935
Naylor PWS,Naylor,Population served: 630,63935
Oregon County Public Water Supply District 1,Alton,Population served: 800,63935
Oregon County Public Water Supply District 2,Myrtle,Population served: 120,63935
Ripley County Public Water Supply District 1 East,Doniphan,"Population served: 2,195",63935
Ripley County Public Water Supply District 1 West,Doniphan,Population served: 960,63935
Ripley County Public Water Supply District 2,Doniphan,"Population served: 2,692",63935
Thayer PWS,Thayer,"Population served: 2,243",63935
Van Buren PWS,Van Buren,Population served: 819,63935
Alma PWS,Alma,Population served: 400,64001
Bates City PWS,Bates City,Population served: 288,64001
Concordia PWS,Concordia,"Population served: 2,500",64001
Emma PWS,Emma,Population served: 205,64001
Higginsville PWS,Higginsville,"Population served: 4,797",64001
Lafayette County Public Water Supply District 1,Odessa,"Population served: 8,250",64001
Lake Lafayette PWS,Odessa,Population served: 327,64001
Lexington PWS,Lexington,"Population served: 4,300",64001
Mayview PWS,Mayview,Population served: 208,64001
Odessa PWS,Odessa,"Population served: 5,300",64001
Waverly PWS,Waverly,Population served: 800,64001
Wellington PWS,Wellington,Population served: 812,64001
Centerview PWS,Centerview,Population served: 272,64011
Chilhowee PWS,Chilhowee,Population served: 335,64011
Country Acres Subdivision,Knob Noster,Population served: 128,64011
Holden PWS,Holden,"Population served: 2,389",64011
Johnson County Public Water Supply District 1,Warrensburg,"Population served: 4,554",64011
Johnson County Public Water Supply District 3,Warrensburg,"Population served: 4,490",64011
Johnson County PWSD 2,Holden,"Population served: 11,250",64011
Kingsville PWS,Kingsville,Population served: 250,64011
Knob Noster PWS,Knob Noster,"Population served: 3,000",64011
Leeton PWS,Leeton,Population served: 620,64011
M & M Mobile Home Park,Warrensburg,Population served: 100,64011
Missouri American Warrensburg,Warrensburg,"Population served: 19,687",64011
Pembrooke Park,Warrensburg,Population served: 120,64011
Whiteman Air Base,Whiteman AFB,"Population served: 9,561",64011
Archie PWS,Archie,"Population served: 1,180",64012
Belton,Belton,"Population served: 23,290",64012
Cass County Public Water Supply District 1,Strasburg,Population served: 643,64012
Cass County Public Water Supply District 10,Peculiar,"Population served: 2,630",64012
Cass County Public Water Supply District 11,Garden City,"Population served: 2,075",64012
Cass County Public Water Supply District 2,Belton,"Population served: 3,725",64012
Cass County Public Water Supply District 3,Raymore,"Population served: 2,736",64012
Cass County Public Water Supply District 4,Harrisonville,"Population served: 1,813",64012
Cass County Public Water Supply District 5,Pleasant Hill,"Population served: 2,670",64012
Cass County Public Water Supply District 6,Raymore,"Population served: 2,307",64012
Cass County Public Water Supply District 7,Freeman,"Population served: 4,307",64012
Cass County Public Water Supply District 8,Belton,Population served: 208,64012
Cass County Public Water Supply District 9,Harrisonville,"Population served: 5,675",64012
Cleveland PWS,Cleveland,Population served: 661,64012
Creighton PWS,Creighton,Population served: 305,64012
Crown Mobile Home Park,Belton,Population served: 300,64012
Drexel PWS,Drexel,"Population served: 1,200",64012
East Lynne PWS,East Lynne,Population served: 303,64012
Freeman PWS,Freeman,Population served: 482,64012
Garden City PWS,Garden City,"Population served: 1,642",64012
Harrisonville PWS,Harrisonville,"Population served: 7,900",64012
Lake Winnebago PWS,Deepwater,"Population served: 1,132",64012
Nw Cass County Sewer & Water District,Village Of Loch Lloyd,Population served: 835,64012
Peculiar PWS,Peculiar,"Population served: 4,800",64012
Pickering Place,Belton,Population served: 250,64012
Pleasant Hill PWS,Pleasant Hill,"Population served: 7,311",64012
Raymore,Raymore,"Population served: 21,167",64012
Southfork Mobile Home Park,Belton,Population served: 958,64012
Springdale Lake Estates,Belton,"Population served: 1,100",64012
Blue Springs,Blue Springs,"Population served: 52,530",64014
Buckner PWS,Buckner,"Population served: 3,076",64014
Grain Valley,Grain Valley,"Population served: 13,684",64014
Highland Manor,Independence,Population served: 770,64014
Independence,Independence,"Population served: 117,240",64014
Jackson County Public Water Supply District 12,Greenwood,"Population served: 5,282",64014
Jackson County Public Water Supply District 13,Lake Lotawana,"Population served: 5,905",64014
Jackson County Public Water Supply District 15,Lees Summit,"Population served: 8,598",64014
Jackson County Public Water Supply District 16,Sibley,"Population served: 3,675",64014
Jackson County Public Water Supply District 17,Grain Valley,"Population served: 2,330",64014
Jackson County PWSD 2,Raytown,"Population served: 15,923",64014
Jackson County PWSD1,Grandview,"Population served: 25,000",64014
Lake Tapawingo PWS,Blue Springs,Population served: 863,64014
Lees Summit,Lees Summit,"Population served: 97,135",64014
Levasy PWS,Levasy,Population served: 230,64014
Oak Grove PWS,Oak Grove,"Population served: 8,000",64014
Raytown Water Company,Raytown,"Population served: 21,135",64014
Sibley PWS,Sibley,Population served: 375,64014
Sugar Creek PWS,Sugar Creek,"Population served: 2,500",64014
Tri County Water Authority,Independence,Population served: 25,64014
Unity Village,Unity Village,"Population served: 1,000",64014
Hardin PWS,Hardin,Population served: 569,64017
Henrietta PWS,Henrietta,Population served: 356,64017
MO American Lawson,Lawson,"Population served: 2,473",64017
Orrick PWS,Orrick,Population served: 850,64017
Ray County Public Water Supply District 1,Lawson,"Population served: 2,393",64017
Ray County Public Water Supply District 3,Polo,"Population served: 1,880",64017
Richmond PWS,Richmond,"Population served: 5,797",64017
Wood Heights PWS,Excelsior Spgs,Population served: 660,64017
Dearborn PWS,Dearborn,Population served: 496,64018
Edgerton PWS,Edgerton,Population served: 530,64018
Ferrelview PWS,Ferrelview,Population served: 450,64018
Lake Waukomis PWS,Lake Waukomis,"Population served: 1,100",64018
Missouri American Platte County,St Joseph,"Population served: 15,983",64018
Northmoor PWS,Northmoor,Population served: 315,64018
Platte City PWS,Platte City,"Population served: 4,892",64018
Platte County Cons Public Water Supply District 1,Waldron,"Population served: 5,025",64018
Platte County Public Water Supply District 2,Camden Point,Population served: 815,64018
Platte County Public Water Supply District 3,Weston,Population served: 863,64018
Platte County Public Water Supply District 4,Platte City,"Population served: 8,777",64018
Platte County Public Water Supply District 6,Parkville,"Population served: 1,850",64018
Platte County Public Water Supply District 7,Weston,"Population served: 1,662",64018
Platte County Public Water Supply District 8,Smithville,"Population served: 1,176",64018
Platte County Public Water Supply District 9,Platte City,"Population served: 1,505",64018
Tracy PWS,Tracy,Population served: 250,64018
Weatherby Lake PWS,Weatherby Lake,"Population served: 1,923",64018
Weston PWS,Weston,"Population served: 1,641",64018
Marshall,"Marshall, MO","Population served:13,065",64020
Birmingham Village of,Birmingham,Population served: 190,64024
