Utility name,City,People served,Zip
Jefferson County Public Water Supply District 6,"House Springs, MO","Population served:7,300",63048
Desoto PWS,"De Soto, MO","Population served:6,400",63048
Jefferson County Public Water Supply District 7,"Mapaville, MO","Population served:6,100",63048
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63049
Kirkwood,"Kirkwood, MO","Population served:28,000",63049
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63049
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63049
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63049
Festus,"Festus, MO","Population served:11,600",63049
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63049
Jefferson County Public Water Supply District 5,"De Soto, MO","Population served:8,000",63049
Jefferson County Public Water Supply District 6,"House Springs, MO","Population served:7,300",63049
Desoto PWS,"De Soto, MO","Population served:6,400",63049
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63050
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63050
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63050
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63050
Festus,"Festus, MO","Population served:11,600",63050
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63050
Jefferson County Public Water Supply District 5,"De Soto, MO","Population served:8,000",63050
Jefferson County Public Water Supply District 6,"House Springs, MO","Population served:7,300",63050
Desoto PWS,"De Soto, MO","Population served:6,400",63050
Jefferson County Public Water Supply District 7,"Mapaville, MO","Population served:6,100",63050
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63051
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63051
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63051
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63051
Festus,"Festus, MO","Population served:11,600",63051
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63051
Jefferson County Public Water Supply District 5,"De Soto, MO","Population served:8,000",63051
Jefferson County Public Water Supply District 6,"House Springs, MO","Population served:7,300",63051
Desoto PWS,"De Soto, MO","Population served:6,400",63051
Jefferson County Public Water Supply District 7,"Mapaville, MO","Population served:6,100",63051
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63052
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63052
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63052
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63052
Festus,"Festus, MO","Population served:11,600",63052
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63052
Jefferson County Public Water Supply District 5,"De Soto, MO","Population served:8,000",63052
Jefferson County Public Water Supply District 6,"House Springs, MO","Population served:7,300",63052
Desoto PWS,"De Soto, MO","Population served:6,400",63052
Jefferson County Public Water Supply District 7,"Mapaville, MO","Population served:6,100",63052
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63053
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63053
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63053
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63053
Festus,"Festus, MO","Population served:11,600",63053
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63053
Jefferson County Public Water Supply District 5,"De Soto, MO","Population served:8,000",63053
Jefferson County Public Water Supply District 6,"House Springs, MO","Population served:7,300",63053
Desoto PWS,"De Soto, MO","Population served:6,400",63053
Jefferson County Public Water Supply District 7,"Mapaville, MO","Population served:6,100",63053
Washington,"Washington, MO","Population served:13,892",63055
Union PWS,"Union, MO","Population served:10,204",63055
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63055
Pacific PWS,"Pacific, MO","Population served:6,000",63055
St. Clair,"St Clair, MO","Population served:4,700",63055
Washington,"Washington, MO","Population served:13,892",63056
Union PWS,"Union, MO","Population served:10,204",63056
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63056
Pacific PWS,"Pacific, MO","Population served:6,000",63056
St. Clair,"St Clair, MO","Population served:4,700",63056
Washington,"Washington, MO","Population served:13,892",63060
Union PWS,"Union, MO","Population served:10,204",63060
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63060
Pacific PWS,"Pacific, MO","Population served:6,000",63060
St. Clair,"St Clair, MO","Population served:4,700",63060
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63061
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63061
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63061
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63061
Washington,"Washington, MO","Population served:13,892",63061
Festus,"Festus, MO","Population served:11,600",63061
Union PWS,"Union, MO","Population served:10,204",63061
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63061
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63061
Jefferson County Public Water Supply District 5,"De Soto, MO","Population served:8,000",63061
Washington,"Washington, MO","Population served:13,892",63068
Union PWS,"Union, MO","Population served:10,204",63068
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63068
Pacific PWS,"Pacific, MO","Population served:6,000",63068
St. Clair,"St Clair, MO","Population served:4,700",63068
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63069
Kirkwood,"Kirkwood, MO","Population served:28,000",63069
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63069
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63069
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63069
Washington,"Washington, MO","Population served:13,892",63069
Festus,"Festus, MO","Population served:11,600",63069
Union PWS,"Union, MO","Population served:10,204",63069
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63069
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63069
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63070
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63070
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63070
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63070
Festus,"Festus, MO","Population served:11,600",63070
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63070
Jefferson County Public Water Supply District 5,"De Soto, MO","Population served:8,000",63070
Jefferson County Public Water Supply District 6,"House Springs, MO","Population served:7,300",63070
Desoto PWS,"De Soto, MO","Population served:6,400",63070
Jefferson County Public Water Supply District 7,"Mapaville, MO","Population served:6,100",63070
Anthonies Mill Resort Subdivision,Bourbon,Population served: 214,63071
Caledonia PWS,Caledonia,Population served: 130,63071
Grandview Plaza Mobile Home Park,De Soto,Population served: 95,63071
Irondale PWS,Irondale,Population served: 480,63071
Mineral Point PWS,Mineral Point,Population served: 359,63071
Potosi East,Potosi,"Population served: 2,500",63071
Potosi PWS,Potosi,"Population served: 2,660",63071
MO American Rogue Creek Utilities,Potosi,Population served: 200,63071
The Legacy Ranch,Bonne Terre,Population served: 25,63071
Washington County Public Water Supply District 1,Potosi,Population served: 700,63071
Washington County Public Water Supply District 2,Belgrade,Population served: 200,63071
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63072
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63072
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63072
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63072
Washington,"Washington, MO","Population served:13,892",63072
Festus,"Festus, MO","Population served:11,600",63072
Union PWS,"Union, MO","Population served:10,204",63072
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63072
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63072
Jefferson County Public Water Supply District 5,"De Soto, MO","Population served:8,000",63072
Washington,"Washington, MO","Population served:13,892",63073
Union PWS,"Union, MO","Population served:10,204",63073
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63073
Pacific PWS,"Pacific, MO","Population served:6,000",63073
St. Clair,"St Clair, MO","Population served:4,700",63073
Washington,"Washington, MO","Population served:13,892",63077
Union PWS,"Union, MO","Population served:10,204",63077
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63077
Pacific PWS,"Pacific, MO","Population served:6,000",63077
St. Clair,"St Clair, MO","Population served:4,700",63077
Washington,"Washington, MO","Population served:13,892",63079
Union PWS,"Union, MO","Population served:10,204",63079
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63079
Pacific PWS,"Pacific, MO","Population served:6,000",63079
St. Clair,"St Clair, MO","Population served:4,700",63079
Washington,"Washington, MO","Population served:13,892",63080
Union PWS,"Union, MO","Population served:10,204",63080
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63080
Pacific PWS,"Pacific, MO","Population served:6,000",63080
St. Clair,"St Clair, MO","Population served:4,700",63080
Franklin County Public Water Supply District 1,"Washington, MO","Population served:3,500",63080
Cuba PWS,"Cuba, MO","Population served:3,307",63080
Potosi PWS,"Potosi, MO","Population served:2,660",63080
Indian Hills Utilities Operating Company Inc.,"Cuba, MO","Population served:2,200",63080
New Haven PWS,"New Haven, MO","Population served:2,000",63080
Washington,"Washington, MO","Population served:13,892",63084
Union PWS,"Union, MO","Population served:10,204",63084
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63084
Pacific PWS,"Pacific, MO","Population served:6,000",63084
St. Clair,"St Clair, MO","Population served:4,700",63084
Jefferson County Cons. PWSD C 1,"Barnhart, MO","Population served:35,000",63087
Jefferson County PWSD1,"Arnold, MO","Population served:20,000",63087
Jefferson County PWSD 2,"High Ridge, MO","Population served:20,000",63087
Jefferson County PWSD 3,"Arnold, MO","Population served:17,000",63087
Festus,"Festus, MO","Population served:11,600",63087
Jefferson County PWSD 10,"Arnonld, MO","Population served:10,000",63087
Park Hills PWS,"Park Hills, MO","Population served:8,566",63087
Jefferson County Public Water Supply District 5,"De Soto, MO","Population served:8,000",63087
Jefferson County Public Water Supply District 6,"House Springs, MO","Population served:7,300",63087
Desoto PWS,"De Soto, MO","Population served:6,400",63087
Washington,"Washington, MO","Population served:13,892",63089
Union PWS,"Union, MO","Population served:10,204",63089
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63089
Pacific PWS,"Pacific, MO","Population served:6,000",63089
St. Clair,"St Clair, MO","Population served:4,700",63089
Washington,"Washington, MO","Population served:13,892",63090
Union PWS,"Union, MO","Population served:10,204",63090
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63090
Pacific PWS,"Pacific, MO","Population served:6,000",63090
St. Clair,"St Clair, MO","Population served:4,700",63090
Washington,"Washington, MO","Population served:13,892",63091
Union PWS,"Union, MO","Population served:10,204",63091
Franklin County Public Water Supply District 3,"Villa Ridge, MO","Population served:8,250",63091
Pacific PWS,"Pacific, MO","Population served:6,000",63091
St. Clair,"St Clair, MO","Population served:4,700",63091
Kirkwood,Kirkwood,"Population served: 28,000",63103
MO American Pevely Farms,Chesterfield,Population served: 85,63103
St. Louis City,St Louis,"Population served: 315,685",63103
Terrisan,Bridgeton,Population served: 240,63103
Kirkwood,Kirkwood,"Population served: 28,000",63105
MO American Pevely Farms,Chesterfield,Population served: 85,63105
St. Louis City,St Louis,"Population served: 315,685",63105
Terrisan,Bridgeton,Population served: 240,63105
Kirkwood,Kirkwood,"Population served: 28,000",63112
MO American Pevely Farms,Chesterfield,Population served: 85,63112
St. Louis City,St Louis,"Population served: 315,685",63112
Terrisan,Bridgeton,Population served: 240,63112
Kirkwood,Kirkwood,"Population served: 28,000",63117
MO American Pevely Farms,Chesterfield,Population served: 85,63117
St. Louis City,St Louis,"Population served: 315,685",63117
Terrisan,Bridgeton,Population served: 240,63117
Kirkwood,Kirkwood,"Population served: 28,000",63119
MO American Pevely Farms,Chesterfield,Population served: 85,63119
St. Louis City,St Louis,"Population served: 315,685",63119
Terrisan,Bridgeton,Population served: 240,63119
Kirkwood,Kirkwood,"Population served: 28,000",63120
MO American Pevely Farms,Chesterfield,Population served: 85,63120
St. Louis City,St Louis,"Population served: 315,685",63120
Terrisan,Bridgeton,Population served: 240,63120
Kirkwood,"Kirkwood, MO","Population served:28,000",63122
Kirkwood,Kirkwood,"Population served: 28,000",63123
MO American Pevely Farms,Chesterfield,Population served: 85,63123
St. Louis City,St Louis,"Population served: 315,685",63123
Terrisan,Bridgeton,Population served: 240,63123
Kirkwood,Kirkwood,"Population served: 28,000",63125
MO American Pevely Farms,Chesterfield,Population served: 85,63125
St. Louis City,St Louis,"Population served: 315,685",63125
Terrisan,Bridgeton,Population served: 240,63125
Kirkwood,Kirkwood,"Population served: 28,000",63130
MO American Pevely Farms,Chesterfield,Population served: 85,63130
St. Louis City,St Louis,"Population served: 315,685",63130
Terrisan,Bridgeton,Population served: 240,63130
Kirkwood,Kirkwood,"Population served: 28,000",63133
MO American Pevely Farms,Chesterfield,Population served: 85,63133
St. Louis City,St Louis,"Population served: 315,685",63133
Terrisan,Bridgeton,Population served: 240,63133
Kirkwood,Kirkwood,"Population served: 28,000",63136
MO American Pevely Farms,Chesterfield,Population served: 85,63136
St. Louis City,St Louis,"Population served: 315,685",63136
Terrisan,Bridgeton,Population served: 240,63136
Kirkwood,Kirkwood,"Population served: 28,000",63137
MO American Pevely Farms,Chesterfield,Population served: 85,63137
St. Louis City,St Louis,"Population served: 315,685",63137
Terrisan,Bridgeton,Population served: 240,63137
Kirkwood,Kirkwood,"Population served: 28,000",63138
MO American Pevely Farms,Chesterfield,Population served: 85,63138
St. Louis City,St Louis,"Population served: 315,685",63138
Terrisan,Bridgeton,Population served: 240,63138
Kirkwood,Kirkwood,"Population served: 28,000",63143
MO American Pevely Farms,Chesterfield,Population served: 85,63143
St. Louis City,St Louis,"Population served: 315,685",63143
Terrisan,Bridgeton,Population served: 240,63143
Kirkwood,Kirkwood,"Population served: 28,000",63147
MO American Pevely Farms,Chesterfield,Population served: 85,63147
St. Louis City,St Louis,"Population served: 315,685",63147
Terrisan,Bridgeton,Population served: 240,63147
St. Charles,"St Charles, MO","Population served:73,040",63301
St. Charles County PWSD 2,"O Fallon, MO","Population served:100,587",63304
Weldon Spring Heights Village PWS,"Weldon Spring, MO",Population served:100,63304
Bowling Green PWS,Bowling Green,"Population served: 5,334",63330
Clarksville PWS,Clarksville,Population served: 442,63330
Curryville PWS,Curryville,Population served: 255,63330
Frankford PWS,Frankford,Population served: 323,63330
Louisiana PWS,Louisiana,"Population served: 3,364",63330
Pike County Public Water Supply District 1,Bowling Green,"Population served: 6,655",63330
St. Charles County Public Water Supply District 2 Augusta,"Augusta, MO","Population served:1,000",63332
Lincoln County PWSD 1,"Winfield, MO","Population served:11,000",63333
Troy,"Troy, MO","Population served:10,500",63333
Montgomery City PWS,"Montgomery City, MO","Population served:2,712",63333
Moscow Mills PWS,"Moscow Mills, MO","Population served:2,500",63333
Elsberry PWS,"Elsberry, MO","Population served:1,963",63333
Lincoln County PWSD 1,"Winfield, MO","Population served:11,000",63334
Troy,"Troy, MO","Population served:10,500",63334
Pike County Public Water Supply District 1,"Bowling Green, MO","Population served:6,655",63334
Bowling Green PWS,"Bowling Green, MO","Population served:5,334",63334
Louisiana PWS,"Louisiana, MO","Population served:3,364",63334
Bowling Green PWS,Bowling Green,"Population served: 5,334",63336
Clarksville PWS,Clarksville,Population served: 442,63336
Curryville PWS,Curryville,Population served: 255,63336
Frankford PWS,Frankford,Population served: 323,63336
Louisiana PWS,Louisiana,"Population served: 3,364",63336
Pike County Public Water Supply District 1,Bowling Green,"Population served: 6,655",63336
Bowling Green PWS,Bowling Green,"Population served: 5,334",63339
Clarksville PWS,Clarksville,Population served: 442,63339
Curryville PWS,Curryville,Population served: 255,63339
Frankford PWS,Frankford,Population served: 323,63339
Louisiana PWS,Louisiana,"Population served: 3,364",63339
Pike County Public Water Supply District 1,Bowling Green,"Population served: 6,655",63339
Lincoln County PWSD 1,"Winfield, MO","Population served:11,000",63343
Troy,"Troy, MO","Population served:10,500",63343
Pike County Public Water Supply District 1,"Bowling Green, MO","Population served:6,655",63343
Bowling Green PWS,"Bowling Green, MO","Population served:5,334",63343
Louisiana PWS,"Louisiana, MO","Population served:3,364",63343
Lincoln County PWSD 1,"Winfield, MO","Population served:11,000",63344
Troy,"Troy, MO","Population served:10,500",63344
